case,target_soc,actual_soc,variant,charge_scale,mode,species,n_molecules,frames,fit_start_ps,fit_end_ps,D_1e-9_m2_s,D_sem_1e-9_m2_s,n_blocks,note,source_file
soc070_q0p8_ecc,0.7,0.7083333333333334,q0p8_ecc,0.8,long,NH4+,95,4001,2510.0,8490.0,1.7018830920561956,0.0884330604968972,4,long trajectory analysis,outputs/md_transport_soc_series/results/diffusion_soc070_q0p8_ecc_long.csv
soc070_q0p8_ecc,0.7,0.7083333333333334,q0p8_ecc,0.8,long,I2,1,4001,2510.0,8490.0,0.4807546197660253,0.3052686672871809,4,long trajectory analysis; finite-box carrier count is small,outputs/md_transport_soc_series/results/diffusion_soc070_q0p8_ecc_long.csv
soc070_q0p8_ecc,0.7,0.7083333333333334,q0p8_ecc,0.8,long,I3-,11,4001,2510.0,8490.0,0.8829823958168519,0.0475631801592458,4,long trajectory analysis,outputs/md_transport_soc_series/results/diffusion_soc070_q0p8_ecc_long.csv
soc070_q0p8_ecc,0.7,0.7083333333333334,q0p8_ecc,0.8,long,I2Br-,5,4001,2510.0,8490.0,0.7244941452947262,0.2241039149374984,4,long trajectory analysis,outputs/md_transport_soc_series/results/diffusion_soc070_q0p8_ecc_long.csv
soc070_q0p8_ecc,0.7,0.7083333333333334,q0p8_ecc,0.8,long,H2O,1112,4001,2510.0,8490.0,1.9738135921475477,0.030960215157218,4,long trajectory analysis,outputs/md_transport_soc_series/results/diffusion_soc070_q0p8_ecc_long.csv
soc070_q0p8_ecc,0.7,0.7083333333333334,q0p8_ecc,0.8,smoke,Zn2+,24,251,0.6400000017867785,2.1000000026638377,0.6840103691641168,0.089259765799765,4,short smoke trajectory; not production-grade; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc070_q0p8_ecc_smoke.csv
soc070_q0p8_ecc,0.7,0.7083333333333334,q0p8_ecc,0.8,smoke,I-,37,251,0.6400000017867785,2.1000000026638377,1.5930828003499655,0.115204090738013,4,short smoke trajectory; not production-grade; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc070_q0p8_ecc_smoke.csv
soc070_q0p8_ecc,0.7,0.7083333333333334,q0p8_ecc,0.8,smoke,Br-,90,251,0.6400000017867785,2.1000000026638377,1.3819408789461929,0.1096140498735593,4,short smoke trajectory; not production-grade; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc070_q0p8_ecc_smoke.csv
soc070_q0p8_ecc,0.7,0.7083333333333334,q0p8_ecc,0.8,smoke,NH4+,95,251,0.6400000017867785,2.1000000026638377,1.5591045759658784,0.0991760672697013,4,short smoke trajectory; not production-grade; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc070_q0p8_ecc_smoke.csv
soc070_q0p8_ecc,0.7,0.7083333333333334,q0p8_ecc,0.8,smoke,I2,1,251,0.6400000017867785,2.1000000026638377,-0.1583356676815105,0.2695345571736703,4,short smoke trajectory; not production-grade; finite-box carrier count is small; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc070_q0p8_ecc_smoke.csv
soc070_q0p8_ecc,0.7,0.7083333333333334,q0p8_ecc,0.8,smoke,I3-,11,251,0.6400000017867785,2.1000000026638377,1.1500006971303196,0.1504204078066207,4,short smoke trajectory; not production-grade; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc070_q0p8_ecc_smoke.csv
soc070_q0p8_ecc,0.7,0.7083333333333334,q0p8_ecc,0.8,smoke,I2Br-,5,251,0.6400000017867785,2.1000000026638377,0.8289563525117961,0.2509509788062937,4,short smoke trajectory; not production-grade; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc070_q0p8_ecc_smoke.csv
soc070_q0p8_ecc,0.7,0.7083333333333334,q0p8_ecc,0.8,smoke,H2O,1112,251,0.6400000017867785,2.1000000026638377,2.0617289001894656,0.1046805756823577,4,short smoke trajectory; not production-grade; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc070_q0p8_ecc_smoke.csv
soc070_q1p0,0.7,0.7083333333333334,q1p0,1.0,long,Zn2+,24,4001,2510.0,8490.0,0.2581695569287506,0.0174833024033639,4,long trajectory analysis,outputs/md_transport_soc_series/results/diffusion_soc070_q1p0_long.csv
soc070_q1p0,0.7,0.7083333333333334,q1p0,1.0,long,I-,37,4001,2510.0,8490.0,0.7225787733428823,0.0541832846209501,4,long trajectory analysis,outputs/md_transport_soc_series/results/diffusion_soc070_q1p0_long.csv
soc070_q1p0,0.7,0.7083333333333334,q1p0,1.0,long,Br-,90,4001,2510.0,8490.0,0.5649935073289427,0.0467931813710384,4,long trajectory analysis,outputs/md_transport_soc_series/results/diffusion_soc070_q1p0_long.csv
soc070_q1p0,0.7,0.7083333333333334,q1p0,1.0,long,NH4+,95,4001,2510.0,8490.0,0.8086756827537329,0.011667561322163,4,long trajectory analysis,outputs/md_transport_soc_series/results/diffusion_soc070_q1p0_long.csv
soc070_q1p0,0.7,0.7083333333333334,q1p0,1.0,long,I2,1,4001,2510.0,8490.0,0.8461211737732494,0.1177062539934847,4,long trajectory analysis; finite-box carrier count is small,outputs/md_transport_soc_series/results/diffusion_soc070_q1p0_long.csv
soc070_q1p0,0.7,0.7083333333333334,q1p0,1.0,long,I3-,11,4001,2510.0,8490.0,0.5333995541888131,0.0423324822492317,4,long trajectory analysis,outputs/md_transport_soc_series/results/diffusion_soc070_q1p0_long.csv
soc070_q1p0,0.7,0.7083333333333334,q1p0,1.0,long,I2Br-,5,4001,2510.0,8490.0,0.8889986410958133,0.0729064809089968,4,long trajectory analysis,outputs/md_transport_soc_series/results/diffusion_soc070_q1p0_long.csv
soc070_q1p0,0.7,0.7083333333333334,q1p0,1.0,long,H2O,1112,4001,2510.0,8490.0,1.3488631051902895,0.0189844738023582,4,long trajectory analysis,outputs/md_transport_soc_series/results/diffusion_soc070_q1p0_long.csv
soc070_q1p0,0.7,0.7083333333333334,q1p0,1.0,smoke,Zn2+,24,251,0.6400000017867785,2.1000000026638377,0.4902546987391818,0.0576303722368921,4,short smoke trajectory; not production-grade; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc070_q1p0_smoke.csv
soc070_q1p0,0.7,0.7083333333333334,q1p0,1.0,smoke,I-,37,251,0.6400000017867785,2.1000000026638377,0.9131060700182556,0.0595611817170355,4,short smoke trajectory; not production-grade; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc070_q1p0_smoke.csv
soc070_q1p0,0.7,0.7083333333333334,q1p0,1.0,smoke,Br-,90,251,0.6400000017867785,2.1000000026638377,0.7215028049537437,0.0507728086693858,4,short smoke trajectory; not production-grade; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc070_q1p0_smoke.csv
soc070_q1p0,0.7,0.7083333333333334,q1p0,1.0,smoke,NH4+,95,251,0.6400000017867785,2.1000000026638377,1.0166988742562928,0.0161562466575564,4,short smoke trajectory; not production-grade; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc070_q1p0_smoke.csv
soc070_q1p0,0.7,0.7083333333333334,q1p0,1.0,smoke,I2,1,251,0.6400000017867785,2.1000000026638377,1.0375134516031204,0.5496497656386224,4,short smoke trajectory; not production-grade; finite-box carrier count is small; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc070_q1p0_smoke.csv
soc070_q1p0,0.7,0.7083333333333334,q1p0,1.0,smoke,I3-,11,251,0.6400000017867785,2.1000000026638377,0.5563835533449644,0.0570079174984661,4,short smoke trajectory; not production-grade; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc070_q1p0_smoke.csv
soc070_q1p0,0.7,0.7083333333333334,q1p0,1.0,smoke,I2Br-,5,251,0.6400000017867785,2.1000000026638377,0.5143825418980221,0.0872514442074464,4,short smoke trajectory; not production-grade; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc070_q1p0_smoke.csv
soc070_q1p0,0.7,0.7083333333333334,q1p0,1.0,smoke,H2O,1112,251,0.6400000017867785,2.1000000026638377,1.583926721139025,0.0325239725788302,4,short smoke trajectory; not production-grade; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc070_q1p0_smoke.csv
soc100_q0p8_ecc,1.0,1.0,q0p8_ecc,0.8,long,Zn2+,24,4001,2510.0,8490.0,0.6206199507136558,0.0364044435867002,4,long trajectory analysis,outputs/md_transport_soc_series/results/diffusion_soc100_q0p8_ecc_long.csv
soc100_q0p8_ecc,1.0,1.0,q0p8_ecc,0.8,long,I-,32,4001,2510.0,8490.0,1.225924120456965,0.0904654156838366,4,long trajectory analysis,outputs/md_transport_soc_series/results/diffusion_soc100_q0p8_ecc_long.csv
soc100_q0p8_ecc,1.0,1.0,q0p8_ecc,0.8,long,Br-,88,4001,2510.0,8490.0,1.2889814444063663,0.0588883013999112,4,long trajectory analysis,outputs/md_transport_soc_series/results/diffusion_soc100_q0p8_ecc_long.csv
soc100_q0p8_ecc,1.0,1.0,q0p8_ecc,0.8,long,NH4+,95,4001,2510.0,8490.0,1.4906267162775482,0.0523636577176887,4,long trajectory analysis,outputs/md_transport_soc_series/results/diffusion_soc100_q0p8_ecc_long.csv
soc100_q0p8_ecc,1.0,1.0,q0p8_ecc,0.8,long,I2,1,4001,2510.0,8490.0,1.2172870798655042,0.3416082412075862,4,long trajectory analysis; finite-box carrier count is small,outputs/md_transport_soc_series/results/diffusion_soc100_q0p8_ecc_long.csv
soc100_q0p8_ecc,1.0,1.0,q0p8_ecc,0.8,long,I3-,16,4001,2510.0,8490.0,0.714621331297976,0.0505127816452359,4,long trajectory analysis,outputs/md_transport_soc_series/results/diffusion_soc100_q0p8_ecc_long.csv
soc100_q0p8_ecc,1.0,1.0,q0p8_ecc,0.8,long,I2Br-,7,4001,2510.0,8490.0,0.8095712111159197,0.1724194089097344,4,long trajectory analysis,outputs/md_transport_soc_series/results/diffusion_soc100_q0p8_ecc_long.csv
soc100_q0p8_ecc,1.0,1.0,q0p8_ecc,0.8,long,H2O,1112,4001,2510.0,8490.0,1.9416437114046523,0.0272202638307429,4,long trajectory analysis,outputs/md_transport_soc_series/results/diffusion_soc100_q0p8_ecc_long.csv
soc100_q0p8_ecc,1.0,1.0,q0p8_ecc,0.8,smoke,Zn2+,24,251,0.6400000017867785,2.1000000026638377,0.5664208082100634,0.0710560056309619,4,short smoke trajectory; not production-grade; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc100_q0p8_ecc_smoke.csv
soc100_q0p8_ecc,1.0,1.0,q0p8_ecc,0.8,smoke,I-,32,251,0.6400000017867785,2.1000000026638377,1.0572080096940422,0.0996403568929272,4,short smoke trajectory; not production-grade; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc100_q0p8_ecc_smoke.csv
soc100_q0p8_ecc,1.0,1.0,q0p8_ecc,0.8,smoke,Br-,88,251,0.6400000017867785,2.1000000026638377,1.3776199603249375,0.0836386989214992,4,short smoke trajectory; not production-grade; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc100_q0p8_ecc_smoke.csv
soc100_q0p8_ecc,1.0,1.0,q0p8_ecc,0.8,smoke,NH4+,95,251,0.6400000017867785,2.1000000026638377,1.6683881760497383,0.1030367468666141,4,short smoke trajectory; not production-grade; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc100_q0p8_ecc_smoke.csv
soc100_q0p8_ecc,1.0,1.0,q0p8_ecc,0.8,smoke,I2,1,251,0.6400000017867785,2.1000000026638377,5.453475195361913,0.6137494546224952,4,short smoke trajectory; not production-grade; finite-box carrier count is small; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc100_q0p8_ecc_smoke.csv
soc100_q0p8_ecc,1.0,1.0,q0p8_ecc,0.8,smoke,I3-,16,251,0.6400000017867785,2.1000000026638377,1.002307039402769,0.0691009478239253,4,short smoke trajectory; not production-grade; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc100_q0p8_ecc_smoke.csv
soc100_q0p8_ecc,1.0,1.0,q0p8_ecc,0.8,smoke,I2Br-,7,251,0.6400000017867785,2.1000000026638377,0.5300636610254419,0.1203398214838995,4,short smoke trajectory; not production-grade; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc100_q0p8_ecc_smoke.csv
soc100_q0p8_ecc,1.0,1.0,q0p8_ecc,0.8,smoke,H2O,1112,251,0.6400000017867785,2.1000000026638377,1.9851996859178775,0.039243453781332,4,short smoke trajectory; not production-grade; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc100_q0p8_ecc_smoke.csv
soc100_q1p0,1.0,1.0,q1p0,1.0,long,Zn2+,24,4001,2510.0,8490.0,0.2828681213800487,0.0117077533099372,4,long trajectory analysis,outputs/md_transport_soc_series/results/diffusion_soc100_q1p0_long.csv
soc100_q1p0,1.0,1.0,q1p0,1.0,long,I-,32,4001,2510.0,8490.0,0.7418982830712033,0.0506101594955445,4,long trajectory analysis,outputs/md_transport_soc_series/results/diffusion_soc100_q1p0_long.csv
soc100_q1p0,1.0,1.0,q1p0,1.0,long,Br-,88,4001,2510.0,8490.0,0.6607160282978646,0.0227877179233064,4,long trajectory analysis,outputs/md_transport_soc_series/results/diffusion_soc100_q1p0_long.csv
soc100_q1p0,1.0,1.0,q1p0,1.0,long,NH4+,95,4001,2510.0,8490.0,0.7309854011631317,0.023129503491499,4,long trajectory analysis,outputs/md_transport_soc_series/results/diffusion_soc100_q1p0_long.csv
soc100_q1p0,1.0,1.0,q1p0,1.0,long,I2,1,4001,2510.0,8490.0,0.2789509751409341,0.1073449118841891,4,long trajectory analysis; finite-box carrier count is small,outputs/md_transport_soc_series/results/diffusion_soc100_q1p0_long.csv
soc100_q1p0,1.0,1.0,q1p0,1.0,long,I3-,16,4001,2510.0,8490.0,0.4052185131336541,0.0336589373604064,4,long trajectory analysis,outputs/md_transport_soc_series/results/diffusion_soc100_q1p0_long.csv
soc100_q1p0,1.0,1.0,q1p0,1.0,long,I2Br-,7,4001,2510.0,8490.0,0.4901951285591732,0.0860492007700249,4,long trajectory analysis,outputs/md_transport_soc_series/results/diffusion_soc100_q1p0_long.csv
soc100_q1p0,1.0,1.0,q1p0,1.0,long,H2O,1112,4001,2510.0,8490.0,1.3043613048146374,0.0115551810336066,4,long trajectory analysis,outputs/md_transport_soc_series/results/diffusion_soc100_q1p0_long.csv
soc100_q1p0,1.0,1.0,q1p0,1.0,smoke,Zn2+,24,251,0.6400000017867785,2.1000000026638377,0.2446848186134449,0.0534130054326643,4,short smoke trajectory; not production-grade; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc100_q1p0_smoke.csv
soc100_q1p0,1.0,1.0,q1p0,1.0,smoke,I-,32,251,0.6400000017867785,2.1000000026638377,1.0024122894549965,0.1930001248233029,4,short smoke trajectory; not production-grade; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc100_q1p0_smoke.csv
soc100_q1p0,1.0,1.0,q1p0,1.0,smoke,Br-,88,251,0.6400000017867785,2.1000000026638377,0.7925864313792587,0.0705945108539701,4,short smoke trajectory; not production-grade; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc100_q1p0_smoke.csv
soc100_q1p0,1.0,1.0,q1p0,1.0,smoke,NH4+,95,251,0.6400000017867785,2.1000000026638377,1.249576343041087,0.0908452993872459,4,short smoke trajectory; not production-grade; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc100_q1p0_smoke.csv
soc100_q1p0,1.0,1.0,q1p0,1.0,smoke,I2,1,251,0.6400000017867785,2.1000000026638377,0.0591765442615608,0.6707203584516451,4,short smoke trajectory; not production-grade; finite-box carrier count is small; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc100_q1p0_smoke.csv
soc100_q1p0,1.0,1.0,q1p0,1.0,smoke,I3-,16,251,0.6400000017867785,2.1000000026638377,0.4181383936261842,0.0431397971120055,4,short smoke trajectory; not production-grade; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc100_q1p0_smoke.csv
soc100_q1p0,1.0,1.0,q1p0,1.0,smoke,I2Br-,7,251,0.6400000017867785,2.1000000026638377,0.4103618185475269,0.1283290582096118,4,short smoke trajectory; not production-grade; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc100_q1p0_smoke.csv
soc100_q1p0,1.0,1.0,q1p0,1.0,smoke,H2O,1112,251,0.6400000017867785,2.1000000026638377,1.3755812385074926,0.0999413024908251,4,short smoke trajectory; not production-grade; fit window <1 ns,outputs/md_transport_soc_series/results/diffusion_soc100_q1p0_smoke.csv
