law,crit_frac_10pct,crit_frac_50pct,crit_frac_90pct,K_hydraulic_at_comsol_eps_s,f_at_comsol,mean_overlap
uniform,0.0390343936996952,0.23006800414174347,,0.9902204661158261,0.003788235294117647,9.520557278659492e-17
surface_area,0.04251474191217598,0.24177686694594716,,0.991010843584263,0.003788235294117647,0.5426473315101383
small_throat,0.048470939830573996,0.37451846834480745,,0.9918246587868926,0.003788235294117647,-0.3479771645581193
current_path,0.02043738822705626,0.11491909884345959,0.31733047124460007,0.9814641907663008,0.003788235294117647,0.9999999999999999
collector_biased,0.03875909113069155,0.19521794637779016,0.4166975335047279,0.9902438956159372,0.003788235294117647,-0.035101998345922064
strong_site,0.03928017210741859,0.24543275902273345,,0.9902422108671829,0.003788235294117647,0.002845691069381165
