q_mAh_cm2,time_s,V_control_V,V_physical_dense_V,deltaV_physical_minus_control_V,eps_s_control,eps_s_physical_dense,theta_control,theta_physical_dense,theta_dense_shadow_on_control,S_control,S_physical_dense,K_perm_control,K_perm_physical_dense
2.77777777778,250,1.40049573498,1.40056141709,6.568211e-05,1.22549052144e-17,5.22188517765e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.203198911511,0.203202866964,1,1
2.88888888889,260,1.40048910907,1.40056435675,7.52476799999e-05,1.22549052144e-17,5.22188517765e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.20389320515,0.203897459957,1,1
3,270,1.40048248315,1.40056729641,8.481326e-05,1.22549052144e-17,5.24303711761e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.204588273345,0.204592832937,1,1
3.11111111111,280,1.40047585723,1.40057023607,9.43788400001e-05,1.22549052144e-17,5.22188517765e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.205284117396,0.205288987229,1,1
3.22222222222,290,1.40046923131,1.40057317573,0.00010394442,1.22549052144e-17,5.22188517765e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.205980738604,0.205985924161,1,1
3.33333333333,300,1.40046260539,1.40057611538,0.00011350999,1.22549052144e-17,5.25572828158e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.206678138275,0.206683645065,1,1
3.44444444444,310,1.40045597948,1.40057905504,0.00012307556,1.22549052144e-17,5.28957138552e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.207376317715,0.207382151276,1,1
3.55555555556,320,1.40044935356,1.4005819947,0.00013264114,1.22549052144e-17,5.32341448946e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.208075278237,0.208081444132,1,1
3.66666666667,330,1.40044272764,1.40058493436,0.00014220672,1.22549052144e-17,5.32341448946e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.208775021154,0.208781524974,1,1
3.77777777778,340,1.40043610172,1.40058787402,0.0001517723,1.22549052144e-17,5.33663445193e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.209475547782,0.209482395145,1,1
3.88888888889,350,1.40044981276,1.40060678005,0.00015696729,1.22549052144e-17,5.33663445193e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.210176076584,0.21018309101,1,1
4,360,1.40049171317,1.4006478173,0.00015610413,1.22549052144e-17,5.37629433936e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.210876303249,0.210883233283,1,1
4.11111111111,370,1.40053361358,1.40068885456,0.00015524098,1.22258212969e-17,5.40220546581e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.211577312849,0.211584157563,1,1
4.22222222222,380,1.40057551399,1.40072989182,0.00015437783,1.22258212969e-17,5.45508531571e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.212279106697,0.212285865163,1,1
4.33333333333,390,1.4006174144,1.40077092907,0.00015351467,1.22787011468e-17,5.45508531571e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.212981686114,0.212988357397,1,1
4.44444444444,400,1.40065931481,1.40081196633,0.00015265152,1.22787011468e-17,5.50267718062e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.21368505242,0.21369163558,1,1
4.55555555556,410,1.40070121522,1.40085300359,0.00015178837,1.22787011468e-17,5.563489008e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.214389206939,0.214395701033,1,1
4.66666666667,420,1.40074311563,1.40089404084,0.00015092521,1.22787011468e-17,5.63752079786e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.215094150998,0.215100555078,1,1
4.77777777778,430,1.40078501603,1.4009350781,0.00015006207,1.22998530868e-17,5.75861565413e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.215799885927,0.215806199042,1,1
4.88888888889,440,1.40082691644,1.40097611536,0.00014919892,1.23210050268e-17,5.87177853292e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.216506413059,0.216512634252,1,1
5,450,1.40086881685,1.40101715261,0.00014833576,1.23421569667e-17,5.8849984954e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.217213733731,0.217219862042,1,1
5.11111111111,460,1.40091071726,1.40105818987,0.00014747261,1.23844608466e-17,5.91884159933e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.217921849281,0.217927883744,1,1
5.22222222222,470,1.40095261767,1.40109922713,0.00014660946,1.23844608466e-17,5.97383664323e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.218630761052,0.218636700697,1,1
5.33333333333,480,1.40099451808,1.40114026439,0.00014574631,1.24056127866e-17,6.02142850814e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.219340470388,0.219346314243,1,1
5.44444444444,490,1.40103641849,1.40118130164,0.00014488315,1.24056127866e-17,6.16103131187e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.220050978638,0.220056725723,1,1
5.55555555556,500,1.4010783189,1.4012223389,0.00014402,1.24394558905e-17,6.19487441581e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.220762287153,0.220767936485,1,1
5.66666666667,510,1.40112021931,1.40126337616,0.00014315685,1.2452675853e-17,6.23453430324e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.221474397287,0.221479947879,1,1
5.77777777778,520,1.40116211972,1.40130441341,0.00014229369,1.25393988068e-17,6.27419419066e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.222187310398,0.222192761258,1,1
5.88888888889,530,1.40120402012,1.40134545067,0.00014143055,1.25393988068e-17,6.42120017338e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.222901027846,0.222906377977,1,1
6,540,1.40124592053,1.40138648793,0.0001405674,1.25393988068e-17,6.42120017338e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.223615550995,0.223620799395,1,1
6.11111111111,550,1.40128782094,1.40142752518,0.00013970424,1.25949226492e-17,6.51373991071e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.22433088121,0.224336026875,1,1
6.22222222222,560,1.40132972135,1.40146856244,0.00013884109,1.26287657532e-17,6.53489185067e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.225047019862,0.22505206178,1,1
6.33333333333,570,1.40137162176,1.4015095997,0.00013797794,1.26419857156e-17,6.61632681952e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.225763968323,0.22576890548,1,1
6.44444444444,580,1.40141352217,1.40155063696,0.00013711479,1.26552056781e-17,6.69035860938e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.226481727969,0.226486559346,1,1
6.55555555556,590,1.40145542258,1.40159167421,0.00013625163,1.26684256406e-17,6.75857361575e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.22720030018,0.227205024751,1,1
6.66666666667,600,1.40149732299,1.40163271147,0.00013538848,1.26948655655e-17,6.79823350317e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.227919686337,0.227924303074,1,1
6.77777777778,610,1.4015392234,1.40167374873,0.00013452533,1.26948655655e-17,6.81938544313e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.228639887825,0.228644395694,1,1
6.88888888889,620,1.40158112381,1.40171478598,0.00013366217,1.26948655655e-17,6.87226529303e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.229360906034,0.229365303996,1,1
7,630,1.40162302422,1.40175582324,0.00013279902,1.26948655655e-17,6.90610839697e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.230082742354,0.230087029367,1,1
7.11111111111,640,1.40166492462,1.4017968605,0.00013193588,1.27498606094e-17,6.90610839697e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.23080539818,0.230809573195,1,1
7.22222222222,650,1.40170682503,1.40183789775,0.00013107272,1.27763005344e-17,7.01980007425e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.23152887491,0.231532936875,1,1
7.33333333333,660,1.40174872544,1.40187893501,0.00013020957,1.27974524744e-17,7.11233981158e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.232253173946,0.232257121803,1,1
7.44444444444,670,1.40179062585,1.40191997227,0.00012934642,1.27974524744e-17,7.16733485548e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.232978296691,0.232982129377,1,1
7.55555555556,680,1.40183252626,1.40196100952,0.00012848326,1.28318243768e-17,7.24665463033e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.233704244554,0.233707961002,1,1
7.66666666667,690,1.40187442667,1.40200204678,0.00012762011,1.28318243768e-17,7.33919436765e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.234431018944,0.234434618082,1,1
7.77777777778,700,1.40195614852,1.40208225932,0.0001261108,1.28318243768e-17,7.34712634514e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.235154709481,0.235158263717,1,1
7.88888888889,710,1.40204436465,1.40216886075,0.0001244961,1.28318243768e-17,7.34712634514e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.235878581064,0.235882102212,1,1
8,720,1.40213258079,1.40225546218,0.00012288139,1.28318243768e-17,7.34712634514e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.236603272259,0.236606760216,1,1
8.11111111111,730,1.40222079692,1.40234206362,0.0001212667,1.28318243768e-17,7.34712634514e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.237328784458,0.237332239122,1,1
8.22222222222,740,1.40230901305,1.40242866505,0.000119652,1.28397563543e-17,7.34712634514e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.238055119057,0.238058540325,1,1
8.33333333333,750,1.40239722918,1.40251526648,0.0001180373,1.28397563543e-17,7.34712634514e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.238782277455,0.238785665224,1,1
8.44444444444,760,1.40248544531,1.40260186792,0.00011642261,1.28397563543e-17,7.34712634514e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.239510261056,0.239513615222,1,1
8.55555555556,770,1.40257366145,1.40268846935,0.0001148079,1.28397563543e-17,7.34712634514e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.240239071264,0.240242391724,1,1
8.66666666667,780,1.40266187758,1.40277507078,0.0001131932,1.28397563543e-17,7.34712634514e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.240968709488,0.240971996137,1,1
8.77777777778,790,1.40275009371,1.40286167222,0.00011157851,1.28397563543e-17,7.34712634514e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.24169917714,0.241702429874,1,1
8.88888888889,800,1.40283830984,1.40294827365,0.00010996381,1.28397563543e-17,7.34712634514e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.242430475636,0.24243369435,1,1
9,810,1.40292652597,1.40303487508,0.00010834911,1.28059132503e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.243162606393,0.243165790982,1,1
9.11111111111,820,1.4030147421,1.40312147652,0.00010673442,1.28059132503e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.243895570834,0.243898721193,1,1
9.22222222222,830,1.40310295824,1.40320807795,0.00010511971,1.28059132503e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.244629370384,0.244632486406,1,1
9.33333333333,840,1.40319117437,1.40329467938,0.00010350501,1.28059132503e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.24536400647,0.245367088049,1,1
9.44444444444,850,1.4032793905,1.40338128081,0.00010189031,1.28270651903e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.246099480524,0.246102527553,1,1
9.55555555556,860,1.40336760663,1.40346788225,0.00010027562,1.28482171303e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.24683579398,0.246838806353,1,1
9.66666666667,870,1.40345582276,1.40355448368,9.866092e-05,1.28482171303e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.247572948277,0.247575925886,1,1
9.77777777778,880,1.4035440389,1.40364108511,9.70462100001e-05,1.28482171303e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.248310944855,0.248313887593,1,1
9.88888888889,890,1.40363225503,1.40372768655,9.54315199999e-05,1.28482171303e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.24904978516,0.249052692919,1,1
10,900,1.40372047116,1.40381428798,9.381682e-05,1.28482171303e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.249789470639,0.24979234331,1,1
10.1111111111,910,1.40380868729,1.40390088941,9.22021200001e-05,1.28482171303e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.250530002743,0.250532840218,1,1
10.2222222222,920,1.40389690342,1.40398749085,9.05874300001e-05,1.28773010477e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.251271382926,0.251274185097,1,1
10.3333333333,930,1.40398511956,1.40407409228,8.897272e-05,1.29111441516e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.252013612647,0.252016379403,1,1
10.4444444444,940,1.40407333569,1.40416069371,8.735802e-05,1.29449872556e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.252756693367,0.252759424599,1,1
10.5555555556,950,1.40416155182,1.40424729515,8.57433300001e-05,1.29449872556e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.253500626549,0.253503322147,1,1
10.6666666667,960,1.40424976795,1.40433389658,8.41286300002e-05,1.29714271805e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.254245413663,0.254248073516,1,1
10.7777777778,970,1.40433798408,1.40442049801,8.25139299998e-05,1.2984647143e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.254991056179,0.254993680176,1,1
10.8888888889,980,1.40442620022,1.40450709945,8.08992299999e-05,1.29978671055e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.255737555571,0.255740143602,1,1
11,990,1.40451441635,1.40459370088,7.92845299999e-05,1.29978671055e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.256484913318,0.256487465271,1,1
11.1111111111,1000,1.40460263248,1.40468030231,7.766983e-05,1.29978671055e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.257233130902,0.257235646665,1,1
11.2222222222,1010,1.40469084861,1.40476690375,7.60551399999e-05,1.29978671055e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.257982209806,0.257984689267,1,1
11.3333333333,1020,1.40477906474,1.40485350518,7.44404399999e-05,1.29978671055e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.25873215152,0.258734594566,1,1
11.4444444444,1030,1.40486728088,1.40494010661,7.282573e-05,1.30655533133e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.259482957534,0.259485364053,1,1
11.5555555556,1040,1.40495549701,1.40502670805,7.12110400001e-05,1.30655533133e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.260234629345,0.260236999223,1,1
11.6666666667,1050,1.40504371314,1.40511330948,6.95963399999e-05,1.30787732758e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.26098716845,0.260989501573,1,1
11.7777777778,1060,1.40513192927,1.40519991091,6.798164e-05,1.30919932383e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.261740576351,0.261742872606,1,1
11.8888888889,1070,1.4052201454,1.40528651235,6.63669500001e-05,1.30919932383e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.262494854555,0.262497113826,1,1
12,1080,1.40530836153,1.40537311378,6.47522500001e-05,1.31131451783e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.26325000457,0.263252226743,1,1
12.1111111111,1090,1.40539657767,1.40545971521,6.313754e-05,1.31131451783e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.264006027908,0.264008212868,1,1
12.2222222222,1100,1.4054847938,1.40554631665,6.15228500001e-05,1.31131451783e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.264762926085,0.264765073717,1,1
12.3333333333,1110,1.40557300993,1.40563291808,5.99081500001e-05,1.31342971182e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.265520700622,0.265522810809,1,1
12.4444444444,1120,1.40566122606,1.40571951951,5.829345e-05,1.31342971182e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.26627935304,0.266281425666,1,1
12.5555555556,1130,1.40574944219,1.40580612095,5.66787599998e-05,1.31342971182e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.267038884867,0.267040919815,1,1
12.6666666667,1140,1.40583765833,1.40589272238,5.50640499999e-05,1.31342971182e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.267799297632,0.267801294786,1,1
12.7777777778,1150,1.40592587446,1.40597932381,5.344935e-05,1.31342971182e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.268560592869,0.268562552111,1,1
12.8888888889,1160,1.40601409059,1.40606592525,5.183466e-05,1.31342971182e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.269322772116,0.269324693328,1,1
13,1170,1.40610230672,1.40615252668,5.02199599999e-05,1.31342971182e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.270085836912,0.270087719976,1,1
13.1111111111,1180,1.40619052285,1.40623912811,4.86052599999e-05,1.31342971182e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.270849788803,0.2708516336,1,1
13.2222222222,1190,1.40627873899,1.40632572955,4.699056e-05,1.31342971182e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.271614629336,0.271616435748,1,1
13.3333333333,1200,1.40636695512,1.40641233098,4.53758600001e-05,1.31554490582e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.272380360064,0.27238212797,1,1
13.4444444444,1210,1.40645517125,1.40649893241,4.37611599999e-05,1.31554490582e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.27314698254,0.273148711821,1,1
13.5555555556,1220,1.40654338738,1.40658553385,4.214647e-05,1.31686690207e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.273914498323,0.27391618886,1,1
13.6666666667,1230,1.40663160351,1.40667213528,4.05317700001e-05,1.31686690207e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.274682908977,0.274684560648,1,1
13.7777777778,1240,1.40671981965,1.40675873671,3.89170600001e-05,1.31686690207e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.275452216067,0.275453828751,1,1
13.8888888889,1250,1.40680803578,1.40684533815,3.730237e-05,1.31686690207e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.276222421163,0.276223994739,1,1
14,1260,1.40689625191,1.40693193958,3.56876700001e-05,1.31686690207e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.276993525838,0.276995060185,1,1
14.1111111111,1270,1.40698446804,1.40701854101,3.40729699999e-05,1.31686690207e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.27776553167,0.277767026664,1,1
14.2222222222,1280,1.40707268417,1.40710514245,3.245828e-05,1.31898209606e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.278538440238,0.278539895759,1,1
14.3333333333,1290,1.4071609003,1.40719174388,3.08435799998e-05,1.32109729006e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.279312253128,0.279313669051,1,1
14.4444444444,1300,1.40724911644,1.40727834531,2.92288699999e-05,1.32109729006e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.280086971928,0.28008834813,1,1
14.5555555556,1310,1.40733733257,1.40736494675,2.761418e-05,1.32109729006e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.280862598229,0.280863934587,1,1
14.6666666667,1320,1.4074255487,1.40745154818,2.599948e-05,1.32109729006e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.281639133628,0.281640430017,1,1
14.7777777778,1330,1.40751376483,1.40753814961,2.43847799999e-05,1.32109729006e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.282416579723,0.282417836018,1,1
14.8888888889,1340,1.40760198096,1.40762475105,2.277009e-05,1.32109729006e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.283194938117,0.283196154194,1,1
15,1350,1.4076901971,1.40771135248,2.115538e-05,1.32109729006e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.283974210418,0.283975386152,1,1
15.1111111111,1360,1.40777841323,1.40779795391,1.95406800001e-05,1.32109729006e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.284754398236,0.2847555335,1,1
15.2222222222,1370,1.40786662936,1.40788455535,1.79259899999e-05,1.32321248405e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.285535503185,0.285536597854,1,1
15.3333333333,1380,1.40795484549,1.40797115678,1.631129e-05,1.32532767805e-17,7.33390638266e-18,5.99998200002e-06,8.89577816601e-05,8.89577816601e-05,0.286317526885,0.286318580831,1,1
