Q_mAh_cm2,voltage_V,S_direct_avg,eps_s_feedback_avg,eps_s_tcd_native_raw_avg,eps_s_ode_avg,N_i2_ode_avg,R_precip_fraction_per_s_avg,R_diss_fraction_per_s_avg,i0_i2s_phase_A_m2_avg,j_bare_geom_A_m2,j_i2s_geom_A_m2,j_positive_geom_A_m2,cI2_total_avg_mol_m3,cI2_tank_mol_m3
9.66666666667,1.40345533642,0.247572936463,5.00613539005e-18,-2.40918396344e-14,1.58103771378e-11,1,1.85107854197e-14,1.0324623245e-23,0,1299.91453006,0,1299.91453006,28.2940586294,27.8097251869
9.77777777778,1.40354355869,0.248310933159,5.00613539005e-18,-2.40918396344e-14,1.60055733244e-11,1,1.85289298542e-14,1.0314490427e-23,0,1346.80585891,0,1346.80585891,28.6117857375,28.1274999246
9.88888888889,1.40363178096,0.249049773582,5.00613539005e-18,-2.40918396344e-14,1.62007695111e-11,1,1.85471306773e-14,1.03043460231e-23,0,1389.80167044,0,1389.80167044,28.9295128456,28.4452746622
10,1.40372000323,0.249789459179,5.00613539005e-18,-2.40918396344e-14,1.63959656978e-11,1,1.85653881523e-14,1.02941900136e-23,0,1368.80462683,0,1368.80462683,29.2472399537,28.7630493998
10.1111111111,1.40380822549,0.250529991402,5.00613539005e-18,-2.40918396344e-14,1.65911618844e-11,1,1.85837025439e-14,1.02840223786e-23,0,1331.83677597,0,1331.83677597,29.5649670618,29.0808241374
10.2222222222,1.40389644776,0.251271371705,5.00613539005e-18,-2.40918396344e-14,1.67863580711e-11,1,1.86020741189e-14,1.02738430981e-23,0,1295.81429711,0,1295.81429711,29.8826941699,29.398598875
10.3333333333,1.40398467003,0.252013601546,5.00613539005e-18,-2.40918396344e-14,1.69815542578e-11,1,1.86205031452e-14,1.02636521523e-23,0,1260.71653385,0,1260.71653385,30.200421278,29.7163736126
10.4444444444,1.4040728923,0.252756682386,5.00613539005e-18,-2.40918396344e-14,1.71767504444e-11,1,1.86389898929e-14,1.0253449521e-23,0,1226.52351609,0,1226.52351609,30.5181483862,30.0341483502
10.5555555556,1.40416111456,0.253500615689,5.00613539005e-18,-2.40918396344e-14,1.73719466311e-11,1,1.86575346334e-14,1.02432351843e-23,0,1193.21592957,0,1193.21592957,30.8358754943,30.3519230878
10.6666666667,1.40424933683,0.254245402924,5.00613539005e-18,-2.40918396344e-14,1.75671428178e-11,1,1.867613764e-14,1.0233009122e-23,0,1160.77508704,0,1160.77508704,31.1536026024,30.6696978254
10.7777777778,1.4043375591,0.254991045561,5.00613539005e-18,-2.40918396344e-14,1.77623390045e-11,1,1.86947991877e-14,1.0222771314e-23,0,1129.18290092,0,1129.18290092,31.4713297105,30.987472563
10.8888888889,1.40442578137,0.255737545075,5.00613539005e-18,-2.40918396344e-14,1.79575351911e-11,1,1.87135195532e-14,1.02125217401e-23,0,1098.42185757,0,1098.42185757,31.7890568186,31.3052473006
11,1.40451400363,0.256484902945,5.00613539005e-18,-2.40918396344e-14,1.81527313778e-11,1,1.8732299015e-14,1.020226038e-23,0,1068.47499286,0,1068.47499286,32.1067839267,31.6230220382
11.1111111111,1.4046022259,0.257233120651,5.00613539005e-18,-2.40918396344e-14,1.83479275645e-11,1,1.87511378532e-14,1.01919872135e-23,0,1039.32586903,0,1039.32586903,32.4245110348,31.9407967758
11.2222222222,1.40469044817,0.257982199678,5.00613539005e-18,-2.40918396344e-14,1.85431237511e-11,1,1.877003635e-14,1.01817022202e-23,0,1010.95855277,0,1010.95855277,32.7422381429,32.2585715134
11.3333333333,1.40477867044,0.258732141516,5.00613539005e-18,-2.40918396344e-14,1.87383199378e-11,1,1.8788994789e-14,1.01714053798e-23,0,983.357594448,0,983.357594448,33.059965251,32.5763462511
