case_id,time_s,q_mAh_cm2,voltage_V,S_direct,S_reconstructed,cI2_surf_free_avg_mol_m3,cI2_surf_tot_avg_mol_m3,beta_surf_avg,cI_minus_surf_avg_mol_m3,eps_s_avg,eps_s_reg_avg,theta_avg,A_bare_avg,K_perm_rel_avg,D_rel_avg,eps_l_eff_avg,Rfilm_avg_ohm_m2,R_precip_avg,R_diss_avg
matched_control_true_mesh,0,0,1.40134322112,0.185497468972,0.185497468972,0.0822372112443,103.839460107,1262.70676617,1688.48161968,0,1e-09,5.99998200001e-06,0.999994000018,1,1,0.85,0,1.71015682037e-14,0
matched_control_true_mesh,10,0.111111111111,1.40123773629,0.18667755146,0.18667755146,0.0827603811473,104.391640243,1261.51405707,1686.82507927,6.56899935385e-19,1e-09,5.99998200001e-06,0.999994000018,1,1,0.85,2.73709127538e-11,1.71269466244e-14,1.44668084747e-24
matched_control_true_mesh,20,0.222222222222,1.40127786665,0.187424154918,0.187424154918,0.0830913753469,104.743673736,1260.75366473,1685.76897879,1.49372356006e-18,1e-09,5.99998200001e-06,0.999994000018,1,1,0.85,6.22386683849e-11,1.71428148678e-14,3.30235833252e-24
matched_control_true_mesh,30,0.333333333333,1.40129499501,0.188104030449,0.188104030449,0.0833927868324,105.065695909,1260.05809684,1684.80291227,1.49372356006e-18,1e-09,5.99998200001e-06,0.999994000018,1,1,0.85,6.22386683849e-11,1.71571499401e-14,3.29959239686e-24
matched_control_true_mesh,40,0.444444444444,1.4013047295,0.188784295584,0.188784295584,0.0836943710421,105.387552501,1259.3628866,1683.8373425,1.48843557507e-18,1e-09,5.99998200001e-06,0.999994000018,1,1,0.85,6.2018335016e-11,1.71715162643e-14,3.28481096005e-24
matched_control_true_mesh,50,0.555555555556,1.40131446399,0.1894653215,0.1894653215,0.0839962925319,105.709409093,1258.66767636,1682.87177272,1.48843557507e-18,1e-09,5.99998200001e-06,0.999994000018,1,1,0.85,6.2018335016e-11,1.71859231002e-14,3.28180582132e-24
matched_control_true_mesh,60,0.666666666667,1.4013201842,0.190146637083,0.190146637083,0.0842983424401,106.031027107,1257.97298145,1681.90691868,1.49174056569e-18,1e-09,5.99998200001e-06,0.999994000018,1,1,0.85,6.21560433715e-11,1.72003615739e-14,3.28612305574e-24
matched_control_true_mesh,70,0.777777777778,1.40132518768,0.190828623781,0.190828623781,0.0846006898763,106.352602523,1257.27837855,1680.94219243,1.49702855068e-18,1e-09,5.99998200001e-06,0.999994000018,1,1,0.85,6.23763767404e-11,1.72148388433e-14,3.29483760319e-24
matched_control_true_mesh,80,0.888888888889,1.40133019116,0.191511366554,0.191511366554,0.0849033725055,106.674177939,1256.58377565,1679.97746618,1.49702855068e-18,1e-09,5.99998200001e-06,0.999994000018,1,1,0.85,6.23763767404e-11,1.72293566572e-14,3.29185436272e-24
matched_control_true_mesh,90,1,1.40133519464,0.192194866662,0.192194866662,0.0852063908867,106.995753355,1255.88917275,1679.01273993,1.49702855068e-18,1e-09,5.99998200001e-06,0.999994000018,1,1,0.85,6.23763767404e-11,1.72439151868e-14,3.2888674862e-24
