Q,V_baseline_KC,V_network_cpath,dV_mV,K_perm_rel_KC,K_perm_rel_network,eps_s
4.1111111,1.4005336,1.4005336,0.0,1.0,1.0,2.8116216e-18
4.2222222,1.4005755,1.4005755,0.0,1.0,1.0,2.9015174e-18
4.3333333,1.4006174,1.4006174,0.0,1.0,1.0,3.0120363e-18
4.4444444,1.4006592,1.4006593,0.00010000000005838672,1.0,1.0,3.1199111e-18
4.5555556,1.4007011,1.4007012,0.00010000000005838672,1.0,1.0,3.159571e-18
4.6666667,1.400743,1.4007431,9.999999983634211e-05,1.0,1.0,3.2198541e-18
4.7777778,1.4007849,1.400785,9.999999983634211e-05,1.0,1.0,3.2674459e-18
4.8888889,1.4008268,1.4008269,0.00010000000005838672,1.0,1.0,3.3626297e-18
5.0,1.4008687,1.4008688,0.00010000000005838672,1.0,1.0,3.3890696e-18
5.1111111,1.4009105,1.4009107,0.00020000000011677344,1.0,1.0,3.4102215e-18
5.2222222,1.4009524,1.4009526,0.00020000000011677344,1.0,1.0,3.5551123e-18
5.3333333,1.4009943,1.4009945,0.00019999999989472883,1.0,1.0,3.6450081e-18
5.4444444,1.4010362,1.4010364,0.00019999999989472883,1.0,1.0,3.7507678e-18
5.5555556,1.4010781,1.4010783,0.00019999999989472883,1.0,1.0,3.8195116e-18
5.6666667,1.40112,1.4011202,0.00020000000011677344,1.0,1.0,3.8491243e-18
5.7777778,1.4011618,1.4011621,0.00030000000017516015,1.0,1.0,3.9940151e-18
5.8888889,1.4012037,1.401204,0.00029999999995311555,1.0,1.0,4.015167e-18
6.0,1.4012456,1.4012459,0.00029999999995311555,1.0,1.0,4.0574709e-18
6.1111111,1.4012875,1.4012878,0.00029999999995311555,1.0,1.0,4.0574709e-18
6.2222222,1.4013294,1.4013297,0.00029999999995311555,1.0,1.0,4.2203408e-18
6.3333333,1.4013712,1.4013716,0.00040000000001150227,1.0,1.0,4.2811526e-18
6.4444444,1.4014131,1.4014135,0.00040000000001150227,1.0,1.0,4.3287445e-18
6.5555556,1.401455,1.4014554,0.00040000000001150227,1.0,1.0,4.4181115e-18
6.6666667,1.4014969,1.4014973,0.00040000000001150227,1.0,1.0,4.4709913e-18
6.7777778,1.4015388,1.4015392,0.00040000000001150227,1.0,1.0,4.5450231e-18
6.8888889,1.4015807,1.4015811,0.00040000000001150227,1.0,1.0,4.5450231e-18
7.0,1.4016225,1.4016231,0.0005999999999062311,1.0,1.0,4.5788662e-18
7.1111111,1.4016644,1.401665,0.0005999999999062311,1.0,1.0,4.6819819e-18
7.2222222,1.4017063,1.4017069,0.0005999999999062311,1.0,1.0,4.7687049e-18
7.3333333,1.4017482,1.4017488,0.0005999999999062311,1.0,1.0,4.8712918e-18
7.4444444,1.4017901,1.4017907,0.0006000000001282757,1.0,1.0,4.8977317e-18
7.5555556,1.401832,1.4018326,0.0006000000001282757,1.0,1.0,4.9796955e-18
7.6666667,1.4018738,1.4018745,0.0006999999999646178,1.0,1.0,5.0140674e-18
7.7777778,1.4019556,1.4019562,0.0006000000001282757,1.0,1.0,5.0272873e-18
7.8888889,1.4020438,1.4020444,0.0006000000001282757,1.0,1.0,5.0272873e-18
8.0,1.402132,1.4021326,0.0006000000001282757,1.0,1.0,5.0272873e-18
8.1111111,1.4022202,1.4022208,0.0006000000001282757,1.0,1.0,5.0272873e-18
8.2222222,1.4023084,1.402309,0.0006000000001282757,1.0,1.0,5.0061354e-18
8.3333333,1.4023967,1.4023973,0.0006000000001282757,1.0,1.0,5.0061354e-18
8.4444444,1.4024849,1.4024855,0.0006000000001282757,1.0,1.0,5.0061354e-18
8.5555556,1.4025731,1.4025737,0.0006000000001282757,1.0,1.0,5.0061354e-18
8.6666667,1.4026613,1.4026619,0.0005999999999062311,1.0,1.0,5.0061354e-18
8.7777778,1.4027496,1.4027501,0.000500000000069889,1.0,1.0,5.0061354e-18
8.8888889,1.4028378,1.4028383,0.000500000000069889,1.0,1.0,5.0061354e-18
9.0,1.402926,1.4029266,0.0006000000001282757,1.0,1.0,5.0061354e-18
9.1111111,1.4030142,1.4030148,0.0005999999999062311,1.0,1.0,5.0061354e-18
9.2222222,1.4031024,1.403103,0.0005999999999062311,1.0,1.0,5.0061354e-18
9.3333333,1.4031907,1.4031912,0.000500000000069889,1.0,1.0,5.0061354e-18
9.4444444,1.4032789,1.4032794,0.0004999999998478444,1.0,1.0,5.0061354e-18
9.5555556,1.4033671,1.4033676,0.0004999999998478444,1.0,1.0,5.0061354e-18
9.6666667,1.4034553,1.4034558,0.0004999999998478444,1.0,1.0,5.0061354e-18
9.7777778,1.4035436,1.4035441,0.000500000000069889,1.0,1.0,5.0061354e-18
9.8888889,1.4036318,1.4036323,0.0004999999998478444,1.0,1.0,5.0061354e-18
10.0,1.40372,1.4037205,0.0004999999998478444,1.0,1.0,5.0061354e-18
10.111111,1.4038082,1.4038087,0.0004999999998478444,1.0,1.0,5.0061354e-18
10.222222,1.4038964,1.4038969,0.0004999999998478444,1.0,1.0,5.0061354e-18
10.333333,1.4039847,1.4039851,0.00040000000001150227,1.0,1.0,5.0061354e-18
10.444444,1.4040729,1.4040734,0.0004999999998478444,1.0,1.0,5.0061354e-18
10.555556,1.4041611,1.4041616,0.0004999999998478444,1.0,1.0,5.0061354e-18
10.666667,1.4042493,1.4042498,0.000500000000069889,1.0,1.0,5.0061354e-18
10.777778,1.4043376,1.404338,0.00040000000001150227,1.0,1.0,5.0061354e-18
10.888889,1.4044258,1.4044262,0.00040000000001150227,1.0,1.0,5.0061354e-18
11.0,1.404514,1.4045144,0.00040000000001150227,1.0,1.0,5.0061354e-18
11.111111,1.4046022,1.4046027,0.000500000000069889,1.0,1.0,5.0061354e-18
11.222222,1.4046904,1.4046909,0.000500000000069889,1.0,1.0,5.0061354e-18
11.333333,1.4047787,1.4047791,0.00040000000001150227,1.0,1.0,5.0061354e-18
11.444444,1.4048669,1.4048673,0.00040000000001150227,1.0,1.0,5.0061354e-18
11.555556,1.4049551,1.4049555,0.00040000000001150227,1.0,1.0,5.0061354e-18
11.666667,1.4050433,1.4050437,0.00040000000001150227,1.0,1.0,5.0272873e-18
11.777778,1.4051316,1.4051319,0.00029999999995311555,1.0,1.0,5.0272873e-18
11.888889,1.4052198,1.4052202,0.00040000000001150227,1.0,1.0,5.0272873e-18
12.0,1.405308,1.4053084,0.00040000000001150227,1.0,1.0,5.0272873e-18
12.111111,1.4053962,1.4053966,0.00040000000001150227,1.0,1.0,5.0272873e-18
12.222222,1.4054844,1.4054848,0.00040000000001150227,1.0,1.0,5.0272873e-18
12.333333,1.4055727,1.405573,0.00029999999995311555,1.0,1.0,5.0272873e-18
12.444444,1.4056609,1.4056612,0.00029999999995311555,1.0,1.0,5.0272873e-18
12.555556,1.4057491,1.4057495,0.00040000000001150227,1.0,1.0,5.0272873e-18
12.666667,1.4058373,1.4058377,0.00040000000001150227,1.0,1.0,5.0272873e-18
12.777778,1.4059256,1.4059259,0.00029999999995311555,1.0,1.0,5.0272873e-18
12.888889,1.4060138,1.4060141,0.00029999999995311555,1.0,1.0,5.0272873e-18
13.0,1.406102,1.4061023,0.00029999999995311555,1.0,1.0,5.0272873e-18
13.111111,1.4061902,1.4061905,0.00029999999995311555,1.0,1.0,5.0272873e-18
13.222222,1.4062784,1.4062788,0.00040000000001150227,1.0,1.0,5.0272873e-18
13.333333,1.4063667,1.406367,0.00029999999995311555,1.0,1.0,5.0272873e-18
13.444444,1.4064549,1.4064552,0.00029999999995311555,1.0,1.0,5.0272873e-18
13.555556,1.4065431,1.4065434,0.00030000000017516015,1.0,1.0,5.0272873e-18
13.666667,1.4066313,1.4066316,0.00030000000017516015,1.0,1.0,5.0272873e-18
13.777778,1.4067196,1.4067198,0.00020000000011677344,1.0,1.0,5.0272873e-18
13.888889,1.4068078,1.406808,0.00020000000011677344,1.0,1.0,5.0272873e-18
14.0,1.406896,1.4068963,0.00030000000017516015,1.0,1.0,5.0272873e-18
14.111111,1.4069842,1.4069845,0.00030000000017516015,1.0,1.0,5.0272873e-18
14.222222,1.4070724,1.4070727,0.00030000000017516015,1.0,1.0,5.0272873e-18
14.333333,1.4071607,1.4071609,0.00020000000011677344,1.0,1.0,5.0272873e-18
14.444444,1.4072489,1.4072491,0.00020000000011677344,1.0,1.0,5.0272873e-18
14.555556,1.4073371,1.4073373,0.00020000000011677344,1.0,1.0,5.0272873e-18
14.666667,1.4074253,1.4074256,0.00029999999995311555,1.0,1.0,5.0272873e-18
14.777778,1.4075136,1.4075138,0.00020000000011677344,1.0,1.0,5.0272873e-18
14.888889,1.4076018,1.407602,0.00020000000011677344,1.0,1.0,5.0272873e-18
15.0,1.40769,1.4076902,0.00019999999989472883,1.0,1.0,5.0272873e-18
15.111111,1.4077782,1.4077784,0.00019999999989472883,1.0,1.0,5.0272873e-18
15.222222,1.4078664,1.4078666,0.00019999999989472883,1.0,1.0,5.0272873e-18
15.333333,1.4079547,1.4079549,0.00020000000011677344,1.0,1.0,5.0272873e-18
15.444444,1.4080215,1.4080217,0.00019999999989472883,1.0,1.0,5.0272873e-18
15.555556,1.4080809,1.408081,9.999999983634211e-05,1.0,1.0,5.0272873e-18
15.666667,1.4081402,1.4081404,0.00019999999989472883,1.0,1.0,5.0272873e-18
15.777778,1.4081996,1.4081998,0.00019999999989472883,1.0,1.0,5.0272873e-18
15.888889,1.408259,1.4082591,0.00010000000005838672,1.0,1.0,5.0272873e-18
16.0,1.4083183,1.4083185,0.00020000000011677344,1.0,1.0,5.0272873e-18
16.111111,1.4083777,1.4083779,0.00020000000011677344,1.0,1.0,5.0272873e-18
16.222222,1.4084371,1.4084372,0.00010000000005838672,1.0,1.0,5.0272873e-18
16.333333,1.4084964,1.4084966,0.00020000000011677344,1.0,1.0,5.0272873e-18
16.444444,1.4085558,1.4085559,0.00010000000005838672,1.0,1.0,5.0272873e-18
16.555556,1.4086151,1.4086153,0.00019999999989472883,1.0,1.0,5.0272873e-18
16.666667,1.4086745,1.4086747,0.00019999999989472883,1.0,1.0,5.0272873e-18
16.777778,1.4087339,1.408734,9.999999983634211e-05,1.0,1.0,5.0272873e-18
16.888889,1.4087932,1.4087934,0.00019999999989472883,1.0,1.0,5.0272873e-18
17.0,1.4088526,1.4088528,0.00020000000011677344,1.0,1.0,5.0272873e-18
17.111111,1.408912,1.4089121,0.00010000000005838672,1.0,1.0,5.0272873e-18
17.222222,1.4089713,1.4089715,0.00020000000011677344,1.0,1.0,5.0272873e-18
17.333333,1.4090307,1.4090309,0.00020000000011677344,1.0,1.0,5.0272873e-18
17.444444,1.4090901,1.4090902,0.00010000000005838672,1.0,1.0,5.0272873e-18
17.555556,1.4091494,1.4091496,0.00019999999989472883,1.0,1.0,5.0272873e-18
17.666667,1.4092088,1.4092089,0.00010000000005838672,1.0,1.0,5.0272873e-18
17.777778,1.4092681,1.4092683,0.00019999999989472883,1.0,1.0,5.0272873e-18
17.888889,1.4093275,1.4093277,0.00019999999989472883,1.0,1.0,5.0405073e-18
18.0,1.4093869,1.409387,9.999999983634211e-05,1.0,1.0,5.0405073e-18
18.111111,1.4094462,1.4094464,0.00019999999989472883,1.0,1.0,5.0405073e-18
18.222222,1.4095056,1.4095058,0.00020000000011677344,1.0,1.0,5.0405073e-18
18.333333,1.409565,1.4095651,0.00010000000005838672,1.0,1.0,5.0405073e-18
18.444444,1.4096243,1.4096245,0.00020000000011677344,1.0,1.0,5.0405073e-18
18.555556,1.4096837,1.4096838,0.00010000000005838672,1.0,1.0,5.0405073e-18
18.666667,1.4097431,1.4097432,0.00010000000005838672,1.0,1.0,5.0405073e-18
18.777778,1.4098024,1.4098026,0.00019999999989472883,1.0,1.0,5.0405073e-18
18.888889,1.4098618,1.4098619,9.999999983634211e-05,1.0,1.0,5.0405073e-18
19.0,1.4099211,1.4099213,0.00019999999989472883,1.0,1.0,5.0405073e-18
19.111111,1.4099805,1.4099807,0.00019999999989472883,1.0,1.0,5.0405073e-18
19.222222,1.4100399,1.41004,0.00010000000005838672,1.0,1.0,5.0405073e-18
19.333333,1.4100992,1.4100994,0.00019999999989472883,1.0,1.0,5.0405073e-18
19.444444,1.4101586,1.4101587,0.00010000000005838672,1.0,1.0,5.0405073e-18
19.555556,1.410218,1.4102181,0.00010000000005838672,1.0,1.0,5.0405073e-18
19.666667,1.4102773,1.4102775,0.00020000000011677344,1.0,1.0,5.0405073e-18
19.777778,1.4103367,1.4103368,0.00010000000005838672,1.0,1.0,5.0405073e-18
19.888889,1.4103961,1.4103962,0.00010000000005838672,1.0,1.0,5.0405073e-18
20.0,1.4104554,1.4104556,0.00019999999989472883,1.0,1.0,5.0405073e-18
20.111111,1.4105148,1.4105149,9.999999983634211e-05,1.0,1.0,5.0405073e-18
20.222222,1.4105741,1.4105743,0.00019999999989472883,1.0,1.0,5.0405073e-18
20.333333,1.4106335,1.4106336,9.999999983634211e-05,1.0,1.0,5.0405073e-18
20.444444,1.4106929,1.410693,0.00010000000005838672,1.0,1.0,5.0405073e-18
20.555556,1.4107522,1.4107524,0.00020000000011677344,1.0,1.0,5.0405073e-18
20.666667,1.4108116,1.4108117,0.00010000000005838672,1.0,1.0,5.0405073e-18
20.777778,1.410871,1.4108711,0.00010000000005838672,1.0,1.0,5.0405073e-18
20.888889,1.4109303,1.4109305,0.00020000000011677344,1.0,1.0,5.0405073e-18
21.0,1.4109897,1.4109898,0.00010000000005838672,1.0,1.0,5.0405073e-18
21.111111,1.4110491,1.4110492,9.999999983634211e-05,1.0,1.0,5.0405073e-18
21.222222,1.4111084,1.4111085,0.00010000000005838672,1.0,1.0,5.0405073e-18
21.333333,1.4111678,1.4111679,9.999999983634211e-05,1.0,1.0,5.0405073e-18
21.444444,1.4112271,1.4112273,0.00019999999989472883,1.0,1.0,5.0405073e-18
21.555556,1.4112865,1.4112866,9.999999983634211e-05,1.0,1.0,5.0405073e-18
21.666667,1.4113459,1.411346,0.00010000000005838672,1.0,1.0,5.0405073e-18
21.777778,1.4114052,1.4114054,0.00020000000011677344,1.0,1.0,5.0405073e-18
21.888889,1.4114646,1.4114647,0.00010000000005838672,1.0,1.0,5.0405073e-18
22.0,1.411524,1.4115241,0.00010000000005838672,1.0,1.0,5.0405073e-18
22.111111,1.4115833,1.4115834,0.00010000000005838672,1.0,1.0,5.0405073e-18
22.222222,1.4116427,1.4116428,0.00010000000005838672,1.0,1.0,5.0405073e-18
22.333333,1.4117021,1.4117022,9.999999983634211e-05,1.0,1.0,5.0405073e-18
22.444444,1.4117614,1.4117615,9.999999983634211e-05,1.0,1.0,5.0405073e-18
22.555556,1.4118208,1.4118209,9.999999983634211e-05,1.0,1.0,5.0405073e-18
22.666667,1.4118801,1.4118803,0.00019999999989472883,1.0,1.0,5.0405073e-18
22.777778,1.4119395,1.4119396,0.00010000000005838672,1.0,1.0,5.0405073e-18
22.888889,1.4119989,1.411999,0.00010000000005838672,1.0,1.0,5.0405073e-18
23.0,1.4120582,1.4120583,0.00010000000005838672,1.0,1.0,5.0405073e-18
23.111111,1.4121176,1.4121177,0.00010000000005838672,1.0,1.0,5.0405073e-18
23.222222,1.412177,1.4121771,0.00010000000005838672,1.0,1.0,5.0405073e-18
23.333333,1.4122363,1.4122364,0.00010000000005838672,1.0,1.0,5.0405073e-18
23.444444,1.4122957,1.4122958,0.00010000000005838672,1.0,1.0,5.0405073e-18
23.555556,1.4123551,1.4123552,9.999999983634211e-05,1.0,1.0,5.0405073e-18
23.666667,1.4124144,1.4124145,9.999999983634211e-05,1.0,1.0,5.0405073e-18
23.777778,1.4124738,1.4124739,0.00010000000005838672,1.0,1.0,5.0405073e-18
23.888889,1.4125331,1.4125332,9.999999983634211e-05,1.0,1.0,5.0405073e-18
24.0,1.4125925,1.4125926,0.00010000000005838672,1.0,1.0,5.0405073e-18
24.111111,1.4126519,1.412652,0.00010000000005838672,1.0,1.0,5.0405073e-18
24.222222,1.4127112,1.4127113,0.00010000000005838672,1.0,1.0,5.0405073e-18
24.333333,1.4127706,1.4127707,0.00010000000005838672,1.0,1.0,5.0405073e-18
24.444444,1.41283,1.4128301,0.00010000000005838672,1.0,1.0,5.0405073e-18
24.555556,1.4128893,1.4128894,0.00010000000005838672,1.0,1.0,5.0405073e-18
24.666667,1.4129487,1.4129488,9.999999983634211e-05,1.0,1.0,5.0405073e-18
24.777778,1.4130081,1.4130081,0.0,1.0,1.0,5.0405073e-18
24.888889,1.4130674,1.4130675,9.999999983634211e-05,1.0,1.0,5.0405073e-18
25.0,1.4131268,1.4131269,0.00010000000005838672,1.0,1.0,5.0405073e-18
25.111111,1.4131861,1.4131862,0.00010000000005838672,1.0,1.0,5.0405073e-18
25.222222,1.4132455,1.4132456,0.00010000000005838672,1.0,1.0,5.0405073e-18
25.333333,1.4133049,1.413305,0.00010000000005838672,1.0,1.0,5.0405073e-18
25.444444,1.4133642,1.4133643,0.00010000000005838672,1.0,1.0,5.0405073e-18
25.555556,1.4134236,1.4134237,0.00010000000005838672,1.0,1.0,5.0405073e-18
25.666667,1.413483,1.413483,0.0,1.0,1.0,5.0405073e-18
25.777778,1.4135423,1.4135424,0.00010000000005838672,1.0,1.0,5.0405073e-18
25.888889,1.4136017,1.4136018,9.999999983634211e-05,1.0,1.0,5.0405073e-18
26.0,1.4136611,1.4136611,0.0,1.0,1.0,5.0405073e-18
26.111111,1.4137204,1.4137205,9.999999983634211e-05,1.0,1.0,5.0405073e-18
26.222222,1.4137798,1.4137799,0.00010000000005838672,1.0,1.0,5.0405073e-18
26.333333,1.4138391,1.4138392,0.00010000000005838672,1.0,1.0,5.0405073e-18
26.444444,1.4138985,1.4138986,0.00010000000005838672,1.0,1.0,5.0405073e-18
26.555556,1.4139579,1.4139579,0.0,1.0,1.0,5.0405073e-18
26.666667,1.4140172,1.4140173,0.00010000000005838672,1.0,1.0,5.0405073e-18
26.777778,1.4140766,1.4140767,0.00010000000005838672,1.0,1.0,5.0405073e-18
26.888889,1.414136,1.414136,0.0,1.0,1.0,5.0405073e-18
27.0,1.4141953,1.4141954,0.00010000000005838672,1.0,1.0,5.0405073e-18
27.111111,1.4142547,1.4142548,9.999999983634211e-05,1.0,1.0,5.0405073e-18
27.222222,1.4143141,1.4143141,0.0,1.0,1.0,5.0405073e-18
27.333333,1.4143734,1.4143735,0.00010000000005838672,1.0,1.0,5.0405073e-18
27.444444,1.4144173,1.4144174,0.00010000000005838672,1.0,1.0,5.0405073e-18
27.555556,1.4144558,1.4144559,0.00010000000005838672,1.0,1.0,5.0405073e-18
27.666667,1.4144943,1.4144943,0.0,1.0,1.0,5.0405073e-18
27.777778,1.4145328,1.4145328,0.0,1.0,1.0,5.0405073e-18
27.888889,1.4145712,1.4145713,0.00010000000005838672,1.0,1.0,5.0405073e-18
28.0,1.4146097,1.4146098,0.00010000000005838672,1.0,1.0,5.0405073e-18
28.111111,1.4146482,1.4146483,0.00010000000005838672,1.0,1.0,5.0405073e-18
28.222222,1.4146867,1.4146867,0.0,1.0,1.0,5.0405073e-18
28.333333,1.4147252,1.4147252,0.0,1.0,1.0,5.0828112e-18
28.444444,1.4147636,1.4147637,0.00010000000005838672,1.0,1.0,5.0828112e-18
28.555556,1.4148021,1.4148022,0.00010000000005838672,1.0,1.0,5.0828112e-18
28.666667,1.4148406,1.4148407,0.00010000000005838672,1.0,1.0,5.0828112e-18
28.777778,1.4148791,1.4148791,0.0,1.0,1.0,5.0828112e-18
28.888889,1.4149176,1.4149176,0.0,1.0,1.0,5.0828112e-18
29.0,1.414956,1.4149561,9.999999983634211e-05,1.0,1.0,5.0828112e-18
29.111111,1.4149945,1.4149946,0.00010000000005838672,1.0,1.0,5.0828112e-18
29.222222,1.415033,1.4150331,0.00010000000005838672,1.0,1.0,5.0828112e-18
29.333333,1.4150715,1.4150715,0.0,1.0,1.0,5.0828112e-18
29.444444,1.41511,1.41511,0.0,1.0,1.0,5.0828112e-18
29.555556,1.4151485,1.4151485,0.0,1.0,1.0,5.0828112e-18
29.666667,1.4151869,1.415187,0.00010000000005838672,1.0,1.0,5.0828112e-18
29.777778,1.4152254,1.4152255,0.00010000000005838672,1.0,1.0,5.0828112e-18
29.888889,1.4152639,1.4152639,0.0,1.0,1.0,5.0960311e-18
30.0,1.4153024,1.4153024,0.0,1.0,1.0,5.0960311e-18
30.111111,1.4153409,1.4153409,0.0,1.0,1.0,5.1092511e-18
30.222222,1.4153793,1.4153794,0.00010000000005838672,1.0,1.0,5.1092511e-18
30.333333,1.4154178,1.4154179,0.00010000000005838672,1.0,1.0,5.1092511e-18
30.444444,1.4154563,1.4154564,0.00010000000005838672,1.0,1.0,5.1092511e-18
30.555556,1.4154948,1.4154948,0.0,1.0,1.0,5.1092511e-18
30.666667,1.4155333,1.4155333,0.0,1.0,1.0,5.1092511e-18
30.777778,1.4155717,1.4155718,9.999999983634211e-05,1.0,1.0,5.1092511e-18
30.888889,1.4156102,1.4156103,0.00010000000005838672,1.0,1.0,5.1092511e-18
31.0,1.4156487,1.4156488,0.00010000000005838672,1.0,1.0,5.1092511e-18
31.111111,1.4156872,1.4156872,0.0,1.0,1.0,5.1092511e-18
31.222222,1.4157257,1.4157257,0.0,1.0,1.0,5.130403e-18
31.333333,1.4157641,1.4157642,9.999999983634211e-05,1.0,1.0,5.130403e-18
31.444444,1.4158026,1.4158027,0.00010000000005838672,1.0,1.0,5.151555e-18
31.555556,1.4158411,1.4158412,0.00010000000005838672,1.0,1.0,5.151555e-18
31.666667,1.4158796,1.4158796,0.0,1.0,1.0,5.151555e-18
31.777778,1.4159181,1.4159181,0.0,1.0,1.0,5.151555e-18
31.888889,1.4159566,1.4159566,0.0,1.0,1.0,5.151555e-18
32.0,1.415995,1.4159951,0.00010000000005838672,1.0,1.0,5.151555e-18
32.111111,1.4160335,1.4160336,0.00010000000005838672,1.0,1.0,5.151555e-18
32.222222,1.416072,1.416072,0.0,1.0,1.0,5.151555e-18
32.333333,1.4161105,1.4161105,0.0,1.0,1.0,5.151555e-18
32.444444,1.416149,1.416149,0.0,1.0,1.0,5.151555e-18
32.555556,1.4161874,1.4161875,9.999999983634211e-05,1.0,1.0,5.151555e-18
32.666667,1.4162259,1.416226,0.00010000000005838672,1.0,1.0,5.151555e-18
32.777778,1.4162644,1.4162644,0.0,1.0,1.0,5.151555e-18
32.888889,1.4163029,1.4163029,0.0,1.0,1.0,5.1938589e-18
33.0,1.4163414,1.4163414,0.0,1.0,1.0,5.1938589e-18
33.111111,1.4163798,1.4163799,9.999999983634211e-05,1.0,1.0,5.1938589e-18
33.222222,1.4164183,1.4164184,0.00010000000005838672,1.0,1.0,5.1938589e-18
33.333333,1.4164568,1.4164569,0.00010000000005838672,1.0,1.0,5.2150108e-18
33.444444,1.4164953,1.4164953,0.0,1.0,1.0,5.2282308e-18
33.555556,1.4165338,1.4165338,0.0,1.0,1.0,5.2282308e-18
33.666667,1.4165723,1.4165723,0.0,1.0,1.0,5.2282308e-18
33.777778,1.4166107,1.4166108,0.00010000000005838672,1.0,1.0,5.2282308e-18
33.888889,1.4166492,1.4166493,0.00010000000005838672,1.0,1.0,5.2282308e-18
34.0,1.4166877,1.4166877,0.0,1.0,1.0,5.2282308e-18
34.111111,1.4167262,1.4167262,0.0,1.0,1.0,5.2282308e-18
34.222222,1.4167647,1.4167647,0.0,1.0,1.0,5.2282308e-18
34.333333,1.4168031,1.4168032,9.999999983634211e-05,1.0,1.0,5.2282308e-18
34.444444,1.4168416,1.4168417,0.00010000000005838672,1.0,1.0,5.2282308e-18
34.555556,1.4168801,1.4168801,0.0,1.0,1.0,5.2282308e-18
34.666667,1.4169186,1.4169186,0.0,1.0,1.0,5.2282308e-18
34.777778,1.4169571,1.4169571,0.0,1.0,1.0,5.2282308e-18
34.888889,1.4169955,1.4169956,9.999999983634211e-05,1.0,1.0,5.2282308e-18
35.0,1.417034,1.4170341,0.00010000000005838672,1.0,1.0,5.2282308e-18
35.111111,1.4170725,1.4170725,0.0,1.0,1.0,5.2282308e-18
35.222222,1.417111,1.417111,0.0,1.0,1.0,5.2282308e-18
35.333333,1.4171495,1.4171495,0.0,1.0,1.0,5.2282308e-18
35.444444,1.417188,1.417188,0.0,1.0,1.0,5.2282308e-18
35.555556,1.4172264,1.4172265,9.999999983634211e-05,1.0,1.0,5.2282308e-18
35.666667,1.4172649,1.4172649,0.0,1.0,1.0,5.2282308e-18
35.777778,1.4173034,1.4173034,0.0,1.0,1.0,5.2493827e-18
35.888889,1.4173419,1.4173419,0.0,1.0,1.0,5.2493827e-18
36.0,1.4173804,1.4173804,0.0,1.0,1.0,5.2493827e-18
36.111111,1.4174188,1.4174189,9.999999983634211e-05,1.0,1.0,5.2705346e-18
36.222222,1.4174573,1.4174573,0.0,1.0,1.0,5.2705346e-18
36.333333,1.4174958,1.4174958,0.0,1.0,1.0,5.2705346e-18
36.444444,1.4175343,1.4175343,0.0,1.0,1.0,5.2916866e-18
36.555556,1.4175728,1.4175728,0.0,1.0,1.0,5.2916866e-18
36.666667,1.4176112,1.4176113,9.999999983634211e-05,1.0,1.0,5.2916866e-18
36.777778,1.4176497,1.4176498,0.00010000000005838672,1.0,1.0,5.2916866e-18
36.888889,1.4176882,1.4176882,0.0,1.0,1.0,5.2916866e-18
37.0,1.4177267,1.4177267,0.0,1.0,1.0,5.2916866e-18
37.111111,1.4177652,1.4177652,0.0,1.0,1.0,5.3128385e-18
37.222222,1.4178037,1.4178037,0.0,1.0,1.0,5.3339905e-18
37.333333,1.4178421,1.4178422,9.999999983634211e-05,1.0,1.0,5.3339905e-18
37.444444,1.4178806,1.4178806,0.0,1.0,1.0,5.3762943e-18
37.555556,1.4179191,1.4179191,0.0,1.0,1.0,5.3974463e-18
37.666667,1.4179576,1.4179576,0.0,1.0,1.0,5.3974463e-18
37.777778,1.4179961,1.4179961,0.0,1.0,1.0,5.3974463e-18
37.888889,1.4180345,1.4180346,9.999999983634211e-05,1.0,1.0,5.3974463e-18
38.0,1.418073,1.418073,0.0,1.0,1.0,5.3974463e-18
38.111111,1.4181115,1.4181115,0.0,1.0,1.0,5.3974463e-18
38.222222,1.41815,1.41815,0.0,1.0,1.0,5.4106662e-18
38.333333,1.4181885,1.4181885,0.0,1.0,1.0,5.4318182e-18
38.444444,1.4182269,1.418227,9.999999983634211e-05,1.0,1.0,5.4318182e-18
38.555556,1.4182654,1.4182654,0.0,1.0,1.0,5.4318182e-18
38.666667,1.4183039,1.4183039,0.0,1.0,1.0,5.4318182e-18
38.777778,1.4183424,1.4183424,0.0,1.0,1.0,5.4318182e-18
38.888889,1.4183809,1.4183809,0.0,1.0,1.0,5.4318182e-18
39.0,1.4184194,1.4184194,0.0,1.0,1.0,5.4318182e-18
39.111111,1.4184578,1.4184578,0.0,1.0,1.0,5.4450381e-18
39.222222,1.4184963,1.4184963,0.0,1.0,1.0,5.4450381e-18
39.333333,1.4185348,1.4185348,0.0,1.0,1.0,5.4450381e-18
39.444444,1.4185659,1.4185659,0.0,1.0,1.0,5.4450381e-18
39.555556,1.4185945,1.4185945,0.0,1.0,1.0,5.4450381e-18
39.666667,1.418623,1.418623,0.0,1.0,1.0,5.4450381e-18
39.777778,1.4186516,1.4186516,0.0,1.0,1.0,5.4450381e-18
39.888889,1.4186801,1.4186801,0.0,1.0,1.0,5.4450381e-18
40.0,1.4187087,1.4187087,0.0,1.0,1.0,5.4450381e-18
40.111111,1.4187372,1.4187372,0.0,1.0,1.0,5.4450381e-18
40.222222,1.4187657,1.4187658,0.00010000000005838672,1.0,1.0,5.4450381e-18
40.333333,1.4187943,1.4187943,0.0,1.0,1.0,5.4450381e-18
40.444444,1.4188228,1.4188229,0.00010000000005838672,1.0,1.0,5.4450381e-18
40.555556,1.4188514,1.4188514,0.0,1.0,1.0,5.4450381e-18
