Q,V_baseline_KC,V_network_cpath,dV_mV,K_perm_rel_KC,K_perm_rel_network,eps_s
40.666667,1.4188799,1.4188799,0.0,1.0,1.0,5.4450381e-18
40.777778,1.4189085,1.4189085,0.0,1.0,1.0,5.4450381e-18
40.888889,1.418937,1.418937,0.0,1.0,1.0,5.4450381e-18
41.0,1.4189656,1.4189656,0.0,1.0,1.0,5.4450381e-18
41.111111,1.4189941,1.4189941,0.0,1.0,1.0,5.4450381e-18
41.222222,1.4190227,1.4190227,0.0,1.0,1.0,5.4450381e-18
41.333333,1.4190512,1.4190512,0.0,1.0,1.0,5.4450381e-18
41.444444,1.4190798,1.4190798,0.0,1.0,1.0,5.4450381e-18
41.555556,1.4191083,1.4191083,0.0,1.0,1.0,5.4450381e-18
41.666667,1.4191369,1.4191369,0.0,1.0,1.0,5.4450381e-18
41.777778,1.4191654,1.4191654,0.0,1.0,1.0,5.4450381e-18
41.888889,1.419194,1.419194,0.0,1.0,1.0,5.4450381e-18
42.0,1.4192225,1.4192225,0.0,1.0,1.0,5.4450381e-18
42.111111,1.419251,1.4192511,0.00010000000005838672,1.0,1.0,5.4450381e-18
42.222222,1.4192796,1.4192796,0.0,1.0,1.0,5.4450381e-18
42.333333,1.4193081,1.4193082,9.999999983634211e-05,1.0,1.0,5.4450381e-18
42.444444,1.4193367,1.4193367,0.0,1.0,1.0,5.4450381e-18
42.555556,1.4193652,1.4193652,0.0,1.0,1.0,5.4450381e-18
42.666667,1.4193938,1.4193938,0.0,1.0,1.0,5.4450381e-18
42.777778,1.4194223,1.4194223,0.0,1.0,1.0,5.4450381e-18
42.888889,1.4194509,1.4194509,0.0,1.0,1.0,5.4450381e-18
43.0,1.4194794,1.4194794,0.0,1.0,1.0,5.4450381e-18
43.111111,1.419508,1.419508,0.0,1.0,1.0,5.4450381e-18
43.222222,1.4195365,1.4195365,0.0,1.0,1.0,5.4450381e-18
43.333333,1.4195651,1.4195651,0.0,1.0,1.0,5.4450381e-18
43.444444,1.4195936,1.4195936,0.0,1.0,1.0,5.4450381e-18
43.555556,1.4196222,1.4196222,0.0,1.0,1.0,5.4450381e-18
43.666667,1.4196507,1.4196507,0.0,1.0,1.0,5.4450381e-18
43.777778,1.4196793,1.4196793,0.0,1.0,1.0,5.4450381e-18
43.888889,1.4197078,1.4197078,0.0,1.0,1.0,5.4450381e-18
44.0,1.4197364,1.4197364,0.0,1.0,1.0,5.4450381e-18
44.111111,1.4197649,1.4197649,0.0,1.0,1.0,5.4450381e-18
44.222222,1.4197934,1.4197935,9.999999983634211e-05,1.0,1.0,5.4450381e-18
44.333333,1.419822,1.419822,0.0,1.0,1.0,5.4450381e-18
44.444444,1.4198505,1.4198505,0.0,1.0,1.0,5.4450381e-18
44.555556,1.4198791,1.4198791,0.0,1.0,1.0,5.4450381e-18
44.666667,1.4199076,1.4199076,0.0,1.0,1.0,5.4450381e-18
44.777778,1.4199362,1.4199362,0.0,1.0,1.0,5.4450381e-18
44.888889,1.4199647,1.4199647,0.0,1.0,1.0,5.4450381e-18
45.0,1.4199933,1.4199933,0.0,1.0,1.0,5.4450381e-18
45.111111,1.4200218,1.4200218,0.0,1.0,1.0,5.4450381e-18
45.222222,1.4200504,1.4200504,0.0,1.0,1.0,5.4450381e-18
45.333333,1.4200789,1.4200789,0.0,1.0,1.0,5.4450381e-18
45.444444,1.4201075,1.4201075,0.0,1.0,1.0,5.4450381e-18
45.555556,1.420136,1.420136,0.0,1.0,1.0,5.4450381e-18
45.666667,1.4201646,1.4201646,0.0,1.0,1.0,5.4450381e-18
45.777778,1.4201931,1.4201931,0.0,1.0,1.0,5.4450381e-18
45.888889,1.4202217,1.4202217,0.0,1.0,1.0,5.4450381e-18
46.0,1.4202502,1.4202502,0.0,1.0,1.0,5.4450381e-18
46.111111,1.4202787,1.4202788,0.00010000000005838672,1.0,1.0,5.4450381e-18
46.222222,1.4203073,1.4203073,0.0,1.0,1.0,5.4450381e-18
46.333333,1.4203358,1.4203358,0.0,1.0,1.0,5.4450381e-18
46.444444,1.4203644,1.4203644,0.0,1.0,1.0,5.4450381e-18
46.555556,1.4203929,1.4203929,0.0,1.0,1.0,5.4450381e-18
46.666667,1.4204215,1.4204215,0.0,1.0,1.0,5.4450381e-18
46.777778,1.42045,1.42045,0.0,1.0,1.0,5.4450381e-18
46.888889,1.4204786,1.4204786,0.0,1.0,1.0,5.4450381e-18
47.0,1.4205071,1.4205071,0.0,1.0,1.0,5.4450381e-18
47.111111,1.4205357,1.4205357,0.0,1.0,1.0,5.4450381e-18
47.222222,1.4205642,1.4205642,0.0,1.0,1.0,5.4450381e-18
47.333333,1.4205928,1.4205928,0.0,1.0,1.0,5.4450381e-18
47.444444,1.4206213,1.4206213,0.0,1.0,1.0,5.4450381e-18
47.555556,1.4206499,1.4206499,0.0,1.0,1.0,5.4450381e-18
47.666667,1.4206784,1.4206784,0.0,1.0,1.0,5.4450381e-18
47.777778,1.420707,1.420707,0.0,1.0,1.0,5.4450381e-18
47.888889,1.4207355,1.4207355,0.0,1.0,1.0,5.4450381e-18
48.0,1.4207641,1.4207641,0.0,1.0,1.0,5.4450381e-18
48.111111,1.4207926,1.4207926,0.0,1.0,1.0,5.4450381e-18
48.222222,1.4208211,1.4208211,0.0,1.0,1.0,5.4450381e-18
48.333333,1.4208497,1.4208497,0.0,1.0,1.0,5.4450381e-18
48.444444,1.4208782,1.4208782,0.0,1.0,1.0,5.4450381e-18
48.555556,1.4209068,1.4209068,0.0,1.0,1.0,5.4450381e-18
48.666667,1.4209353,1.4209353,0.0,1.0,1.0,5.4450381e-18
48.777778,1.4209639,1.4209639,0.0,1.0,1.0,5.4450381e-18
48.888889,1.4209924,1.4209924,0.0,1.0,1.0,5.4450381e-18
49.0,1.421021,1.421021,0.0,1.0,1.0,5.4450381e-18
49.111111,1.4210495,1.4210495,0.0,1.0,1.0,5.4450381e-18
49.222222,1.4210781,1.4210781,0.0,1.0,1.0,5.4450381e-18
49.333333,1.4211066,1.4211066,0.0,1.0,1.0,5.4450381e-18
49.444444,1.4211352,1.4211352,0.0,1.0,1.0,5.4450381e-18
49.555556,1.4211637,1.4211637,0.0,1.0,1.0,5.4450381e-18
49.666667,1.4211923,1.4211923,0.0,1.0,1.0,5.4450381e-18
49.777778,1.4212208,1.4212208,0.0,1.0,1.0,5.4450381e-18
49.888889,1.4212494,1.4212494,0.0,1.0,1.0,5.4450381e-18
50.0,1.4212779,1.4212779,0.0,1.0,1.0,5.4450381e-18
50.111111,1.4213065,1.4213064,-0.00010000000005838672,1.0,1.0,5.4450381e-18
50.222222,1.421335,1.421335,0.0,1.0,1.0,5.4450381e-18
50.333333,1.4213635,1.4213635,0.0,1.0,1.0,5.4450381e-18
50.444444,1.4213921,1.4213921,0.0,1.0,1.0,5.4450381e-18
50.555556,1.4214206,1.4214206,0.0,1.0,1.0,5.4450381e-18
50.666667,1.4214492,1.4214492,0.0,1.0,1.0,5.4450381e-18
50.777778,1.4214777,1.4214777,0.0,1.0,1.0,5.4450381e-18
50.888889,1.4215063,1.4215063,0.0,1.0,1.0,5.4450381e-18
51.0,1.4215348,1.4215348,0.0,1.0,1.0,5.4450381e-18
51.111111,1.4215634,1.4215634,0.0,1.0,1.0,5.4450381e-18
51.222222,1.4215919,1.4215919,0.0,1.0,1.0,5.4450381e-18
51.333333,1.4216205,1.4216205,0.0,1.0,1.0,5.4450381e-18
51.444444,1.4216469,1.4216469,0.0,1.0,1.0,5.4450381e-18
51.555556,1.4216724,1.4216724,0.0,1.0,1.0,5.4450381e-18
51.666667,1.421698,1.421698,0.0,1.0,1.0,5.4450381e-18
51.777778,1.4217234,1.4217234,0.0,1.0,1.0,5.4450381e-18
51.888889,1.4217489,1.4217489,0.0,1.0,1.0,5.4450381e-18
52.0,1.4217742,1.4217742,0.0,1.0,1.0,5.4450381e-18
52.111111,1.4217995,1.4217995,0.0,1.0,1.0,5.4450381e-18
52.222222,1.4218248,1.4218248,0.0,1.0,1.0,5.4450381e-18
52.333333,1.42185,1.42185,0.0,1.0,1.0,5.4450381e-18
52.444444,1.4218752,1.4218752,0.0,1.0,1.0,5.4450381e-18
52.555556,1.4219003,1.4219003,0.0,1.0,1.0,5.4450381e-18
52.666667,1.4219253,1.4219253,0.0,1.0,1.0,5.4450381e-18
52.777778,1.4219503,1.4219503,0.0,1.0,1.0,5.4450381e-18
52.888889,1.4219752,1.4219752,0.0,1.0,1.0,5.4450381e-18
53.0,1.4220001,1.4220001,0.0,1.0,1.0,5.4450381e-18
53.111111,1.422025,1.4220249,-0.00010000000005838672,1.0,1.0,5.4450381e-18
53.222222,1.4220497,1.4220497,0.0,1.0,1.0,5.4450381e-18
53.333333,1.4220745,1.4220744,-9.999999983634211e-05,1.0,1.0,5.4450381e-18
53.444444,1.4220991,1.4220991,0.0,1.0,1.0,5.4450381e-18
53.555556,1.4221237,1.4221237,0.0,1.0,1.0,5.4450381e-18
53.666667,1.4221483,1.4221483,0.0,1.0,1.0,5.4450381e-18
53.777778,1.4221728,1.4221728,0.0,1.0,1.0,5.4450381e-18
53.888889,1.4221973,1.4221973,0.0,1.0,1.0,5.4450381e-18
54.0,1.4222217,1.4222217,0.0,1.0,1.0,5.4450381e-18
54.111111,1.422246,1.422246,0.0,1.0,1.0,5.4450381e-18
54.222222,1.4222703,1.4222703,0.0,1.0,1.0,5.4450381e-18
54.333333,1.4222946,1.4222945,-0.00010000000005838672,1.0,1.0,5.4450381e-18
54.444444,1.4223187,1.4223187,0.0,1.0,1.0,5.4450381e-18
54.555556,1.4223429,1.4223429,0.0,1.0,1.0,5.4450381e-18
54.666667,1.422367,1.4223669,-9.999999983634211e-05,1.0,1.0,5.4450381e-18
54.777778,1.422391,1.422391,0.0,1.0,1.0,5.4450381e-18
54.888889,1.4224149,1.4224149,0.0,1.0,1.0,5.4450381e-18
55.0,1.4224389,1.4224389,0.0,1.0,1.0,5.4450381e-18
55.111111,1.4224627,1.4224627,0.0,1.0,1.0,5.4450381e-18
55.222222,1.4224865,1.4224865,0.0,1.0,1.0,5.4450381e-18
55.333333,1.4225103,1.4225103,0.0,1.0,1.0,5.4450381e-18
55.444444,1.422534,1.422534,0.0,1.0,1.0,5.4450381e-18
55.555556,1.4225577,1.4225576,-0.00010000000005838672,1.0,1.0,5.4450381e-18
55.666667,1.4225813,1.4225812,-0.00010000000005838672,1.0,1.0,5.4450381e-18
55.777778,1.4226048,1.4226048,0.0,1.0,1.0,5.4450381e-18
55.888889,1.4226283,1.4226283,0.0,1.0,1.0,5.4450381e-18
56.0,1.4226517,1.4226517,0.0,1.0,1.0,5.4450381e-18
56.111111,1.4226751,1.4226751,0.0,1.0,1.0,5.4450381e-18
56.222222,1.4226984,1.4226984,0.0,1.0,1.0,5.4450381e-18
56.333333,1.4227217,1.4227217,0.0,1.0,1.0,5.4450381e-18
56.444444,1.4227449,1.4227449,0.0,1.0,1.0,5.4450381e-18
56.555556,1.4227681,1.4227681,0.0,1.0,1.0,5.4450381e-18
56.666667,1.4227912,1.4227912,0.0,1.0,1.0,5.4450381e-18
56.777778,1.4228143,1.4228142,-0.00010000000005838672,1.0,1.0,5.4450381e-18
56.888889,1.4228373,1.4228373,0.0,1.0,1.0,5.4450381e-18
57.0,1.4228602,1.4228602,0.0,1.0,1.0,5.4450381e-18
57.111111,1.4228831,1.4228831,0.0,1.0,1.0,5.4450381e-18
57.222222,1.422906,1.4229059,-0.00010000000005838672,1.0,1.0,5.4450381e-18
57.333333,1.4229288,1.4229287,-0.00010000000005838672,1.0,1.0,5.4450381e-18
57.444444,1.4229515,1.4229515,0.0,1.0,1.0,5.4450381e-18
57.555556,1.4229742,1.4229742,0.0,1.0,1.0,5.4450381e-18
57.666667,1.4229968,1.4229968,0.0,1.0,1.0,5.4450381e-18
57.777778,1.4230194,1.4230194,0.0,1.0,1.0,5.4450381e-18
57.888889,1.4230419,1.4230419,0.0,1.0,1.0,5.4450381e-18
58.0,1.4230644,1.4230644,0.0,1.0,1.0,5.4450381e-18
58.111111,1.4230868,1.4230868,0.0,1.0,1.0,5.4450381e-18
58.222222,1.4231092,1.4231091,-0.00010000000005838672,1.0,1.0,5.4450381e-18
58.333333,1.4231315,1.4231314,-0.00010000000005838672,1.0,1.0,5.4450381e-18
58.444444,1.4231537,1.4231537,0.0,1.0,1.0,5.4450381e-18
58.555556,1.4231759,1.4231759,0.0,1.0,1.0,5.4450381e-18
58.666667,1.4231981,1.423198,-0.00010000000005838672,1.0,1.0,5.4450381e-18
58.777778,1.4232202,1.4232201,-0.00010000000005838672,1.0,1.0,5.4450381e-18
58.888889,1.4232422,1.4232422,0.0,1.0,1.0,5.4450381e-18
59.0,1.4232642,1.4232642,0.0,1.0,1.0,5.4450381e-18
59.111111,1.4232861,1.4232861,0.0,1.0,1.0,5.4450381e-18
59.222222,1.423308,1.423308,0.0,1.0,1.0,5.4450381e-18
59.333333,1.4233298,1.4233298,0.0,1.0,1.0,5.4450381e-18
59.444444,1.4233516,1.4233516,0.0,1.0,1.0,5.4450381e-18
59.555556,1.4233733,1.4233733,0.0,1.0,1.0,5.4450381e-18
59.666667,1.423395,1.423395,0.0,1.0,1.0,5.4450381e-18
59.777778,1.4234166,1.4234166,0.0,1.0,1.0,5.4450381e-18
59.888889,1.4234381,1.4234381,0.0,1.0,1.0,5.4450381e-18
60.0,1.4234596,1.4234596,0.0,1.0,1.0,5.4450381e-18
60.111111,1.4234811,1.4234811,0.0,1.0,1.0,5.4450381e-18
60.222222,1.4235025,1.4235025,0.0,1.0,1.0,5.4450381e-18
60.333333,1.4235238,1.4235238,0.0,1.0,1.0,5.4450381e-18
60.444444,1.4235451,1.4235451,0.0,1.0,1.0,5.4450381e-18
60.555556,1.4235664,1.4235663,-9.999999983634211e-05,1.0,1.0,5.4450381e-18
60.666667,1.4235875,1.4235875,0.0,1.0,1.0,5.4450381e-18
60.777778,1.4236087,1.4236086,-0.00010000000005838672,1.0,1.0,5.4450381e-18
60.888889,1.4236297,1.4236297,0.0,1.0,1.0,5.4450381e-18
61.0,1.4236508,1.4236507,-0.00010000000005838672,1.0,1.0,5.4450381e-18
61.111111,1.4236717,1.4236717,0.0,1.0,1.0,5.4450381e-18
61.222222,1.4236926,1.4236926,0.0,1.0,1.0,5.4450381e-18
61.333333,1.4237135,1.4237135,0.0,1.0,1.0,5.4450381e-18
61.444444,1.4237343,1.4237343,0.0,1.0,1.0,5.4450381e-18
61.555556,1.4237551,1.423755,-9.999999983634211e-05,1.0,1.0,5.4450381e-18
61.666667,1.4237758,1.4237757,-0.00010000000005838672,1.0,1.0,5.4450381e-18
61.777778,1.4237964,1.4237964,0.0,1.0,1.0,5.4450381e-18
61.888889,1.423817,1.423817,0.0,1.0,1.0,5.4450381e-18
62.0,1.4238375,1.4238375,0.0,1.0,1.0,5.4450381e-18
62.111111,1.423858,1.423858,0.0,1.0,1.0,5.4450381e-18
62.222222,1.4238784,1.4238784,0.0,1.0,1.0,5.4450381e-18
62.333333,1.4238988,1.4238988,0.0,1.0,1.0,5.4450381e-18
62.444444,1.4239191,1.4239191,0.0,1.0,1.0,5.4450381e-18
62.555556,1.4239394,1.4239394,0.0,1.0,1.0,5.4450381e-18
62.666667,1.4239596,1.4239596,0.0,1.0,1.0,5.4450381e-18
62.777778,1.4239798,1.4239797,-9.999999983634211e-05,1.0,1.0,5.4450381e-18
62.888889,1.4239999,1.4239999,0.0,1.0,1.0,5.4450381e-18
63.0,1.4240199,1.4240199,0.0,1.0,1.0,5.4450381e-18
63.111111,1.4240399,1.4240399,0.0,1.0,1.0,5.4450381e-18
63.222222,1.4240599,1.4240599,0.0,1.0,1.0,5.4450381e-18
63.333333,1.4240798,1.4240797,-9.999999983634211e-05,1.0,1.0,5.4450381e-18
63.444444,1.4241003,1.4241003,0.0,1.0,1.0,7.2905536e-12
63.555556,1.4241211,1.424121,-0.00010000000005838672,1.0,1.0,1.7284666e-11
63.666667,1.4241418,1.4241418,0.0,1.0,1.0,2.7459697e-11
63.777778,1.4241625,1.4241624,-0.00010000000005838672,1.0,1.0,3.7815644e-11
63.888889,1.4241831,1.4241831,0.0,1.0,1.0,4.835251e-11
64.0,1.4242037,1.4242037,0.0,1.0,1.0,5.9070294e-11
64.111111,1.4242243,1.4242243,0.0,1.0,1.0,6.9968997e-11
64.222222,1.4242448,1.4242448,0.0,1.0,1.0,8.1048616e-11
64.333333,1.4242653,1.4242653,0.0,1.0,1.0,9.2309154e-11
64.444444,1.4242858,1.4242858,0.0,1.0,1.0,1.0375061e-10
64.555556,1.4243062,1.4243062,0.0,1.0,1.0,1.1537298e-10
64.666667,1.4243266,1.4243266,0.0,1.0,1.0,1.2717627e-10
64.777778,1.424347,1.4243469,-0.00010000000005838672,1.0,1.0,1.3916048e-10
64.888889,1.4243673,1.4243673,0.0,1.0,1.0,1.5132561e-10
65.0,1.4243876,1.4243875,-0.00010000000005838672,1.0,1.0,1.6367165e-10
65.111111,1.4244078,1.4244078,0.0,1.0,1.0,1.7619862e-10
65.222222,1.424428,1.424428,0.0,1.0,1.0,1.889065e-10
65.333333,1.4244482,1.4244482,0.0,1.0,1.0,2.0179529e-10
65.444444,1.4244683,1.4244683,0.0,1.0,1.0,2.1486501e-10
65.555556,1.4244884,1.4244884,0.0,1.0,1.0,2.2811564e-10
65.666667,1.4245085,1.4245085,0.0,1.0,1.0,2.415472e-10
65.777778,1.4245285,1.4245285,0.0,1.0,1.0,2.5515967e-10
65.888889,1.4245485,1.4245485,0.0,1.0,1.0,2.6895305e-10
66.0,1.4245685,1.4245685,0.0,1.0,1.0,2.8292736e-10
66.111111,1.4245884,1.4245884,0.0,0.99999999,1.0,2.9708258e-10
66.222222,1.4246083,1.4246083,0.0,0.99999999,1.0,3.1141872e-10
66.333333,1.4246281,1.4246281,0.0,0.99999999,1.0,3.2593578e-10
66.444444,1.4246479,1.4246479,0.0,0.99999999,1.0,3.4063376e-10
66.555556,1.4246677,1.4246677,0.0,0.99999999,1.0,3.5551265e-10
66.666667,1.4246874,1.4246874,0.0,0.99999999,1.0,3.7057246e-10
66.777778,1.4247071,1.4247071,0.0,0.99999999,1.0,3.8581319e-10
66.888889,1.4247268,1.4247268,0.0,0.99999999,1.0,4.0123484e-10
67.0,1.4247464,1.4247464,0.0,0.99999999,1.0,4.1683741e-10
67.111111,1.424766,1.424766,0.0,0.99999999,1.0,4.3262089e-10
67.222222,1.4247856,1.4247856,0.0,0.99999999,1.0,4.4858529e-10
67.333333,1.4248051,1.4248051,0.0,0.99999999,1.0,4.6473061e-10
67.444444,1.4248246,1.4248246,0.0,0.99999999,1.0,4.8105685e-10
67.555556,1.424844,1.4248441,0.00010000000005838672,0.99999999,1.0,4.9756401e-10
67.666667,1.4248634,1.4248635,0.00010000000005838672,0.99999999,1.0,5.1425208e-10
67.777778,1.4248828,1.4248829,0.00010000000005838672,0.99999999,1.0,5.3112107e-10
67.888889,1.4249022,1.4249022,0.0,0.99999999,1.0,5.4817098e-10
68.0,1.4249215,1.4249215,0.0,0.99999999,1.0,5.6540181e-10
68.111111,1.4249407,1.4249408,9.999999983634211e-05,0.99999999,1.0,5.8281355e-10
68.222222,1.42496,1.42496,0.0,0.99999999,1.0,6.0040621e-10
68.333333,1.4249792,1.4249792,0.0,0.99999999,1.0,6.1817979e-10
68.444444,1.4249983,1.4249984,0.00010000000005838672,0.99999999,1.0,6.3613429e-10
68.555556,1.4250174,1.4250175,0.00010000000005838672,0.99999999,1.0,6.5426971e-10
68.666667,1.4250365,1.4250366,0.00010000000005838672,0.99999999,1.0,6.7258604e-10
68.777778,1.4250556,1.4250556,0.0,0.99999999,1.0,6.9108329e-10
68.888889,1.4250746,1.4250747,9.999999983634211e-05,0.99999999,1.0,7.0976146e-10
69.0,1.4250936,1.4250936,0.0,0.99999999,1.0,7.2862055e-10
69.111111,1.4251125,1.4251126,0.00010000000005838672,0.99999999,1.0,7.4766055e-10
69.222222,1.4251314,1.4251315,0.00010000000005838672,0.99999999,1.0,7.6688148e-10
69.333333,1.4251503,1.4251504,9.999999983634211e-05,0.99999999,1.0,7.8628332e-10
69.444444,1.4251691,1.4251692,0.00010000000005838672,0.99999999,1.0,8.0586607e-10
69.555556,1.4251879,1.425188,9.999999983634211e-05,0.99999999,1.0,8.2562975e-10
69.666667,1.4252067,1.4252068,0.00010000000005838672,0.99999999,1.0,8.4557434e-10
69.777778,1.4252254,1.4252255,0.00010000000005838672,0.99999999,1.0,8.6569986e-10
69.888889,1.4252441,1.4252442,0.00010000000005838672,0.99999999,1.0,8.8600629e-10
70.0,1.4252627,1.4252628,0.00010000000005838672,0.99999998,1.0,9.0649363e-10
70.111111,1.4252814,1.4252815,0.00010000000005838672,0.99999998,1.0,9.271619e-10
70.222222,1.4252999,1.4253,0.00010000000005838672,0.99999998,1.0,9.4801108e-10
70.333333,1.4253185,1.4253186,0.00010000000005838672,0.99999998,1.0,9.6904118e-10
70.444444,1.425337,1.4253371,9.999999983634211e-05,0.99999998,1.0,9.902522e-10
70.555556,1.4253555,1.4253556,0.00010000000005838672,0.99999998,1.0,1.0116441e-09
70.666667,1.4253739,1.425374,9.999999983634211e-05,0.99999998,1.0,1.033217e-09
70.777778,1.4253923,1.4253924,0.00010000000005838672,0.99999998,1.0,1.0549708e-09
70.888889,1.4254107,1.4254108,0.00010000000005838672,0.99999998,1.0,1.0769055e-09
71.0,1.425429,1.4254291,9.999999983634211e-05,0.99999998,1.0,1.0990211e-09
71.111111,1.4254473,1.4254474,9.999999983634211e-05,0.99999998,1.0,1.1213176e-09
71.222222,1.4254655,1.4254657,0.00019999999989472883,0.99999998,1.0,1.143795e-09
71.333333,1.4254837,1.4254839,0.00019999999989472883,0.99999998,1.0,1.1664534e-09
71.444444,1.4255019,1.4255021,0.00020000000011677344,0.99999998,1.0,1.1892927e-09
71.555556,1.4255201,1.4255202,0.00010000000005838672,0.99999998,1.0,1.2123129e-09
71.666667,1.4255382,1.4255383,9.999999983634211e-05,0.99999998,1.0,1.235514e-09
71.777778,1.4255563,1.4255564,0.00010000000005838672,0.99999998,1.0,1.258896e-09
71.888889,1.4255743,1.4255745,0.00019999999989472883,0.99999998,1.0,1.282459e-09
72.0,1.4255923,1.4255925,0.00020000000011677344,0.99999998,1.0,1.3062028e-09
72.111111,1.4256103,1.4256104,0.00010000000005838672,0.99999998,1.0,1.3301276e-09
72.222222,1.4256282,1.4256284,0.00019999999989472883,0.99999998,1.0,1.3542333e-09
72.333333,1.4256461,1.4256463,0.00019999999989472883,0.99999998,1.0,1.37852e-09
72.444444,1.4256639,1.4256641,0.00020000000011677344,0.99999998,1.0,1.4029875e-09
72.555556,1.4256818,1.4256819,0.00010000000005838672,0.99999998,1.0,1.427636e-09
72.666667,1.4256995,1.4256997,0.00020000000011677344,0.99999998,1.0,1.4524653e-09
72.777778,1.4257173,1.4257175,0.00019999999989472883,0.99999998,1.0,1.4774756e-09
72.888889,1.425735,1.4257352,0.00020000000011677344,0.99999997,1.0,1.5026668e-09
73.0,1.4257527,1.4257529,0.00019999999989472883,0.99999997,1.0,1.528039e-09
73.111111,1.4257703,1.4257705,0.00020000000011677344,0.99999997,1.0,1.553592e-09
73.222222,1.4257879,1.4257881,0.00019999999989472883,0.99999997,1.0,1.579326e-09
73.333333,1.4258055,1.4258057,0.00019999999989472883,0.99999997,1.0,1.6052409e-09
73.444444,1.425823,1.4258232,0.00019999999989472883,0.99999997,1.0,1.6313367e-09
73.555556,1.4258405,1.4258407,0.00019999999989472883,0.99999997,1.0,1.6576134e-09
73.666667,1.425858,1.4258582,0.00019999999989472883,0.99999997,1.0,1.684071e-09
73.777778,1.4258754,1.4258756,0.00019999999989472883,0.99999997,1.0,1.7107096e-09
73.888889,1.4258928,1.425893,0.00020000000011677344,0.99999997,1.0,1.737529e-09
74.0,1.4259101,1.4259104,0.00029999999995311555,0.99999997,1.0,1.7645294e-09
74.111111,1.4259274,1.4259277,0.00029999999995311555,0.99999997,1.0,1.7917107e-09
74.222222,1.4259447,1.425945,0.00029999999995311555,0.99999997,1.0,1.819073e-09
74.333333,1.425962,1.4259622,0.00020000000011677344,0.99999997,1.0,1.8466161e-09
74.444444,1.4259792,1.4259794,0.00019999999989472883,0.99999997,1.0,1.8743402e-09
74.555556,1.4259963,1.4259966,0.00029999999995311555,0.99999997,1.0,1.9022452e-09
74.666667,1.4260135,1.4260137,0.00019999999989472883,0.99999997,1.0,1.9303311e-09
74.777778,1.4260306,1.4260308,0.00019999999989472883,0.99999997,1.0,1.9585979e-09
74.888889,1.4260476,1.4260479,0.00029999999995311555,0.99999997,1.0,1.9870456e-09
75.0,1.4260646,1.4260649,0.00030000000017516015,0.99999997,1.0,2.0156743e-09
75.111111,1.4260816,1.4260819,0.00029999999995311555,0.99999997,1.0,2.0444838e-09
