quantity,value
Vplateau,1.3513
Vpeak,1.4862
real_rise,0.13490000000000002
Qpeak,97.5400520833334
reanchored_c0,1.3355411905172807
reanchored_c1,0.0009819008285984845
reanchored_bT,0.13622448779678065
R_access_mV,70.81252822683118
R_drift_mV,93.15069164787306
rmse_mV,7.243144049346482
theta_end_comsol,0.40537737135105567
