q_mAh_cm2,V_real,A_bare_comsol,V_comsol_recon,V_3D_sparse,V_3D_moderate,V_3D_dense,V_3D_clustered_dft
0.0,1.40071739838,0.999994000018,1.4092077917601618,1.4092074483389216,1.4092074483389216,1.4092074483389216,1.4092074483389216
0.111111111111,1.40063989357,0.999994000018,1.4092234293192325,1.4092230858979924,1.4092230858979924,1.4092230858979924,1.4092230858979924
0.222222222222,1.40063730928,0.999994000018,1.409239066878303,1.409238723457063,1.409238723457063,1.409238723457063,1.409238723457063
0.333333333333,1.40063686682,0.999994000018,1.4092547044373738,1.4092543610161337,1.4092543610161337,1.4092543610161337,1.4092543610161337
0.444444444444,1.40062734396,0.999994000018,1.4092703419964443,1.4092699985752042,1.4092699985752042,1.4092699985752042,1.4092699985752042
0.555555555556,1.40061868175,0.999994000018,1.409285979555515,1.409285636134275,1.409285636134275,1.409285636134275,1.409285636134275
0.666666666667,1.40061338658,0.999994000018,1.4093016171145858,1.4093012736933457,1.4093012736933457,1.4093012736933457,1.4093012736933457
0.777777777778,1.40060809141,0.999994000018,1.4093172546736563,1.4093169112524162,1.4093169112524162,1.4093169112524162,1.4093169112524162
0.888888888889,1.40060279624,0.999994000018,1.409332892232727,1.409332548811487,1.409332548811487,1.409332548811487,1.409332548811487
1.0,1.40059723476,0.999994000018,1.4093485297917976,1.4093481863705575,1.4093481863705575,1.4093481863705575,1.4093481863705575
1.11111111111,1.400591153,0.999994000018,1.4093641673508681,1.409363823929628,1.409363823929628,1.409363823929628,1.409363823929628
1.22222222222,1.40058507124,0.999994000018,1.4093798049099386,1.4093794614886985,1.4093794614886985,1.4093794614886985,1.4093794614886985
1.33333333333,1.40057898948,0.999994000018,1.4093954424690092,1.409395099047769,1.409395099047769,1.409395099047769,1.409395099047769
1.44444444444,1.40057290772,0.999994000018,1.4094110800280797,1.4094107366068396,1.4094107366068396,1.4094107366068396,1.4094107366068396
1.55555555556,1.40056682596,0.999994000018,1.4094267175871515,1.4094263741659114,1.4094263741659114,1.4094263741659114,1.4094263741659114
1.66666666667,1.4005607442,0.999994000018,1.409442355146222,1.409442011724982,1.409442011724982,1.409442011724982,1.409442011724982
1.77777777778,1.40055466244,0.999994000018,1.4094579927052926,1.4094576492840525,1.4094576492840525,1.4094576492840525,1.4094576492840525
1.88888888889,1.40054858068,0.999994000018,1.4094736302643631,1.409473286843123,1.409473286843123,1.409473286843123,1.409473286843123
2.0,1.40054211975,0.999994000018,1.4094892678234336,1.4094889244021935,1.4094889244021935,1.4094889244021935,1.4094889244021935
2.11111111111,1.40053549534,0.999994000018,1.4095049053825042,1.409504561961264,1.409504561961264,1.409504561961264,1.409504561961264
2.22222222222,1.40052887093,0.999994000018,1.4095205429415747,1.4095201995203346,1.4095201995203346,1.4095201995203346,1.4095201995203346
2.33333333333,1.40052224652,0.999994000018,1.4095361805006452,1.409535837079405,1.409535837079405,1.409535837079405,1.409535837079405
2.44444444444,1.40051562211,0.999994000018,1.4095518180597157,1.4095514746384756,1.4095514746384756,1.4095514746384756,1.4095514746384756
2.55555555556,1.4005089977,0.999994000018,1.4095674556187876,1.4095671121975475,1.4095671121975475,1.4095671121975475,1.4095671121975475
2.66666666667,1.40050237329,0.999994000018,1.4095830931778581,1.409582749756618,1.409582749756618,1.409582749756618,1.409582749756618
2.77777777778,1.40049574888,0.999994000018,1.4095987307369287,1.4095983873156885,1.4095983873156885,1.4095983873156885,1.4095983873156885
2.88888888889,1.40048912447,0.999994000018,1.4096143682959992,1.409614024874759,1.409614024874759,1.409614024874759,1.409614024874759
3.0,1.40048250007,0.999994000018,1.4096300058550695,1.4096296624338294,1.4096296624338294,1.4096296624338294,1.4096296624338294
3.11111111111,1.40047587566,0.999994000018,1.40964564341414,1.4096452999929,1.4096452999929,1.4096452999929,1.4096452999929
3.22222222222,1.40046925125,0.999994000018,1.4096612809732105,1.4096609375519704,1.4096609375519704,1.4096609375519704,1.4096609375519704
3.33333333333,1.40046262684,0.999994000018,1.409676918532281,1.409676575111041,1.409676575111041,1.409676575111041,1.409676575111041
3.44444444444,1.40045600243,0.999994000018,1.4096925560913516,1.4096922126701115,1.4096922126701115,1.4096922126701115,1.4096922126701115
3.55555555556,1.40044937802,0.999994000018,1.4097081936504234,1.4097078502291833,1.4097078502291833,1.4097078502291833,1.4097078502291833
3.66666666667,1.40044275361,0.999994000018,1.409723831209494,1.4097234877882538,1.4097234877882538,1.4097234877882538,1.4097234877882538
3.77777777778,1.4004361292,0.999994000018,1.4097394687685645,1.4097391253473244,1.4097391253473244,1.4097391253473244,1.4097391253473244
3.88888888889,1.40044983355,0.999994000018,1.409755106327635,1.409754762906395,1.409754762906395,1.409754762906395,1.409754762906395
4.0,1.40049171589,0.999994000018,1.4097707438867055,1.4097704004654654,1.4097704004654654,1.4097704004654654,1.4097704004654654
4.11111111111,1.40053359824,0.999994000018,1.409786381445776,1.409786038024536,1.409786038024536,1.409786038024536,1.409786038024536
4.22222222222,1.40057548058,0.999994000018,1.4098020190048466,1.4098016755836065,1.4098016755836065,1.4098016755836065,1.4098016755836065
4.33333333333,1.40061736293,0.999994000018,1.409817656563917,1.409817313142677,1.409817313142677,1.409817313142677,1.409817313142677
4.44444444444,1.40065924527,0.999994000018,1.4098332941229876,1.4098329507017475,1.4098329507017475,1.4098329507017475,1.4098329507017475
4.55555555556,1.40070112762,0.999994000018,1.4098489316820595,1.4098485882608194,1.4098485882608194,1.4098485882608194,1.4098485882608194
4.66666666667,1.40074300996,0.999994000018,1.40986456924113,1.40986422581989,1.40986422581989,1.40986422581989,1.40986422581989
4.77777777778,1.40078489231,0.999994000018,1.4098802068002005,1.4098798633789604,1.4098798633789604,1.4098798633789604,1.4098798633789604
4.88888888889,1.40082677465,0.999994000018,1.409895844359271,1.409895500938031,1.409895500938031,1.409895500938031,1.409895500938031
5.0,1.400868657,0.999994000018,1.4099114819183414,1.4099111384971013,1.4099111384971013,1.4099111384971013,1.4099111384971013
5.11111111111,1.40091053934,0.999994000018,1.409927119477412,1.4099267760561718,1.4099267760561718,1.4099267760561718,1.4099267760561718
5.22222222222,1.40095242169,0.999994000018,1.4099427570364824,1.4099424136152423,1.4099424136152423,1.4099424136152423,1.4099424136152423
5.33333333333,1.40099430403,0.999994000018,1.409958394595553,1.4099580511743128,1.4099580511743128,1.4099580511743128,1.4099580511743128
5.44444444444,1.40103618638,0.999994000018,1.4099740321546235,1.4099736887333834,1.4099736887333834,1.4099736887333834,1.4099736887333834
5.55555555556,1.40107806872,0.999994000018,1.4099896697136953,1.4099893262924552,1.4099893262924552,1.4099893262924552,1.4099893262924552
5.66666666667,1.40111995107,0.999994000018,1.4100053072727659,1.4100049638515257,1.4100049638515257,1.4100049638515257,1.4100049638515257
5.77777777778,1.40116183342,0.999994000018,1.4100209448318364,1.4100206014105963,1.4100206014105963,1.4100206014105963,1.4100206014105963
5.88888888889,1.40120371576,0.999994000018,1.410036582390907,1.4100362389696668,1.4100362389696668,1.4100362389696668,1.4100362389696668
6.0,1.40124559811,0.999994000018,1.4100522199499774,1.4100518765287373,1.4100518765287373,1.4100518765287373,1.4100518765287373
6.11111111111,1.40128748045,0.999994000018,1.410067857509048,1.4100675140878078,1.4100675140878078,1.4100675140878078,1.4100675140878078
6.22222222222,1.4013293628,0.999994000018,1.4100834950681185,1.4100831516468784,1.4100831516468784,1.4100831516468784,1.4100831516468784
6.33333333333,1.40137124514,0.999994000018,1.410099132627189,1.4100987892059489,1.4100987892059489,1.4100987892059489,1.4100987892059489
6.44444444444,1.40141312749,0.999994000018,1.4101147701862595,1.4101144267650194,1.4101144267650194,1.4101144267650194,1.4101144267650194
6.55555555556,1.40145500983,0.999994000018,1.4101304077453314,1.4101300643240913,1.4101300643240913,1.4101300643240913,1.4101300643240913
6.66666666667,1.40149689218,0.999994000018,1.410146045304402,1.4101457018831618,1.4101457018831618,1.4101457018831618,1.4101457018831618
6.77777777778,1.40153877452,0.999994000018,1.4101616828634724,1.4101613394422323,1.4101613394422323,1.4101613394422323,1.4101613394422323
6.88888888889,1.40158065687,0.999994000018,1.410177320422543,1.4101769770013028,1.4101769770013028,1.4101769770013028,1.4101769770013028
7.0,1.40162253921,0.999994000018,1.4101929579816133,1.4101926145603731,1.4101926145603731,1.4101926145603731,1.4101926145603731
7.11111111111,1.40166442156,0.999994000018,1.4102085955406838,1.4102082521194437,1.4102082521194437,1.4102082521194437,1.4102082521194437
7.22222222222,1.4017063039,0.999994000018,1.4102242330997543,1.4102238896785142,1.4102238896785142,1.4102238896785142,1.4102238896785142
7.33333333333,1.40174818625,0.999994000018,1.4102398706588248,1.4102395272375847,1.4102395272375847,1.4102395272375847,1.4102395272375847
7.44444444444,1.40179006859,0.999994000018,1.4102555082178954,1.4102551647966552,1.4102551647966552,1.4102551647966552,1.4102551647966552
7.55555555556,1.40183195094,0.999994000018,1.4102711457769672,1.410270802355727,1.410270802355727,1.410270802355727,1.410270802355727
7.66666666667,1.40187383329,0.999994000018,1.4102867833360377,1.4102864399147976,1.4102864399147976,1.4102864399147976,1.4102864399147976
7.77777777778,1.40195555788,0.999994000018,1.4103024208951083,1.4103020774738682,1.4103020774738682,1.4103020774738682,1.4103020774738682
7.88888888889,1.40204378015,0.999994000018,1.4103180584541788,1.4103177150329387,1.4103177150329387,1.4103177150329387,1.4103177150329387
8.0,1.40213200241,0.999994000018,1.4103336960132493,1.4103333525920092,1.4103333525920092,1.4103333525920092,1.4103333525920092
8.11111111111,1.40222022468,0.999994000018,1.4103493335723198,1.4103489901510797,1.4103489901510797,1.4103489901510797,1.4103489901510797
8.22222222222,1.40230844695,0.999994000018,1.4103649711313904,1.4103646277101503,1.4103646277101503,1.4103646277101503,1.4103646277101503
8.33333333333,1.40239666922,0.999994000018,1.410380608690461,1.4103802652692208,1.4103802652692208,1.4103802652692208,1.4103802652692208
8.44444444444,1.40248489148,0.999994000018,1.4103962462495314,1.4103959028282913,1.4103959028282913,1.4103959028282913,1.4103959028282913
8.55555555556,1.40257311375,0.999994000018,1.4104118838086033,1.4104115403873632,1.4104115403873632,1.4104115403873632,1.4104115403873632
8.66666666667,1.40266133602,0.999994000018,1.4104275213676738,1.4104271779464337,1.4104271779464337,1.4104271779464337,1.4104271779464337
8.77777777778,1.40274955829,0.999994000018,1.4104431589267443,1.4104428155055042,1.4104428155055042,1.4104428155055042,1.4104428155055042
8.88888888889,1.40283778055,0.999994000018,1.4104587964858146,1.4104584530645745,1.4104584530645745,1.4104584530645745,1.4104584530645745
9.0,1.40292600282,0.999994000018,1.4104744340448852,1.410474090623645,1.410474090623645,1.410474090623645,1.410474090623645
9.11111111111,1.40301422509,0.999994000018,1.4104900716039557,1.4104897281827156,1.4104897281827156,1.4104897281827156,1.4104897281827156
9.22222222222,1.40310244736,0.999994000018,1.4105057091630262,1.410505365741786,1.410505365741786,1.410505365741786,1.410505365741786
9.33333333333,1.40319066962,0.999994000018,1.4105213467220967,1.4105210033008566,1.4105210033008566,1.4105210033008566,1.4105210033008566
9.44444444444,1.40327889189,0.999994000018,1.4105369842811672,1.4105366408599271,1.4105366408599271,1.4105366408599271,1.4105366408599271
9.55555555556,1.40336711416,0.999994000018,1.410552621840239,1.410552278418999,1.410552278418999,1.410552278418999,1.410552278418999
9.66666666667,1.40345533642,0.999994000018,1.4105682593993096,1.4105679159780695,1.4105679159780695,1.4105679159780695,1.4105679159780695
9.77777777778,1.40354355869,0.999994000018,1.4105838969583802,1.41058355353714,1.41058355353714,1.41058355353714,1.41058355353714
9.88888888889,1.40363178096,0.999994000018,1.4105995345174507,1.4105991910962106,1.4105991910962106,1.4105991910962106,1.4105991910962106
10.0,1.40372000323,0.999994000018,1.4106151720765212,1.410614828655281,1.410614828655281,1.410614828655281,1.410614828655281
10.1111111111,1.40380822549,0.999994000018,1.4106308096355902,1.41063046621435,1.41063046621435,1.41063046621435,1.41063046621435
10.2222222222,1.40389644776,0.999994000018,1.4106464471946594,1.4106461037734193,1.4106461037734193,1.4106461037734193,1.4106461037734193
10.3333333333,1.40398467003,0.999994000018,1.4106620847537286,1.4106617413324885,1.4106617413324885,1.4106617413324885,1.4106617413324885
10.4444444444,1.4040728923,0.999994000018,1.4106777223127975,1.4106773788915574,1.4106773788915574,1.4106773788915574,1.4106773788915574
10.5555555556,1.40416111456,0.999994000018,1.4106933598718807,1.4106930164506406,1.4106930164506406,1.4106930164506406,1.4106930164506406
10.6666666667,1.40424933683,0.999994000018,1.41070899743095,1.4107086540097098,1.4107086540097098,1.4107086540097098,1.4107086540097098
10.7777777778,1.4043375591,0.999994000018,1.4107246349900189,1.4107242915687788,1.4107242915687788,1.4107242915687788,1.4107242915687788
10.8888888889,1.40442578137,0.999994000018,1.410740272549088,1.410739929127848,1.410739929127848,1.410739929127848,1.410739929127848
11.0,1.40451400363,0.999994000018,1.410755910108157,1.410755566686917,1.410755566686917,1.410755566686917,1.410755566686917
11.1111111111,1.4046022259,0.999994000018,1.4107715476672262,1.4107712042459861,1.4107712042459861,1.4107712042459861,1.4107712042459861
11.2222222222,1.40469044817,0.999994000018,1.4107871852262954,1.4107868418050553,1.4107868418050553,1.4107868418050553,1.4107868418050553
11.3333333333,1.40477867044,0.999994000018,1.4108028227853644,1.4108024793641243,1.4108024793641243,1.4108024793641243,1.4108024793641243
11.4444444444,1.4048668927,0.999994000018,1.4108184603444336,1.4108181169231935,1.4108181169231935,1.4108181169231935,1.4108181169231935
11.5555555556,1.40495511497,0.999994000018,1.4108340979035168,1.4108337544822767,1.4108337544822767,1.4108337544822767,1.4108337544822767
11.6666666667,1.40504333724,0.999994000018,1.4108497354625857,1.4108493920413456,1.4108493920413456,1.4108493920413456,1.4108493920413456
11.7777777778,1.4051315595,0.999994000018,1.410865373021655,1.4108650296004148,1.4108650296004148,1.4108650296004148,1.4108650296004148
11.8888888889,1.40521978177,0.999994000018,1.410881010580724,1.4108806671594838,1.4108806671594838,1.4108806671594838,1.4108806671594838
12.0,1.40530800404,0.999994000018,1.410896648139793,1.410896304718553,1.410896304718553,1.410896304718553,1.410896304718553
12.1111111111,1.40539622631,0.999994000018,1.410912285698862,1.410911942277622,1.410911942277622,1.410911942277622,1.410911942277622
12.2222222222,1.40548444857,0.999994000018,1.4109279232579313,1.4109275798366911,1.4109275798366911,1.4109275798366911,1.4109275798366911
12.3333333333,1.40557267084,0.999994000018,1.4109435608170005,1.4109432173957603,1.4109432173957603,1.4109432173957603,1.4109432173957603
12.4444444444,1.40566089311,0.999994000018,1.4109591983760694,1.4109588549548293,1.4109588549548293,1.4109588549548293,1.4109588549548293
12.5555555556,1.40574911538,0.999994000018,1.4109748359351526,1.4109744925139125,1.4109744925139125,1.4109744925139125,1.4109744925139125
12.6666666667,1.40583733764,0.999994000018,1.4109904734942218,1.4109901300729817,1.4109901300729817,1.4109901300729817,1.4109901300729817
12.7777777778,1.40592555991,0.999994000018,1.4110061110532908,1.4110057676320507,1.4110057676320507,1.4110057676320507,1.4110057676320507
12.8888888889,1.40601378218,0.999994000018,1.41102174861236,1.4110214051911198,1.4110214051911198,1.4110214051911198,1.4110214051911198
13.0,1.40610200445,0.999994000018,1.411037386171429,1.4110370427501888,1.4110370427501888,1.4110370427501888,1.4110370427501888
13.1111111111,1.40619022671,0.999994000018,1.4110530237304981,1.411052680309258,1.411052680309258,1.411052680309258,1.411052680309258
13.2222222222,1.40627844898,0.999994000018,1.411068661289567,1.411068317868327,1.411068317868327,1.411068317868327,1.411068317868327
13.3333333333,1.40636667125,0.999994000018,1.4110842988486363,1.4110839554273962,1.4110839554273962,1.4110839554273962,1.4110839554273962
13.4444444444,1.40645489351,0.999994000018,1.4110999364077055,1.4110995929864654,1.4110995929864654,1.4110995929864654,1.4110995929864654
13.5555555556,1.40654311578,0.999994000018,1.4111155739667887,1.4111152305455485,1.4111152305455485,1.4111152305455485,1.4111152305455485
13.6666666667,1.40663133805,0.999994000018,1.4111312115258576,1.4111308681046175,1.4111308681046175,1.4111308681046175,1.4111308681046175
13.7777777778,1.40671956032,0.999994000018,1.4111468490849268,1.4111465056636867,1.4111465056636867,1.4111465056636867,1.4111465056636867
13.8888888889,1.40680778258,0.999994000018,1.4111624866439958,1.4111621432227557,1.4111621432227557,1.4111621432227557,1.4111621432227557
14.0,1.40689600485,0.999994000018,1.411178124203065,1.4111777807818249,1.4111777807818249,1.4111777807818249,1.4111777807818249
14.1111111111,1.40698422712,0.999994000018,1.411193761762134,1.4111934183408938,1.4111934183408938,1.4111934183408938,1.4111934183408938
14.2222222222,1.40707244939,0.999994000018,1.4112093993212032,1.411209055899963,1.411209055899963,1.411209055899963,1.411209055899963
14.3333333333,1.40716067165,0.999994000018,1.4112250368802723,1.4112246934590322,1.4112246934590322,1.4112246934590322,1.4112246934590322
14.4444444444,1.40724889392,0.999994000018,1.4112406744393413,1.4112403310181012,1.4112403310181012,1.4112403310181012,1.4112403310181012
14.5555555556,1.40733711619,0.999994000018,1.4112563119984245,1.4112559685771844,1.4112559685771844,1.4112559685771844,1.4112559685771844
14.6666666667,1.40742533846,0.999994000018,1.4112719495574937,1.4112716061362536,1.4112716061362536,1.4112716061362536,1.4112716061362536
14.7777777778,1.40751356072,0.999994000018,1.4112875871165627,1.4112872436953225,1.4112872436953225,1.4112872436953225,1.4112872436953225
14.8888888889,1.40760178299,0.999994000018,1.4113032246756319,1.4113028812543917,1.4113028812543917,1.4113028812543917,1.4113028812543917
15.0,1.40769000526,0.999994000018,1.4113188622347008,1.4113185188134607,1.4113185188134607,1.4113185188134607,1.4113185188134607
15.1111111111,1.40777822753,0.999994000018,1.41133449979377,1.41133415637253,1.41133415637253,1.41133415637253,1.41133415637253
15.2222222222,1.40786644979,0.999994000018,1.411350137352839,1.4113497939315989,1.4113497939315989,1.4113497939315989,1.4113497939315989
15.3333333333,1.40795467206,0.999994000018,1.4113657749119082,1.411365431490668,1.411365431490668,1.411365431490668,1.411365431490668
15.4444444444,1.40802150537,0.999994000018,1.4113814124709774,1.4113810690497373,1.4113810690497373,1.4113810690497373,1.4113810690497373
15.5555555556,1.40808086908,0.999994000018,1.4113970500300606,1.4113967066088204,1.4113967066088204,1.4113967066088204,1.4113967066088204
15.6666666667,1.40814023278,0.999994000018,1.4114126875891295,1.4114123441678894,1.4114123441678894,1.4114123441678894,1.4114123441678894
