"case_id","q_mAh_cm2","S_avg","cI2_surf_tot_avg","beta_surf_avg"
"baseline_J40_Q120","9.22222222222","0.244629358104","130.651907973","1204.79187878"
"baseline_J40_Q120","9.33333333333","0.245363994306","130.969635081","1204.10558823"
"baseline_J40_Q120","9.44444444444","0.246099468476","131.287362189","1203.41929767"
"baseline_J40_Q120","9.55555555556","0.246835782049","131.605089297","1202.73300712"
"baseline_J40_Q120","9.66666666667","0.247572936463","131.922816405","1202.04671656"
"baseline_J40_Q120","9.77777777778","0.248310933159","132.240543513","1201.36042601"
"baseline_J40_Q120","9.88888888889","0.249049773582","132.558270621","1200.67413546"
"baseline_J40_Q120","10.0","0.249789459179","132.875997729","1199.9878449"
"baseline_J40_Q120","10.1111111111","0.250529991402","133.193724837","1199.30155435"
"baseline_J40_Q120","10.2222222222","0.251271371705","133.511451946","1198.6152638"
"baseline_J40_Q120","10.3333333333","0.252013601546","133.829179054","1197.92897324"
"baseline_J40_Q120","10.4444444444","0.252756682386","134.146906162","1197.24268269"
"baseline_J40_Q120","10.5555555556","0.253500615689","134.46463327","1196.55639214"
"baseline_J40_Q120","10.6666666667","0.254245402924","134.782360378","1195.87010158"
"baseline_J40_Q120","10.7777777778","0.254991045561","135.100087486","1195.18381103"
"baseline_J40_Q120","10.8888888889","0.255737545075","135.417814594","1194.49752048"
"baseline_J40_Q120","11.0","0.256484902945","135.735541702","1193.81122992"
"baseline_J40_Q120","11.1111111111","0.257233120651","136.05326881","1193.12493937"
"baseline_J40_Q120","11.2222222222","0.257982199678","136.370995919","1192.43864882"
"baseline_J40_Q120","11.3333333333","0.258732141516","136.688723027","1191.75235826"
"baseline_J40_Q120","11.4444444444","0.259482947654","137.006450135","1191.06606771"
"baseline_J40_Q120","11.5555555556","0.260234619589","137.324177243","1190.37977716"
"baseline_J40_Q120","11.6666666667","0.260987158819","137.641904351","1189.6934866"
"baseline_J40_Q120","11.7777777778","0.261740566846","137.959631459","1189.00719605"
"baseline_J40_Q120","11.8888888889","0.262494845175","138.277358567","1188.32090549"
"baseline_J40_Q120","12.0","0.263249995316","138.595085675","1187.63461494"
"baseline_J40_Q120","12.1111111111","0.26400601878","138.912812783","1186.94832439"
"baseline_J40_Q120","12.2222222222","0.264762917085","139.230539892","1186.26203383"
"baseline_J40_Q120","12.3333333333","0.265520691749","139.548267","1185.57574328"
"baseline_J40_Q120","12.4444444444","0.266279344295","139.865994108","1184.88945273"
"baseline_J40_Q120","12.5555555556","0.26703887625","140.183721216","1184.20316217"
"baseline_J40_Q120","12.6666666667","0.267799289144","140.501448324","1183.51687162"
"baseline_J40_Q120","12.7777777778","0.268560584511","140.819175432","1182.83058107"
"baseline_J40_Q120","12.8888888889","0.269322763887","141.13690254","1182.14429051"
"baseline_J40_Q120","13.0","0.270085828814","141.454629648","1181.45799996"
"baseline_J40_Q120","13.1111111111","0.270849780835","141.772356756","1180.77170941"
"baseline_J40_Q120","13.2222222222","0.2716146215","142.090083865","1180.08541885"
"baseline_J40_Q120","13.3333333333","0.272380352358","142.407810973","1179.3991283"
"baseline_J40_Q120","13.4444444444","0.273146974966","142.725538081","1178.71283775"
"baseline_J40_Q120","13.5555555556","0.273914490882","143.043265189","1178.02654719"
