Q_mAh_cm2,V_baseline_KC_V,V_network_smooth_path_V,DeltaV_network_minus_KC_mV,K_over_K0_baseline_KC,K_over_K0_network_smooth_path,eps_s_baseline_KC,eps_s_network_smooth_path,evidence_class
61,1.4236508,1.4236507,-0.000100000000058,1,1,5.4450381e-18,8.6231171e-18,E-SIM
61.111111,1.4236717,1.4236717,0,1,1,5.4450381e-18,8.6231171e-18,E-SIM
61.222222,1.4236926,1.4236926,0,1,1,5.4450381e-18,8.6231171e-18,E-SIM
61.333333,1.4237135,1.4237135,0,1,1,5.4450381e-18,8.6231171e-18,E-SIM
61.444444,1.4237343,1.4237343,0,1,1,5.4450381e-18,8.6231171e-18,E-SIM
61.555556,1.4237551,1.423755,-9.99999998363e-05,1,1,5.4450381e-18,8.6231171e-18,E-SIM
61.666667,1.4237758,1.4237757,-0.000100000000058,1,1,5.4450381e-18,8.6019652e-18,E-SIM
61.777778,1.4237964,1.4237964,0,1,1,5.4450381e-18,8.6019652e-18,E-SIM
61.888889,1.423817,1.423817,0,1,1,5.4450381e-18,8.6019652e-18,E-SIM
62,1.4238375,1.4238375,0,1,1,5.4450381e-18,8.6019652e-18,E-SIM
62.111111,1.423858,1.423858,0,1,1,5.4450381e-18,8.6019652e-18,E-SIM
62.222222,1.4238784,1.4238784,0,1,1,5.4450381e-18,8.6019652e-18,E-SIM
62.333333,1.4238988,1.4238988,0,1,1,5.4450381e-18,8.6019652e-18,E-SIM
62.444444,1.4239191,1.4239191,0,1,1,5.4450381e-18,8.6019652e-18,E-SIM
62.555556,1.4239394,1.4239394,0,1,1,5.4450381e-18,8.6019652e-18,E-SIM
62.666667,1.4239596,1.4239596,0,1,1,5.4450381e-18,8.6019652e-18,E-SIM
62.777778,1.4239798,1.4239797,-9.99999998363e-05,1,1,5.4450381e-18,8.6019652e-18,E-SIM
62.888889,1.4239999,1.4239999,0,1,1,5.4450381e-18,8.6019652e-18,E-SIM
63,1.4240199,1.4240199,0,1,1,5.4450381e-18,8.6019652e-18,E-SIM
63.111111,1.4240399,1.4240399,0,1,1,5.4450381e-18,8.6019652e-18,E-SIM
63.222222,1.4240599,1.4240599,0,1,1,5.4450381e-18,8.6019652e-18,E-SIM
63.333333,1.4240798,1.4240797,-9.99999998363e-05,1,1,5.4450381e-18,8.6019652e-18,E-SIM
63.444444,1.4241003,1.4241003,0,1,1,7.2905536e-12,7.391818e-12,E-SIM
63.555556,1.4241211,1.424121,-0.000100000000058,1,1,1.7284666e-11,1.7524744e-11,E-SIM
63.666667,1.4241418,1.4241418,0,1,1,2.7459697e-11,2.78411e-11,E-SIM
63.777778,1.4241625,1.4241624,-0.000100000000058,1,1,3.7815644e-11,3.8340886e-11,E-SIM
63.888889,1.4241831,1.4241831,0,1,1,4.835251e-11,4.9024104e-11,E-SIM
64,1.4242037,1.4242037,0,1,1,5.9070294e-11,5.9890753e-11,E-SIM
64.111111,1.4242243,1.4242243,0,1,1,6.9968997e-11,7.0940832e-11,E-SIM
64.222222,1.4242448,1.4242448,0,1,1,8.1048616e-11,8.2174342e-11,E-SIM
64.333333,1.4242653,1.4242653,0,1,1,9.2309154e-11,9.3591282e-11,E-SIM
64.444444,1.4242858,1.4242858,0,1,1,1.0375061e-10,1.0519165e-10,E-SIM
64.555556,1.4243062,1.4243062,0,1,1,1.1537298e-10,1.1697546e-10,E-SIM
64.666667,1.4243266,1.4243266,0,1,1,1.2717627e-10,1.2894269e-10,E-SIM
64.777778,1.424347,1.4243469,-0.000100000000058,1,1,1.3916048e-10,1.4109335e-10,E-SIM
64.888889,1.4243673,1.4243673,0,1,1,1.5132561e-10,1.5342745e-10,E-SIM
65,1.4243876,1.4243875,-0.000100000000058,1,1,1.6367165e-10,1.6594497e-10,E-SIM
65.111111,1.4244078,1.4244078,0,1,1,1.7619862e-10,1.7864593e-10,E-SIM
65.222222,1.424428,1.424428,0,1,1,1.889065e-10,1.9153031e-10,E-SIM
65.333333,1.4244482,1.4244482,0,1,1,2.0179529e-10,2.0459813e-10,E-SIM
65.444444,1.4244683,1.4244683,0,1,1,2.1486501e-10,2.1784938e-10,E-SIM
65.555556,1.4244884,1.4244884,0,1,1,2.2811564e-10,2.3128405e-10,E-SIM
65.666667,1.4245085,1.4245085,0,1,1,2.415472e-10,2.4490216e-10,E-SIM
65.777778,1.4245285,1.4245285,0,1,1,2.5515967e-10,2.587037e-10,E-SIM
65.888889,1.4245485,1.4245485,0,1,1,2.6895305e-10,2.7268867e-10,E-SIM
66,1.4245685,1.4245685,0,1,1,2.8292736e-10,2.8685707e-10,E-SIM
66.111111,1.4245884,1.4245884,0,0.99999999,1,2.9708258e-10,3.0120891e-10,E-SIM
66.222222,1.4246083,1.4246083,0,0.99999999,1,3.1141872e-10,3.1574417e-10,E-SIM
66.333333,1.4246281,1.4246281,0,0.99999999,1,3.2593578e-10,3.3046286e-10,E-SIM
66.444444,1.4246479,1.4246479,0,0.99999999,1,3.4063376e-10,3.4536499e-10,E-SIM
66.555556,1.4246677,1.4246677,0,0.99999999,1,3.5551265e-10,3.6045054e-10,E-SIM
66.666667,1.4246874,1.4246874,0,0.99999999,1,3.7057246e-10,3.7571953e-10,E-SIM
66.777778,1.4247071,1.4247071,0,0.99999999,1,3.8581319e-10,3.9117194e-10,E-SIM
66.888889,1.4247268,1.4247268,0,0.99999999,1,4.0123484e-10,4.0680779e-10,E-SIM
67,1.4247464,1.4247464,0,0.99999999,1,4.1683741e-10,4.2262707e-10,E-SIM
67.111111,1.424766,1.424766,0,0.99999999,1,4.3262089e-10,4.3862977e-10,E-SIM
67.222222,1.4247856,1.4247856,0,0.99999999,1,4.4858529e-10,4.5481591e-10,E-SIM
67.333333,1.4248051,1.4248051,0,0.99999999,1,4.6473061e-10,4.7118548e-10,E-SIM
67.444444,1.4248246,1.4248246,0,0.99999999,1,4.8105685e-10,4.8773848e-10,E-SIM
67.555556,1.424844,1.4248441,0.000100000000058,0.99999999,1,4.9756401e-10,5.0447491e-10,E-SIM
67.666667,1.4248634,1.4248635,0.000100000000058,0.99999999,1,5.1425208e-10,5.2139477e-10,E-SIM
67.777778,1.4248828,1.4248829,0.000100000000058,0.99999999,1,5.3112107e-10,5.3849807e-10,E-SIM
67.888889,1.4249022,1.4249022,0,0.99999999,1,5.4817098e-10,5.5578479e-10,E-SIM
68,1.4249215,1.4249215,0,0.99999999,1,5.6540181e-10,5.7325494e-10,E-SIM
68.111111,1.4249407,1.4249408,9.99999998363e-05,0.99999999,1,5.8281355e-10,5.9090853e-10,E-SIM
68.222222,1.42496,1.42496,0,0.99999999,1,6.0040621e-10,6.0874554e-10,E-SIM
68.333333,1.4249792,1.4249792,0,0.99999999,1,6.1817979e-10,6.2676599e-10,E-SIM
68.444444,1.4249983,1.4249984,0.000100000000058,0.99999999,1,6.3613429e-10,6.4496987e-10,E-SIM
68.555556,1.4250174,1.4250175,0.000100000000058,0.99999999,1,6.5426971e-10,6.6335717e-10,E-SIM
68.666667,1.4250365,1.4250366,0.000100000000058,0.99999999,1,6.7258604e-10,6.8192791e-10,E-SIM
68.777778,1.4250556,1.4250556,0,0.99999999,1,6.9108329e-10,7.0068208e-10,E-SIM
68.888889,1.4250746,1.4250747,9.99999998363e-05,0.99999999,1,7.0976146e-10,7.1961968e-10,E-SIM
69,1.4250936,1.4250936,0,0.99999999,1,7.2862055e-10,7.3874071e-10,E-SIM
69.111111,1.4251125,1.4251126,0.000100000000058,0.99999999,1,7.4766055e-10,7.5804517e-10,E-SIM
69.222222,1.4251314,1.4251315,0.000100000000058,0.99999999,1,7.6688148e-10,7.7753306e-10,E-SIM
69.333333,1.4251503,1.4251504,9.99999998363e-05,0.99999999,1,7.8628332e-10,7.9720438e-10,E-SIM
69.444444,1.4251691,1.4251692,0.000100000000058,0.99999999,1,8.0586607e-10,8.1705914e-10,E-SIM
69.555556,1.4251879,1.425188,9.99999998363e-05,0.99999999,1,8.2562975e-10,8.3709732e-10,E-SIM
69.666667,1.4252067,1.4252068,0.000100000000058,0.99999999,1,8.4557434e-10,8.5731893e-10,E-SIM
69.777778,1.4252254,1.4252255,0.000100000000058,0.99999999,1,8.6569986e-10,8.7772398e-10,E-SIM
69.888889,1.4252441,1.4252442,0.000100000000058,0.99999999,1,8.8600629e-10,8.9831245e-10,E-SIM
70,1.4252627,1.4252628,0.000100000000058,0.99999998,1,9.0649363e-10,9.1908436e-10,E-SIM
70.111111,1.4252814,1.4252815,0.000100000000058,0.99999998,1,9.271619e-10,9.400397e-10,E-SIM
70.222222,1.4252999,1.4253,0.000100000000058,0.99999998,1,9.4801108e-10,9.6117846e-10,E-SIM
70.333333,1.4253185,1.4253186,0.000100000000058,0.99999998,1,9.6904118e-10,9.8250066e-10,E-SIM
70.444444,1.425337,1.4253371,9.99999998363e-05,0.99999998,1,9.902522e-10,1.0040063e-09,E-SIM
70.555556,1.4253555,1.4253556,0.000100000000058,0.99999998,1,1.0116441e-09,1.0256954e-09,E-SIM
70.666667,1.4253739,1.425374,9.99999998363e-05,0.99999998,1,1.033217e-09,1.0475678e-09,E-SIM
70.777778,1.4253923,1.4253924,0.000100000000058,0.99999998,1,1.0549708e-09,1.0696238e-09,E-SIM
70.888889,1.4254107,1.4254108,0.000100000000058,0.99999998,1,1.0769055e-09,1.0918631e-09,E-SIM
71,1.425429,1.4254291,9.99999998363e-05,0.99999998,1,1.0990211e-09,1.1142859e-09,E-SIM
71.111111,1.4254473,1.4254474,9.99999998363e-05,0.99999998,1,1.1213176e-09,1.1368921e-09,E-SIM
71.222222,1.4254655,1.4254657,0.000199999999895,0.99999998,1,1.143795e-09,1.1596818e-09,E-SIM
71.333333,1.4254837,1.4254839,0.000199999999895,0.99999998,1,1.1664534e-09,1.1826548e-09,E-SIM
71.444444,1.4255019,1.4255021,0.000200000000117,0.99999998,1,1.1892927e-09,1.2058113e-09,E-SIM
71.555556,1.4255201,1.4255202,0.000100000000058,0.99999998,1,1.2123129e-09,1.2291513e-09,E-SIM
71.666667,1.4255382,1.4255383,9.99999998363e-05,0.99999998,1,1.235514e-09,1.2526746e-09,E-SIM
71.777778,1.4255563,1.4255564,0.000100000000058,0.99999998,1,1.258896e-09,1.2763814e-09,E-SIM
71.888889,1.4255743,1.4255745,0.000199999999895,0.99999998,1,1.282459e-09,1.3002717e-09,E-SIM
72,1.4255923,1.4255925,0.000200000000117,0.99999998,1,1.3062028e-09,1.3243453e-09,E-SIM
72.111111,1.4256103,1.4256104,0.000100000000058,0.99999998,1,1.3301276e-09,1.3486024e-09,E-SIM
72.222222,1.4256282,1.4256284,0.000199999999895,0.99999998,1,1.3542333e-09,1.3730429e-09,E-SIM
72.333333,1.4256461,1.4256463,0.000199999999895,0.99999998,1,1.37852e-09,1.3976669e-09,E-SIM
72.444444,1.4256639,1.4256641,0.000200000000117,0.99999998,1,1.4029875e-09,1.4224743e-09,E-SIM
72.555556,1.4256818,1.4256819,0.000100000000058,0.99999998,1,1.427636e-09,1.4474651e-09,E-SIM
72.666667,1.4256995,1.4256997,0.000200000000117,0.99999998,1,1.4524653e-09,1.4726393e-09,E-SIM
72.777778,1.4257173,1.4257175,0.000199999999895,0.99999998,1,1.4774756e-09,1.497997e-09,E-SIM
72.888889,1.425735,1.4257352,0.000200000000117,0.99999997,1,1.5026668e-09,1.5235381e-09,E-SIM
73,1.4257527,1.4257529,0.000199999999895,0.99999997,1,1.528039e-09,1.5492626e-09,E-SIM
73.111111,1.4257703,1.4257705,0.000200000000117,0.99999997,1,1.553592e-09,1.5751706e-09,E-SIM
73.222222,1.4257879,1.4257881,0.000199999999895,0.99999997,1,1.579326e-09,1.601262e-09,E-SIM
73.333333,1.4258055,1.4258057,0.000199999999895,0.99999997,1,1.6052409e-09,1.6275368e-09,E-SIM
73.444444,1.425823,1.4258232,0.000199999999895,0.99999997,1,1.6313367e-09,1.6539951e-09,E-SIM
73.555556,1.4258405,1.4258407,0.000199999999895,0.99999997,1,1.6576134e-09,1.6806368e-09,E-SIM
73.666667,1.425858,1.4258582,0.000199999999895,0.99999997,1,1.684071e-09,1.7074619e-09,E-SIM
73.777778,1.4258754,1.4258756,0.000199999999895,0.99999997,1,1.7107096e-09,1.7344704e-09,E-SIM
73.888889,1.4258928,1.425893,0.000200000000117,0.99999997,1,1.737529e-09,1.7616624e-09,E-SIM
74,1.4259101,1.4259104,0.000299999999953,0.99999997,1,1.7645294e-09,1.7890378e-09,E-SIM
74.111111,1.4259274,1.4259277,0.000299999999953,0.99999997,1,1.7917107e-09,1.8165967e-09,E-SIM
74.222222,1.4259447,1.425945,0.000299999999953,0.99999997,1,1.819073e-09,1.844339e-09,E-SIM
74.333333,1.425962,1.4259622,0.000200000000117,0.99999997,1,1.8466161e-09,1.8722647e-09,E-SIM
74.444444,1.4259792,1.4259794,0.000199999999895,0.99999997,1,1.8743402e-09,1.9003738e-09,E-SIM
74.555556,1.4259963,1.4259966,0.000299999999953,0.99999997,1,1.9022452e-09,1.9286664e-09,E-SIM
74.666667,1.4260135,1.4260137,0.000199999999895,0.99999997,1,1.9303311e-09,1.9571423e-09,E-SIM
74.777778,1.4260306,1.4260308,0.000199999999895,0.99999997,1,1.9585979e-09,1.9858018e-09,E-SIM
74.888889,1.4260476,1.4260479,0.000299999999953,0.99999997,1,1.9870456e-09,2.0146446e-09,E-SIM
75,1.4260646,1.4260649,0.000300000000175,0.99999997,1,2.0156743e-09,2.0436709e-09,E-SIM
75.111111,1.4260816,1.4260819,0.000299999999953,0.99999997,1,2.0444838e-09,2.0728806e-09,E-SIM
75.222222,1.4260986,1.4260989,0.000299999999953,0.99999997,1,2.0734743e-09,2.1022738e-09,E-SIM
75.333333,1.4261155,1.4261158,0.000299999999953,0.99999996,1,2.1026457e-09,2.1318504e-09,E-SIM
75.444444,1.4261344,1.4261347,0.000299999999953,0.99999995,1,2.8009683e-09,2.8308265e-09,E-SIM
75.555556,1.4261539,1.4261542,0.000299999999953,0.99999994,1,3.7670792e-09,3.7985394e-09,E-SIM
75.666667,1.4261735,1.4261738,0.000299999999953,0.99999992,0.99999999,4.7504843e-09,4.7835717e-09,E-SIM
75.777778,1.4261931,1.4261934,0.000299999999953,0.9999999,0.99999999,5.75103e-09,5.7857687e-09,E-SIM
75.888889,1.4262127,1.426213,0.000299999999953,0.99999989,0.99999999,6.7687161e-09,6.8051304e-09,E-SIM
76,1.4262323,1.4262326,0.000300000000175,0.99999987,0.99999999,7.8035427e-09,7.8416568e-09,E-SIM
76.111111,1.426252,1.4262523,0.000299999999953,0.99999985,0.99999999,8.8555098e-09,8.8953479e-09,E-SIM
76.222222,1.4262716,1.4262719,0.000299999999953,0.99999983,0.99999999,9.9246173e-09,9.9662036e-09,E-SIM
76.333333,1.4262913,1.4262916,0.000300000000175,0.99999981,0.99999999,1.1010865e-08,1.1054224e-08,E-SIM
76.444444,1.4263109,1.4263113,0.000400000000012,0.9999998,0.99999998,1.2114254e-08,1.2159409e-08,E-SIM
76.555556,1.4263306,1.4263309,0.000299999999953,0.99999978,0.99999998,1.3234783e-08,1.3281759e-08,E-SIM
76.666667,1.4263503,1.4263506,0.000299999999953,0.99999976,0.99999998,1.4372452e-08,1.4421273e-08,E-SIM
76.777778,1.42637,1.4263704,0.000400000000012,0.99999974,0.99999998,1.5527262e-08,1.5577953e-08,E-SIM
76.888889,1.4263898,1.4263901,0.000300000000175,0.99999972,0.99999998,1.6699213e-08,1.6751797e-08,E-SIM
77,1.4264095,1.4264098,0.000299999999953,0.9999997,0.99999998,1.7888304e-08,1.7942805e-08,E-SIM
77.111111,1.4264292,1.4264296,0.000400000000012,0.99999968,0.99999997,1.9094535e-08,1.9150978e-08,E-SIM
77.222222,1.426449,1.4264493,0.000299999999953,0.99999966,0.99999997,2.0317907e-08,2.0376333e-08,E-SIM
77.333333,1.4264688,1.4264691,0.000299999999953,0.99999964,0.99999997,2.1558419e-08,2.1618965e-08,E-SIM
77.444444,1.4264886,1.4264889,0.000299999999953,0.99999962,0.99999997,2.2816072e-08,2.2878764e-08,E-SIM
77.555556,1.4265084,1.4265087,0.000300000000175,0.99999959,0.99999997,2.4090865e-08,2.4155729e-08,E-SIM
77.666667,1.4265282,1.4265285,0.000300000000175,0.99999957,0.99999996,2.5382799e-08,2.5449861e-08,E-SIM
77.777778,1.426548,1.4265484,0.000400000000012,0.99999955,0.99999996,2.6691916e-08,2.676116e-08,E-SIM
77.888889,1.4265679,1.4265682,0.000299999999953,0.99999953,0.99999996,2.8018232e-08,2.8089626e-08,E-SIM
78,1.4265877,1.4265881,0.000400000000012,0.9999995,0.99999996,2.9361689e-08,2.9435258e-08,E-SIM
78.111111,1.4266076,1.4266079,0.000299999999953,0.99999948,0.99999995,3.0722288e-08,3.0798058e-08,E-SIM
78.222222,1.4266275,1.4266278,0.000299999999953,0.99999946,0.99999995,3.210003e-08,3.2178024e-08,E-SIM
78.333333,1.4266474,1.4266477,0.000299999999953,0.99999944,0.99999995,3.3494913e-08,3.3575156e-08,E-SIM
78.444444,1.4266697,1.42667,0.000300000000175,0.99999939,0.99999995,3.6009366e-08,3.609147e-08,E-SIM
78.555556,1.4266931,1.4266934,0.000299999999953,0.99999934,0.99999994,3.9026279e-08,3.910887e-08,E-SIM
78.666667,1.4267167,1.4267171,0.000400000000012,0.99999929,0.99999994,4.2178088e-08,4.2262031e-08,E-SIM
78.777778,1.4267406,1.4267409,0.000299999999953,0.99999923,0.99999993,4.5461358e-08,4.554751e-08,E-SIM
78.888889,1.4267647,1.4267651,0.000399999999789,0.99999918,0.99999993,4.8877433e-08,4.8966071e-08,E-SIM
79,1.4267891,1.4267894,0.000300000000175,0.99999912,0.99999992,5.2425223e-08,5.2515882e-08,E-SIM
79.111111,1.4268137,1.426814,0.000299999999953,0.99999905,0.99999991,5.6109548e-08,5.6201206e-08,E-SIM
79.222222,1.4268386,1.4268389,0.000299999999953,0.99999899,0.99999991,5.9925322e-08,6.0019918e-08,E-SIM
79.333333,1.4268637,1.426864,0.000299999999953,0.99999892,0.9999999,6.3870848e-08,6.3968392e-08,E-SIM
79.444444,1.4268891,1.4268894,0.000300000000175,0.99999885,0.99999989,6.7954061e-08,6.8052929e-08,E-SIM
79.555556,1.4269147,1.426915,0.000299999999953,0.99999878,0.99999989,7.2167709e-08,7.2269725e-08,E-SIM
79.666667,1.4269406,1.4269409,0.000299999999953,0.99999871,0.99999988,7.6516065e-08,7.6619503e-08,E-SIM
79.777778,1.4269667,1.426967,0.000300000000175,0.99999863,0.99999987,8.0997556e-08,8.1104293e-08,E-SIM
79.888889,1.426993,1.4269933,0.000299999999953,0.99999856,0.99999986,8.5613752e-08,8.5723802e-08,E-SIM
80,1.4270196,1.4270199,0.000299999999953,0.99999848,0.99999985,9.0360642e-08,9.0474129e-08,E-SIM
80.111111,1.4270468,1.4270471,0.000299999999953,0.99999839,0.99999984,9.539233e-08,9.5509825e-08,E-SIM
80.222222,1.427076,1.4270762,0.000199999999895,0.99999829,0.99999983,1.0153517e-07,1.0165509e-07,E-SIM
80.333333,1.4271057,1.4271059,0.000199999999895,0.99999818,0.99999982,1.0796391e-07,1.080855e-07,E-SIM
80.444444,1.4271358,1.4271361,0.000299999999953,0.99999807,0.99999981,1.1468099e-07,1.1480545e-07,E-SIM
80.555556,1.4271665,1.4271667,0.000199999999895,0.99999795,0.9999998,1.2170106e-07,1.2182876e-07,E-SIM
80.666667,1.4271977,1.4271979,0.000199999999895,0.99999782,0.99999979,1.2901822e-07,1.2914949e-07,E-SIM
80.777778,1.4272294,1.4272295,9.99999998363e-05,0.9999977,0.99999977,1.3662004e-07,1.3675502e-07,E-SIM
80.888889,1.4272615,1.4272617,0.000200000000117,0.99999756,0.99999976,1.4449991e-07,1.4463892e-07,E-SIM
81,1.4272942,1.4272943,0.000100000000058,0.99999743,0.99999974,1.5265409e-07,1.5279706e-07,E-SIM
81.111111,1.4273273,1.4273274,0.000100000000058,0.99999728,0.99999973,1.6108242e-07,1.612292e-07,E-SIM
81.222222,1.427361,1.427361,0,0.99999714,0.99999971,1.6978752e-07,1.6993767e-07,E-SIM
81.333333,1.4273955,1.4273955,0,0.99999698,0.99999969,1.7900902e-07,1.7916483e-07,E-SIM
81.444444,1.4274315,1.4274315,0,0.99999681,0.99999967,1.8917565e-07,1.8933609e-07,E-SIM
81.555556,1.4274683,1.4274683,0,0.99999663,0.99999965,1.9979638e-07,1.9996205e-07,E-SIM
81.666667,1.4275058,1.4275057,-0.000100000000058,0.99999645,0.99999963,2.1084804e-07,2.1101831e-07,E-SIM
81.777778,1.427544,1.4275439,-9.99999998363e-05,0.99999625,0.99999961,2.2232695e-07,2.2250191e-07,E-SIM
81.888889,1.4275829,1.4275827,-0.000199999999895,0.99999605,0.99999959,2.3423513e-07,2.3441495e-07,E-SIM
82,1.4276226,1.4276223,-0.000300000000175,0.99999584,0.99999957,2.4657199e-07,2.4675662e-07,E-SIM
82.111111,1.4276629,1.4276626,-0.000300000000175,0.99999563,0.99999954,2.5934099e-07,2.5953108e-07,E-SIM
82.222222,1.427704,1.4277037,-0.000300000000175,0.9999954,0.99999952,2.7254901e-07,2.7274431e-07,E-SIM
82.333333,1.4277458,1.4277454,-0.000400000000012,0.99999517,0.99999949,2.8618837e-07,2.8638856e-07,E-SIM
82.444444,1.4277884,1.4277879,-0.00050000000007,0.99999494,0.99999946,3.0026119e-07,3.0046629e-07,E-SIM
82.555556,1.427832,1.4278315,-0.00050000000007,0.9999946,0.99999943,3.2019826e-07,3.204647e-07,E-SIM
82.666667,1.4278769,1.4278763,-0.000599999999906,0.99999412,0.99999939,3.489218e-07,3.4924645e-07,E-SIM
82.777778,1.4279226,1.427922,-0.000600000000128,0.99999359,0.99999935,3.8044664e-07,3.8083689e-07,E-SIM
82.888889,1.4279692,1.4279685,-0.000699999999965,0.99999301,0.9999993,4.1483511e-07,4.153013e-07,E-SIM
83,1.4280167,1.4280159,-0.000800000000023,0.99999238,0.99999925,4.5196139e-07,4.5250481e-07,E-SIM
83.111111,1.428065,1.4280642,-0.000800000000023,0.99999171,0.99999919,4.9174252e-07,4.9237031e-07,E-SIM
83.222222,1.4281142,1.4281133,-0.000900000000081,0.99999099,0.99999913,5.3417851e-07,5.3489781e-07,E-SIM
83.333333,1.4281643,1.4281633,-0.000999999999918,0.99999023,0.99999907,5.7926936e-07,5.8008731e-07,E-SIM
83.444444,1.4282152,1.4282141,-0.00109999999998,0.99998943,0.999999,6.2701507e-07,6.2793881e-07,E-SIM
83.555556,1.428267,1.4282658,-0.00120000000003,0.99998858,0.99999892,6.7741563e-07,6.7845231e-07,E-SIM
83.666667,1.42832,1.4283187,-0.00130000000009,0.99998749,0.99999883,7.4184922e-07,7.4306573e-07,E-SIM
83.777778,1.428374,1.4283726,-0.00139999999993,0.99998623,0.99999873,8.1662729e-07,8.1796223e-07,E-SIM
83.888889,1.428429,1.4284275,-0.00149999999999,0.99998487,0.99999861,8.9719945e-07,8.9865666e-07,E-SIM
84,1.4284849,1.4284834,-0.00149999999999,0.99998342,0.99999849,9.8356571e-07,9.8514903e-07,E-SIM
84.111111,1.4285418,1.4285402,-0.00160000000005,0.99998186,0.99999835,1.0757261e-06,1.0774393e-06,E-SIM
84.222222,1.4286002,1.4285985,-0.00169999999988,0.99998007,0.9999982,1.1817849e-06,1.1837021e-06,E-SIM
84.333333,1.4286599,1.4286581,-0.00179999999994,0.99997812,0.99999803,1.2976084e-06,1.2996773e-06,E-SIM
84.444444,1.4287207,1.4287189,-0.00179999999994,0.99997602,0.99999784,1.4224087e-06,1.424632e-06,E-SIM
84.555556,1.4287827,1.4287808,-0.0019,0.99997376,0.99999764,1.5561858e-06,1.5585661e-06,E-SIM
84.666667,1.4288459,1.428844,-0.0019,0.99997135,0.99999743,1.6990627e-06,1.7016166e-06,E-SIM
84.777778,1.4289108,1.4289088,-0.00199999999984,0.99996877,0.99999719,1.8523672e-06,1.8550872e-06,E-SIM
84.888889,1.428977,1.4289751,-0.0019,0.99996602,0.99999693,2.015174e-06,2.0180625e-06,E-SIM
85,1.4290446,1.4290426,-0.00200000000006,0.99996312,0.99999666,2.187483e-06,2.1905423e-06,E-SIM
85.111111,1.4291136,1.4291115,-0.00209999999989,0.99996005,0.99999637,2.369325e-06,2.372565e-06,E-SIM
85.222222,1.4291835,1.4291814,-0.00209999999989,0.99995681,0.99999606,2.5613765e-06,2.5647948e-06,E-SIM
85.333333,1.4292545,1.4292524,-0.00210000000012,0.99995341,0.99999573,2.7632168e-06,2.7668156e-06,E-SIM
85.444444,1.4293268,1.4293247,-0.00209999999989,0.99994984,0.99999538,2.9748461e-06,2.9786274e-06,E-SIM
85.555556,1.4294002,1.4293981,-0.00209999999989,0.99994611,0.99999501,3.1962668e-06,3.2002367e-06,E-SIM
85.666667,1.4294753,1.4294731,-0.00219999999995,0.9999422,0.99999462,3.4278015e-06,3.43196e-06,E-SIM
85.777778,1.4295516,1.4295494,-0.00219999999995,0.99993813,0.99999421,3.6692547e-06,3.6736038e-06,E-SIM
85.888889,1.4296293,1.429627,-0.00230000000001,0.9999339,0.99999377,3.9206263e-06,3.9251682e-06,E-SIM
86,1.4297084,1.429706,-0.00240000000007,0.99992949,0.99999332,4.1819162e-06,4.186653e-06,E-SIM
86.111111,1.4297888,1.4297863,-0.00250000000013,0.99992491,0.99999284,4.4533513e-06,4.4582901e-06,E-SIM
86.222222,1.4298706,1.429868,-0.00260000000019,0.99992017,0.99999234,4.734805e-06,4.7399448e-06,E-SIM
86.333333,1.4299538,1.429951,-0.00280000000008,0.99991525,0.99999182,5.0262707e-06,5.031614e-06,E-SIM
86.444444,1.4300383,1.4300353,-0.0030000000002,0.99991017,0.99999128,5.3277486e-06,5.3332975e-06,E-SIM
86.555556,1.4301235,1.4301204,-0.00310000000003,0.99990492,0.99999071,5.6394155e-06,5.645175e-06,E-SIM
86.666667,1.4302098,1.4302064,-0.00339999999999,0.99989949,0.99999012,5.9611835e-06,5.9671524e-06,E-SIM
86.777778,1.4302971,1.4302935,-0.00359999999988,0.9998939,0.9999895,6.2930408e-06,6.2992207e-06,E-SIM
86.888889,1.4303854,1.4303816,-0.0038,0.99988813,0.99998886,6.6349875e-06,6.64138e-06,E-SIM
87,1.4304743,1.4304703,-0.00399999999989,0.99988219,0.9999882,6.98717e-06,6.9937827e-06,E-SIM
87.111111,1.430564,1.4305598,-0.00420000000001,0.99987609,0.99998751,7.3495256e-06,7.3563583e-06,E-SIM
87.222222,1.4306544,1.4306502,-0.00420000000001,0.99986981,0.9999868,7.7220381e-06,7.7290933e-06,E-SIM
87.333333,1.4307457,1.4307414,-0.00429999999985,0.99986335,0.99998606,8.1047077e-06,8.1119878e-06,E-SIM
87.444444,1.4308389,1.4308346,-0.00429999999985,0.99985673,0.99998529,8.4976989e-06,8.505212e-06,E-SIM
87.555556,1.4309337,1.4309293,-0.0043999999999,0.99984993,0.9999845,8.9009533e-06,8.9086988e-06,E-SIM
87.666667,1.4310299,1.4310254,-0.00449999999996,0.99984296,0.99998369,9.3144453e-06,9.3224259e-06,E-SIM
87.777778,1.4311274,1.4311229,-0.00449999999996,0.99983582,0.99998285,9.738175e-06,9.7463933e-06,E-SIM
87.888889,1.4312276,1.4312231,-0.00449999999996,0.9998285,0.99998198,1.0172329e-05,1.0180794e-05,E-SIM
88,1.43133,1.4313255,-0.00449999999996,0.999821,0.99998109,1.0616856e-05,1.0625567e-05,E-SIM
88.111111,1.4314345,1.43143,-0.00449999999996,0.99981333,0.99998017,1.1071718e-05,1.1080676e-05,E-SIM
88.222222,1.431541,1.4315365,-0.00449999999996,0.99980549,0.99997922,1.1536914e-05,1.1546124e-05,E-SIM
88.333333,1.4316483,1.4316436,-0.00470000000008,0.99979747,0.99997824,1.2012586e-05,1.2022053e-05,E-SIM
