Q_mAh_cm2,V_baseline_KC_V,V_network_smooth_path_V,DeltaV_network_minus_KC_mV,K_over_K0_baseline_KC,K_over_K0_network_smooth_path,eps_s_baseline_KC,eps_s_network_smooth_path,evidence_class
28.777778,1.4148791,1.4148791,0,1,1,5.0828112e-18,8.5675933e-18,E-SIM
28.888889,1.4149176,1.4149176,0,1,1,5.0828112e-18,8.5675933e-18,E-SIM
29,1.414956,1.4149561,9.99999998363e-05,1,1,5.0828112e-18,8.5675933e-18,E-SIM
29.111111,1.4149945,1.4149946,0.000100000000058,1,1,5.0828112e-18,8.5675933e-18,E-SIM
29.222222,1.415033,1.4150331,0.000100000000058,1,1,5.0828112e-18,8.5675933e-18,E-SIM
29.333333,1.4150715,1.4150715,0,1,1,5.0828112e-18,8.5675933e-18,E-SIM
29.444444,1.41511,1.41511,0,1,1,5.0828112e-18,8.5675933e-18,E-SIM
29.555556,1.4151485,1.4151485,0,1,1,5.0828112e-18,8.5675933e-18,E-SIM
29.666667,1.4151869,1.415187,0.000100000000058,1,1,5.0828112e-18,8.5675933e-18,E-SIM
29.777778,1.4152254,1.4152255,0.000100000000058,1,1,5.0828112e-18,8.5675933e-18,E-SIM
29.888889,1.4152639,1.4152639,0,1,1,5.0960311e-18,8.5675933e-18,E-SIM
30,1.4153024,1.4153024,0,1,1,5.0960311e-18,8.5675933e-18,E-SIM
30.111111,1.4153409,1.4153409,0,1,1,5.1092511e-18,8.5675933e-18,E-SIM
30.222222,1.4153793,1.4153794,0.000100000000058,1,1,5.1092511e-18,8.5675933e-18,E-SIM
30.333333,1.4154178,1.4154179,0.000100000000058,1,1,5.1092511e-18,8.5675933e-18,E-SIM
30.444444,1.4154563,1.4154564,0.000100000000058,1,1,5.1092511e-18,8.5675933e-18,E-SIM
30.555556,1.4154948,1.4154948,0,1,1,5.1092511e-18,8.5675933e-18,E-SIM
30.666667,1.4155333,1.4155333,0,1,1,5.1092511e-18,8.5675933e-18,E-SIM
30.777778,1.4155717,1.4155718,9.99999998363e-05,1,1,5.1092511e-18,8.5675933e-18,E-SIM
30.888889,1.4156102,1.4156103,0.000100000000058,1,1,5.1092511e-18,8.5675933e-18,E-SIM
31,1.4156487,1.4156488,0.000100000000058,1,1,5.1092511e-18,8.5675933e-18,E-SIM
31.111111,1.4156872,1.4156872,0,1,1,5.1092511e-18,8.5675933e-18,E-SIM
31.222222,1.4157257,1.4157257,0,1,1,5.130403e-18,8.5675933e-18,E-SIM
31.333333,1.4157641,1.4157642,9.99999998363e-05,1,1,5.130403e-18,8.5675933e-18,E-SIM
31.444444,1.4158026,1.4158027,0.000100000000058,1,1,5.151555e-18,8.5675933e-18,E-SIM
31.555556,1.4158411,1.4158412,0.000100000000058,1,1,5.151555e-18,8.5675933e-18,E-SIM
31.666667,1.4158796,1.4158796,0,1,1,5.151555e-18,8.5675933e-18,E-SIM
31.777778,1.4159181,1.4159181,0,1,1,5.151555e-18,8.5675933e-18,E-SIM
31.888889,1.4159566,1.4159566,0,1,1,5.151555e-18,8.5675933e-18,E-SIM
32,1.415995,1.4159951,0.000100000000058,1,1,5.151555e-18,8.5675933e-18,E-SIM
32.111111,1.4160335,1.4160336,0.000100000000058,1,1,5.151555e-18,8.5675933e-18,E-SIM
32.222222,1.416072,1.416072,0,1,1,5.151555e-18,8.5675933e-18,E-SIM
32.333333,1.4161105,1.4161105,0,1,1,5.151555e-18,8.5675933e-18,E-SIM
32.444444,1.416149,1.416149,0,1,1,5.151555e-18,8.5675933e-18,E-SIM
32.555556,1.4161874,1.4161875,9.99999998363e-05,1,1,5.151555e-18,8.5675933e-18,E-SIM
32.666667,1.4162259,1.416226,0.000100000000058,1,1,5.151555e-18,8.5675933e-18,E-SIM
32.777778,1.4162644,1.4162644,0,1,1,5.151555e-18,8.5675933e-18,E-SIM
32.888889,1.4163029,1.4163029,0,1,1,5.1938589e-18,8.5675933e-18,E-SIM
33,1.4163414,1.4163414,0,1,1,5.1938589e-18,8.5675933e-18,E-SIM
33.111111,1.4163798,1.4163799,9.99999998363e-05,1,1,5.1938589e-18,8.5675933e-18,E-SIM
33.222222,1.4164183,1.4164184,0.000100000000058,1,1,5.1938589e-18,8.5675933e-18,E-SIM
33.333333,1.4164568,1.4164569,0.000100000000058,1,1,5.2150108e-18,8.5675933e-18,E-SIM
33.444444,1.4164953,1.4164953,0,1,1,5.2282308e-18,8.5675933e-18,E-SIM
33.555556,1.4165338,1.4165338,0,1,1,5.2282308e-18,8.5675933e-18,E-SIM
33.666667,1.4165723,1.4165723,0,1,1,5.2282308e-18,8.5675933e-18,E-SIM
33.777778,1.4166107,1.4166108,0.000100000000058,1,1,5.2282308e-18,8.5675933e-18,E-SIM
33.888889,1.4166492,1.4166493,0.000100000000058,1,1,5.2282308e-18,8.5675933e-18,E-SIM
34,1.4166877,1.4166877,0,1,1,5.2282308e-18,8.5675933e-18,E-SIM
34.111111,1.4167262,1.4167262,0,1,1,5.2282308e-18,8.5675933e-18,E-SIM
34.222222,1.4167647,1.4167647,0,1,1,5.2282308e-18,8.5675933e-18,E-SIM
34.333333,1.4168031,1.4168032,9.99999998363e-05,1,1,5.2282308e-18,8.5675933e-18,E-SIM
34.444444,1.4168416,1.4168417,0.000100000000058,1,1,5.2282308e-18,8.5675933e-18,E-SIM
34.555556,1.4168801,1.4168801,0,1,1,5.2282308e-18,8.5675933e-18,E-SIM
34.666667,1.4169186,1.4169186,0,1,1,5.2282308e-18,8.5675933e-18,E-SIM
34.777778,1.4169571,1.4169571,0,1,1,5.2282308e-18,8.5675933e-18,E-SIM
34.888889,1.4169955,1.4169956,9.99999998363e-05,1,1,5.2282308e-18,8.5675933e-18,E-SIM
35,1.417034,1.4170341,0.000100000000058,1,1,5.2282308e-18,8.5675933e-18,E-SIM
35.111111,1.4170725,1.4170725,0,1,1,5.2282308e-18,8.5675933e-18,E-SIM
35.222222,1.417111,1.417111,0,1,1,5.2282308e-18,8.5675933e-18,E-SIM
35.333333,1.4171495,1.4171495,0,1,1,5.2282308e-18,8.5675933e-18,E-SIM
35.444444,1.417188,1.417188,0,1,1,5.2282308e-18,8.5675933e-18,E-SIM
35.555556,1.4172264,1.4172265,9.99999998363e-05,1,1,5.2282308e-18,8.5675933e-18,E-SIM
35.666667,1.4172649,1.4172649,0,1,1,5.2282308e-18,8.5675933e-18,E-SIM
35.777778,1.4173034,1.4173034,0,1,1,5.2493827e-18,8.5675933e-18,E-SIM
35.888889,1.4173419,1.4173419,0,1,1,5.2493827e-18,8.5675933e-18,E-SIM
36,1.4173804,1.4173804,0,1,1,5.2493827e-18,8.5675933e-18,E-SIM
36.111111,1.4174188,1.4174189,9.99999998363e-05,1,1,5.2705346e-18,8.5675933e-18,E-SIM
36.222222,1.4174573,1.4174573,0,1,1,5.2705346e-18,8.5675933e-18,E-SIM
36.333333,1.4174958,1.4174958,0,1,1,5.2705346e-18,8.5675933e-18,E-SIM
36.444444,1.4175343,1.4175343,0,1,1,5.2916866e-18,8.5675933e-18,E-SIM
36.555556,1.4175728,1.4175728,0,1,1,5.2916866e-18,8.5675933e-18,E-SIM
36.666667,1.4176112,1.4176113,9.99999998363e-05,1,1,5.2916866e-18,8.5675933e-18,E-SIM
36.777778,1.4176497,1.4176498,0.000100000000058,1,1,5.2916866e-18,8.5675933e-18,E-SIM
36.888889,1.4176882,1.4176882,0,1,1,5.2916866e-18,8.5675933e-18,E-SIM
37,1.4177267,1.4177267,0,1,1,5.2916866e-18,8.5675933e-18,E-SIM
37.111111,1.4177652,1.4177652,0,1,1,5.3128385e-18,8.5675933e-18,E-SIM
37.222222,1.4178037,1.4178037,0,1,1,5.3339905e-18,8.5675933e-18,E-SIM
37.333333,1.4178421,1.4178422,9.99999998363e-05,1,1,5.3339905e-18,8.5675933e-18,E-SIM
37.444444,1.4178806,1.4178806,0,1,1,5.3762943e-18,8.5675933e-18,E-SIM
37.555556,1.4179191,1.4179191,0,1,1,5.3974463e-18,8.5675933e-18,E-SIM
37.666667,1.4179576,1.4179576,0,1,1,5.3974463e-18,8.5675933e-18,E-SIM
37.777778,1.4179961,1.4179961,0,1,1,5.3974463e-18,8.5675933e-18,E-SIM
37.888889,1.4180345,1.4180346,9.99999998363e-05,1,1,5.3974463e-18,8.5675933e-18,E-SIM
38,1.418073,1.418073,0,1,1,5.3974463e-18,8.5675933e-18,E-SIM
38.111111,1.4181115,1.4181115,0,1,1,5.3974463e-18,8.5675933e-18,E-SIM
38.222222,1.41815,1.41815,0,1,1,5.4106662e-18,8.5675933e-18,E-SIM
38.333333,1.4181885,1.4181885,0,1,1,5.4318182e-18,8.5675933e-18,E-SIM
38.444444,1.4182269,1.418227,9.99999998363e-05,1,1,5.4318182e-18,8.5675933e-18,E-SIM
38.555556,1.4182654,1.4182654,0,1,1,5.4318182e-18,8.5675933e-18,E-SIM
38.666667,1.4183039,1.4183039,0,1,1,5.4318182e-18,8.5675933e-18,E-SIM
38.777778,1.4183424,1.4183424,0,1,1,5.4318182e-18,8.5675933e-18,E-SIM
38.888889,1.4183809,1.4183809,0,1,1,5.4318182e-18,8.5675933e-18,E-SIM
39,1.4184194,1.4184194,0,1,1,5.4318182e-18,8.5675933e-18,E-SIM
39.111111,1.4184578,1.4184578,0,1,1,5.4450381e-18,8.5675933e-18,E-SIM
39.222222,1.4184963,1.4184963,0,1,1,5.4450381e-18,8.5675933e-18,E-SIM
39.333333,1.4185348,1.4185348,0,1,1,5.4450381e-18,8.5675933e-18,E-SIM
39.444444,1.4185659,1.4185659,0,1,1,5.4450381e-18,8.5675933e-18,E-SIM
39.555556,1.4185945,1.4185945,0,1,1,5.4450381e-18,8.5675933e-18,E-SIM
39.666667,1.418623,1.418623,0,1,1,5.4450381e-18,8.5675933e-18,E-SIM
39.777778,1.4186516,1.4186516,0,1,1,5.4450381e-18,8.5675933e-18,E-SIM
39.888889,1.4186801,1.4186801,0,1,1,5.4450381e-18,8.5675933e-18,E-SIM
40,1.4187087,1.4187087,0,1,1,5.4450381e-18,8.5675933e-18,E-SIM
40.111111,1.4187372,1.4187372,0,1,1,5.4450381e-18,8.5675933e-18,E-SIM
40.222222,1.4187657,1.4187658,0.000100000000058,1,1,5.4450381e-18,8.5675933e-18,E-SIM
40.333333,1.4187943,1.4187943,0,1,1,5.4450381e-18,8.5675933e-18,E-SIM
40.444444,1.4188228,1.4188229,0.000100000000058,1,1,5.4450381e-18,8.5675933e-18,E-SIM
40.555556,1.4188514,1.4188514,0,1,1,5.4450381e-18,8.5675933e-18,E-SIM
40.666667,1.4188799,1.4188799,0,1,1,5.4450381e-18,8.5675933e-18,E-SIM
40.777778,1.4189085,1.4189085,0,1,1,5.4450381e-18,8.5675933e-18,E-SIM
40.888889,1.418937,1.418937,0,1,1,5.4450381e-18,8.5675933e-18,E-SIM
41,1.4189656,1.4189656,0,1,1,5.4450381e-18,8.5675933e-18,E-SIM
41.111111,1.4189941,1.4189941,0,1,1,5.4450381e-18,8.5675933e-18,E-SIM
41.222222,1.4190227,1.4190227,0,1,1,5.4450381e-18,8.5675933e-18,E-SIM
41.333333,1.4190512,1.4190512,0,1,1,5.4450381e-18,8.5675933e-18,E-SIM
41.444444,1.4190798,1.4190798,0,1,1,5.4450381e-18,8.5675933e-18,E-SIM
41.555556,1.4191083,1.4191083,0,1,1,5.4450381e-18,8.5675933e-18,E-SIM
41.666667,1.4191369,1.4191369,0,1,1,5.4450381e-18,8.5675933e-18,E-SIM
41.777778,1.4191654,1.4191654,0,1,1,5.4450381e-18,8.5675933e-18,E-SIM
41.888889,1.419194,1.419194,0,1,1,5.4450381e-18,8.5675933e-18,E-SIM
42,1.4192225,1.4192225,0,1,1,5.4450381e-18,8.5675933e-18,E-SIM
42.111111,1.419251,1.4192511,0.000100000000058,1,1,5.4450381e-18,8.5675933e-18,E-SIM
42.222222,1.4192796,1.4192796,0,1,1,5.4450381e-18,8.5675933e-18,E-SIM
42.333333,1.4193081,1.4193082,9.99999998363e-05,1,1,5.4450381e-18,8.5675933e-18,E-SIM
42.444444,1.4193367,1.4193367,0,1,1,5.4450381e-18,8.5675933e-18,E-SIM
42.555556,1.4193652,1.4193652,0,1,1,5.4450381e-18,8.5675933e-18,E-SIM
42.666667,1.4193938,1.4193938,0,1,1,5.4450381e-18,8.5675933e-18,E-SIM
42.777778,1.4194223,1.4194223,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
42.888889,1.4194509,1.4194509,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
43,1.4194794,1.4194794,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
43.111111,1.419508,1.419508,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
43.222222,1.4195365,1.4195365,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
43.333333,1.4195651,1.4195651,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
43.444444,1.4195936,1.4195936,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
43.555556,1.4196222,1.4196222,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
43.666667,1.4196507,1.4196507,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
43.777778,1.4196793,1.4196793,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
43.888889,1.4197078,1.4197078,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
44,1.4197364,1.4197364,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
44.111111,1.4197649,1.4197649,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
44.222222,1.4197934,1.4197935,9.99999998363e-05,1,1,5.4450381e-18,8.5887452e-18,E-SIM
44.333333,1.419822,1.419822,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
44.444444,1.4198505,1.4198505,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
44.555556,1.4198791,1.4198791,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
44.666667,1.4199076,1.4199076,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
44.777778,1.4199362,1.4199362,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
44.888889,1.4199647,1.4199647,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
45,1.4199933,1.4199933,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
45.111111,1.4200218,1.4200218,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
45.222222,1.4200504,1.4200504,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
45.333333,1.4200789,1.4200789,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
45.444444,1.4201075,1.4201075,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
45.555556,1.420136,1.420136,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
45.666667,1.4201646,1.4201646,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
45.777778,1.4201931,1.4201931,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
45.888889,1.4202217,1.4202217,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
46,1.4202502,1.4202502,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
46.111111,1.4202787,1.4202788,0.000100000000058,1,1,5.4450381e-18,8.5887452e-18,E-SIM
46.222222,1.4203073,1.4203073,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
46.333333,1.4203358,1.4203358,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
46.444444,1.4203644,1.4203644,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
46.555556,1.4203929,1.4203929,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
46.666667,1.4204215,1.4204215,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
46.777778,1.42045,1.42045,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
46.888889,1.4204786,1.4204786,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
47,1.4205071,1.4205071,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
47.111111,1.4205357,1.4205357,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
47.222222,1.4205642,1.4205642,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
47.333333,1.4205928,1.4205928,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
47.444444,1.4206213,1.4206213,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
47.555556,1.4206499,1.4206499,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
47.666667,1.4206784,1.4206784,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
47.777778,1.420707,1.420707,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
47.888889,1.4207355,1.4207355,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
48,1.4207641,1.4207641,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
48.111111,1.4207926,1.4207926,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
48.222222,1.4208211,1.4208211,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
48.333333,1.4208497,1.4208497,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
48.444444,1.4208782,1.4208782,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
48.555556,1.4209068,1.4209068,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
48.666667,1.4209353,1.4209353,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
48.777778,1.4209639,1.4209639,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
48.888889,1.4209924,1.4209924,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
49,1.421021,1.421021,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
49.111111,1.4210495,1.4210495,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
49.222222,1.4210781,1.4210781,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
49.333333,1.4211066,1.4211066,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
49.444444,1.4211352,1.4211352,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
49.555556,1.4211637,1.4211637,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
49.666667,1.4211923,1.4211923,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
49.777778,1.4212208,1.4212208,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
49.888889,1.4212494,1.4212494,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
50,1.4212779,1.4212779,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
50.111111,1.4213065,1.4213064,-0.000100000000058,1,1,5.4450381e-18,8.5887452e-18,E-SIM
50.222222,1.421335,1.421335,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
50.333333,1.4213635,1.4213635,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
50.444444,1.4213921,1.4213921,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
50.555556,1.4214206,1.4214206,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
50.666667,1.4214492,1.4214492,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
50.777778,1.4214777,1.4214777,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
50.888889,1.4215063,1.4215063,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
51,1.4215348,1.4215348,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
51.111111,1.4215634,1.4215634,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
51.222222,1.4215919,1.4215919,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
51.333333,1.4216205,1.4216205,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
51.444444,1.4216469,1.4216469,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
51.555556,1.4216724,1.4216724,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
51.666667,1.421698,1.421698,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
51.777778,1.4217234,1.4217234,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
51.888889,1.4217489,1.4217489,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
52,1.4217742,1.4217742,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
52.111111,1.4217995,1.4217995,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
52.222222,1.4218248,1.4218248,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
52.333333,1.42185,1.42185,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
52.444444,1.4218752,1.4218752,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
52.555556,1.4219003,1.4219003,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
52.666667,1.4219253,1.4219253,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
52.777778,1.4219503,1.4219503,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
52.888889,1.4219752,1.4219752,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
53,1.4220001,1.4220001,0,1,1,5.4450381e-18,8.5887452e-18,E-SIM
53.111111,1.422025,1.4220249,-0.000100000000058,1,1,5.4450381e-18,8.5887452e-18,E-SIM
53.222222,1.4220497,1.4220497,0,1,1,5.4450381e-18,8.6098972e-18,E-SIM
53.333333,1.4220745,1.4220744,-9.99999998363e-05,1,1,5.4450381e-18,8.6098972e-18,E-SIM
53.444444,1.4220991,1.4220991,0,1,1,5.4450381e-18,8.6098972e-18,E-SIM
53.555556,1.4221237,1.4221237,0,1,1,5.4450381e-18,8.6098972e-18,E-SIM
53.666667,1.4221483,1.4221483,0,1,1,5.4450381e-18,8.6231171e-18,E-SIM
53.777778,1.4221728,1.4221728,0,1,1,5.4450381e-18,8.6231171e-18,E-SIM
53.888889,1.4221973,1.4221973,0,1,1,5.4450381e-18,8.6231171e-18,E-SIM
54,1.4222217,1.4222217,0,1,1,5.4450381e-18,8.6231171e-18,E-SIM
54.111111,1.422246,1.422246,0,1,1,5.4450381e-18,8.6231171e-18,E-SIM
54.222222,1.4222703,1.4222703,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
54.333333,1.4222946,1.4222945,-0.000100000000058,1,1,5.4450381e-18,8.6442691e-18,E-SIM
54.444444,1.4223187,1.4223187,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
54.555556,1.4223429,1.4223429,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
54.666667,1.422367,1.4223669,-9.99999998363e-05,1,1,5.4450381e-18,8.6442691e-18,E-SIM
54.777778,1.422391,1.422391,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
54.888889,1.4224149,1.4224149,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
55,1.4224389,1.4224389,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
55.111111,1.4224627,1.4224627,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
55.222222,1.4224865,1.4224865,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
55.333333,1.4225103,1.4225103,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
55.444444,1.422534,1.422534,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
55.555556,1.4225577,1.4225576,-0.000100000000058,1,1,5.4450381e-18,8.6442691e-18,E-SIM
55.666667,1.4225813,1.4225812,-0.000100000000058,1,1,5.4450381e-18,8.6442691e-18,E-SIM
55.777778,1.4226048,1.4226048,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
55.888889,1.4226283,1.4226283,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
56,1.4226517,1.4226517,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
56.111111,1.4226751,1.4226751,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
56.222222,1.4226984,1.4226984,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
56.333333,1.4227217,1.4227217,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
56.444444,1.4227449,1.4227449,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
56.555556,1.4227681,1.4227681,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
56.666667,1.4227912,1.4227912,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
56.777778,1.4228143,1.4228142,-0.000100000000058,1,1,5.4450381e-18,8.6442691e-18,E-SIM
56.888889,1.4228373,1.4228373,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
57,1.4228602,1.4228602,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
57.111111,1.4228831,1.4228831,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
57.222222,1.422906,1.4229059,-0.000100000000058,1,1,5.4450381e-18,8.6442691e-18,E-SIM
57.333333,1.4229288,1.4229287,-0.000100000000058,1,1,5.4450381e-18,8.6442691e-18,E-SIM
57.444444,1.4229515,1.4229515,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
57.555556,1.4229742,1.4229742,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
57.666667,1.4229968,1.4229968,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
57.777778,1.4230194,1.4230194,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
57.888889,1.4230419,1.4230419,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
58,1.4230644,1.4230644,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
58.111111,1.4230868,1.4230868,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
58.222222,1.4231092,1.4231091,-0.000100000000058,1,1,5.4450381e-18,8.6442691e-18,E-SIM
58.333333,1.4231315,1.4231314,-0.000100000000058,1,1,5.4450381e-18,8.6442691e-18,E-SIM
58.444444,1.4231537,1.4231537,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
58.555556,1.4231759,1.4231759,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
58.666667,1.4231981,1.423198,-0.000100000000058,1,1,5.4450381e-18,8.6442691e-18,E-SIM
58.777778,1.4232202,1.4232201,-0.000100000000058,1,1,5.4450381e-18,8.6442691e-18,E-SIM
58.888889,1.4232422,1.4232422,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
59,1.4232642,1.4232642,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
59.111111,1.4232861,1.4232861,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
59.222222,1.423308,1.423308,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
59.333333,1.4233298,1.4233298,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
59.444444,1.4233516,1.4233516,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
59.555556,1.4233733,1.4233733,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
59.666667,1.423395,1.423395,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
59.777778,1.4234166,1.4234166,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
59.888889,1.4234381,1.4234381,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
60,1.4234596,1.4234596,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
60.111111,1.4234811,1.4234811,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
60.222222,1.4235025,1.4235025,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
60.333333,1.4235238,1.4235238,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
60.444444,1.4235451,1.4235451,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
60.555556,1.4235664,1.4235663,-9.99999998363e-05,1,1,5.4450381e-18,8.6442691e-18,E-SIM
60.666667,1.4235875,1.4235875,0,1,1,5.4450381e-18,8.6442691e-18,E-SIM
60.777778,1.4236087,1.4236086,-0.000100000000058,1,1,5.4450381e-18,8.6442691e-18,E-SIM
60.888889,1.4236297,1.4236297,0,1,1,5.4450381e-18,8.6231171e-18,E-SIM
