time_label,time_s,Q_mAh_cm2,x_m,y_m,eps_s_pos,theta_eff,A_bare_frac,j_total_A_m2,one_minus_theta_eff,A_bare_native_minus_one_minus_theta
q080,7200,80,0.0048148148148099996,0,0,5.9999820000200002e-06,0.99999400001799998,167.86310906599999,0.99999400001799998,0
q080,7200,80,0.0048518518518500002,0,0,5.9999820000200002e-06,0.99999400001799998,574.03003574800005,0.99999400001799998,0
q080,7200,80,0.0048888888888899999,0,3.3306690738800001e-16,5.9999820000200002e-06,0.99999400001799998,1317.88543454,0.99999400001799998,0
q080,7200,80,0.0049259259259299996,0,0,5.9999820000200002e-06,0.99999400001799998,2109.55671046,0.99999400001799998,0
q080,7200,80,0.0049629629629600004,0,0,5.9999820000200002e-06,0.99999400001799998,7879.99028765,0.99999400001799998,0
q080,7200,80,0.0050000000000000001,0,1.1102230246299999e-16,5.9999820000200002e-06,0.99999400001799998,21674.761995100002,0.99999400001799998,0
q080,7200,80,0.0030000000000000001,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,649.10319589699998,0.99999400001799998,0
q080,7200,80,0.0030370370370400002,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,282.27623945800002,0.99999400001799998,0
q080,7200,80,0.0030740740740700001,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,82.050848706400004,0.99999400001799998,0
q080,7200,80,0.0031111111111099998,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,48.291686227,0.99999400001799998,0
q080,7200,80,0.00314814814815,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,21.023581400800001,0.99999400001799998,0
q080,7200,80,0.0031851851851900002,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,6.1285043962700003,0.99999400001799998,0
q080,7200,80,0.0032222222222200001,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,3.6063989854799998,0.99999400001799998,0
q080,7200,80,0.0032592592592600002,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,1.5716239113199999,0.99999400001799998,0
q080,7200,80,0.0032962962962999999,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.46049931560099999,0.99999400001799998,0
q080,7200,80,0.0033333333333299998,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.27302517166399998,0.99999400001799998,0
q080,7200,80,0.00337037037037,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.12099458338000001,0.99999400001799998,0
q080,7200,80,0.0034074074074100002,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.037991621548000003,0.99999400001799998,0
q080,7200,80,0.0034444444444400001,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.024016285669399999,0.99999400001799998,0
q080,7200,80,0.0034814814814800002,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.0126449928073,0.99999400001799998,0
q080,7200,80,0.0035185185185199999,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.0064403155883500001,0.99999400001799998,0
q080,7200,80,0.0035555555555600001,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.0054022543651900002,0.99999400001799998,0
q080,7200,80,0.00359259259259,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.0045522353235800004,0.99999400001799998,0
q080,7200,80,0.0036296296296300001,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.0040886403085599998,0.99999400001799998,0
q080,7200,80,0.0036666666666699999,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.0040114686850900002,0.99999400001799998,0
q080,7200,80,0.0037037037037000002,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.0039482257455200004,0.99999400001799998,0
q080,7200,80,0.0037407407407399999,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.0039136828528399999,0.99999400001799998,0
q080,7200,80,0.0037777777777800001,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.0039078395878400004,0.99999400001799998,0
q080,7200,80,0.00381481481481,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.00390317998312,0.99999400001799998,0
q080,7200,80,0.0038518518518500001,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.0039006482617100001,0.99999400001799998,0
q080,7200,80,0.0038888888888899999,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.0039002445683900002,0.99999400001799998,0
q080,7200,80,0.0039259259259299996,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.0038999716656600001,0.99999400001799998,0
q080,7200,80,0.0039629629629600004,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.0039001775548399998,0.99999400001799998,0
q080,7200,80,0.0040000000000000001,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.00390086216932,0.99999400001799998,0
q080,7200,80,0.0040370370370399998,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.00390170837356,0.99999400001799998,0
q080,7200,80,0.0040740740740699997,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.0039069734840699996,0.99999400001799998,0
q080,7200,80,0.0041111111111100003,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.0039166573640700003,0.99999400001799998,0
q080,7200,80,0.00414814814815,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.0039283937481199996,0.99999400001799998,0
q080,7200,80,0.0041851851851899997,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.0039990435396800002,0.99999400001799998,0
q080,7200,80,0.0042222222222199996,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.00412860673784,0.99999400001799998,0
q080,7200,80,0.0042592592592600002,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.0042885164737400004,0.99999400001799998,0
q080,7200,80,0.0042962962963,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.0052337939178399998,0.99999400001799998,0
q080,7200,80,0.0043333333333299999,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.00696443913854,0.99999400001799998,0
q080,7200,80,0.0043703703703699996,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.0091424330888300008,0.99999400001799998,0
q080,7200,80,0.0044074074074100002,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.021789270541000001,0.99999400001799998,0
q080,7200,80,0.0044444444444400001,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.044904950861900002,0.99999400001799998,0
q080,7200,80,0.0044814814814799998,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.074120483619199998,0.99999400001799998,0
q080,7200,80,0.0045185185185200004,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.24348046766000001,0.99999400001799998,0
q080,7200,80,0.0045555555555600001,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.55298490348499996,0.99999400001799998,0
q080,7200,80,0.00459259259259,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,0.94380833353100002,0.99999400001799998,0
q080,7200,80,0.0046296296296299997,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,3.2089591023900002,0.99999400001799998,0
q080,7200,80,0.0046666666666700003,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,7.3484374185999997,0.99999400001799998,0
q080,7200,80,0.0047037037037000002,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,12.576771283599999,0.99999400001799998,0
q080,7200,80,0.00474074074074,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,42.9067491602,0.99999400001799998,0
q080,7200,80,0.0047777777777799997,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,98.338840877199999,0.99999400001799998,0
q080,7200,80,0.0048148148148099996,0.00018518518518499999,3.3306690738800001e-16,5.9999820000200002e-06,0.99999400001799998,168.031982607,0.99999400001799998,0
q080,7200,80,0.0048518518518500002,0.00018518518518499999,3.3306690738800001e-16,5.9999820000200002e-06,0.99999400001799998,574.23528525699999,0.99999400001799998,0
q080,7200,80,0.0048888888888899999,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,1318.0741766599999,0.99999400001799998,0
q080,7200,80,0.0049259259259299996,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,2109.9942101000001,0.99999400001799998,0
q080,7200,80,0.0049629629629600004,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,7876.0465195699999,0.99999400001799998,0
q080,7200,80,0.0050000000000000001,0.00018518518518499999,0,5.9999820000200002e-06,0.99999400001799998,21655.023030200002,0.99999400001799998,0
q080,7200,80,0.0030000000000000001,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,649.41338241200003,0.99999400001799998,0
q080,7200,80,0.0030370370370400002,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,282.29662301000002,0.99999400001799998,0
q080,7200,80,0.0030740740740700001,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,81.959952712800003,0.99999400001799998,0
q080,7200,80,0.0031111111111099998,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,48.267638214100003,0.99999400001799998,0
q080,7200,80,0.00314814814815,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,21.012833328599999,0.99999400001799998,0
q080,7200,80,0.0031851851851900002,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,6.1251092867499999,0.99999400001799998,0
q080,7200,80,0.0032222222222200001,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,3.60440992353,0.99999400001799998,0
q080,7200,80,0.0032592592592600002,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,1.57123417702,0.99999400001799998,0
q080,7200,80,0.0032962962962999999,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.460795071567,0.99999400001799998,0
q080,7200,80,0.0033333333333299998,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.27309258142499998,0.99999400001799998,0
q080,7200,80,0.00337037037037,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.121287595336,0.99999400001799998,0
q080,7200,80,0.0034074074074100002,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.038345702995699997,0.99999400001799998,0
q080,7200,80,0.0034444444444400001,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.024266904673200002,0.99999400001799998,0
q080,7200,80,0.0034814814814800002,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.0129299364343,0.99999400001799998,0
q080,7200,80,0.0035185185185199999,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.0067326325236999997,0.99999400001799998,0
q080,7200,80,0.0035555555555600001,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.0056749922370700001,0.99999400001799998,0
q080,7200,80,0.00359259259259,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.0048318444364399997,0.99999400001799998,0
q080,7200,80,0.0036296296296300001,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.0043699027316500003,0.99999400001799998,0
q080,7200,80,0.0036666666666699999,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.0042891662815999999,0.99999400001799998,0
q080,7200,80,0.0037037037037000002,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.0042271329467400004,0.99999400001799998,0
q080,7200,80,0.0037407407407399999,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.0041929184382999999,0.99999400001799998,0
q080,7200,80,0.0037777777777800001,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.0041865228273300003,0.99999400001799998,0
q080,7200,80,0.00381481481481,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.0041820497753700002,0.99999400001799998,0
q080,7200,80,0.0038518518518500001,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.0041795742388999997,0.99999400001799998,0
q080,7200,80,0.0038888888888899999,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.0041790957951600002,0.99999400001799998,0
q080,7200,80,0.0039259259259299996,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.0041788460266700004,0.99999400001799998,0
q080,7200,80,0.0039629629629600004,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.0041790674579899999,0.99999400001799998,0
q080,7200,80,0.0040000000000000001,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.0041797605101200003,0.99999400001799998,0
q080,7200,80,0.0040370370370399998,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.0041805727506199998,0.99999400001799998,0
q080,7200,80,0.0040740740740699997,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.0041859152112399996,0.99999400001799998,0
q080,7200,80,0.0041111111111100003,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.0041957881752900002,0.99999400001799998,0
q080,7200,80,0.00414814814815,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.00420720545741,0.99999400001799998,0
q080,7200,80,0.0041851851851899997,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.0042786380261000002,0.99999400001799998,0
q080,7200,80,0.0042222222222199996,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.0044100856691100003,0.99999400001799998,0
q080,7200,80,0.0042592592592600002,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.0045673248790200002,0.99999400001799998,0
q080,7200,80,0.0042962962963,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.0055207158669000004,0.99999400001799998,0
q080,7200,80,0.0043333333333299999,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.0072702589818200002,0.99999400001799998,0
q080,7200,80,0.0043703703703699996,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.0094284298661799996,0.99999400001799998,0
q080,7200,80,0.0044074074074100002,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.0221501871557,0.99999400001799998,0
q080,7200,80,0.0044444444444400001,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.045435531057400003,0.99999400001799998,0
q080,7200,80,0.0044814814814799998,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.074575596064300004,0.99999400001799998,0
q080,7200,80,0.0045185185185200004,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.24461025318499999,0.99999400001799998,0
q080,7200,80,0.0045555555555600001,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.55553950313699996,0.99999400001799998,0
q080,7200,80,0.00459259259259,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,0.94626510902899996,0.99999400001799998,0
q080,7200,80,0.0046296296296299997,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,3.21650198702,0.99999400001799998,0
q080,7200,80,0.0046666666666700003,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,7.3662503477500003,0.99999400001799998,0
q080,7200,80,0.0047037037037000002,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,12.602214545300001,0.99999400001799998,0
q080,7200,80,0.00474074074074,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,42.970107747299998,0.99999400001799998,0
q080,7200,80,0.0047777777777799997,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,98.470402500600002,0.99999400001799998,0
q080,7200,80,0.0048148148148099996,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,168.22520040000001,0.99999400001799998,0
q080,7200,80,0.0048518518518500002,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,574.57672282700003,0.99999400001799998,0
q080,7200,80,0.0048888888888899999,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,1318.65181762,0.99999400001799998,0
q080,7200,80,0.0049259259259299996,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,2110.3036345,0.99999400001799998,0
q080,7200,80,0.0049629629629600004,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,7872.65846745,0.99999400001799998,0
q080,7200,80,0.0050000000000000001,0.00037037037036999999,0,5.9999820000200002e-06,0.99999400001799998,21639.109082700001,0.99999400001799998,0
q080,7200,80,0.0030000000000000001,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,649.652863819,0.99999400001799998,0
q080,7200,80,0.0030370370370400002,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,282.30678679900001,0.99999400001799998,0
q080,7200,80,0.0030740740740700001,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,81.877506494200006,0.99999400001799998,0
q080,7200,80,0.0031111111111099998,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,48.228947674200001,0.99999400001799998,0
q080,7200,80,0.00314814814815,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,20.9976514771,0.99999400001799998,0
q080,7200,80,0.0031851851851900002,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,6.1214912334499996,0.99999400001799998,0
q080,7200,80,0.0032222222222200001,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,3.6004109895899998,0.99999400001799998,0
q080,7200,80,0.0032592592592600002,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,1.5700220917300001,0.99999400001799998,0
q080,7200,80,0.0032962962962999999,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,0.46070867749099997,0.99999400001799998,0
q080,7200,80,0.0033333333333299998,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,0.272470722951,0.99999400001799998,0
q080,7200,80,0.00337037037037,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,0.120982904515,0.99999400001799998,0
q080,7200,80,0.0034074074074100002,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,0.038140031941599997,0.99999400001799998,0
q080,7200,80,0.0034444444444400001,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,0.023942105365000001,0.99999400001799998,0
q080,7200,80,0.0034814814814800002,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,0.012638191954899999,0.99999400001799998,0
q080,7200,80,0.0035185185185199999,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,0.0064490941250899998,0.99999400001799998,0
q080,7200,80,0.0035555555555600001,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,0.00537481173692,0.99999400001799998,0
q080,7200,80,0.00359259259259,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,0.0045361283383299998,0.99999400001799998,0
q080,7200,80,0.0036296296296300001,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,0.00407543892384,0.99999400001799998,0
q080,7200,80,0.0036666666666699999,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,0.00399274313997,0.99999400001799998,0
q080,7200,80,0.0037037037037000002,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,0.0039310750352099999,0.99999400001799998,0
q080,7200,80,0.0037407407407399999,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,0.0038969928645600001,0.99999400001799998,0
q080,7200,80,0.0037777777777800001,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,0.0038904962070300001,0.99999400001799998,0
q080,7200,80,0.00381481481481,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,0.00388600627801,0.99999400001799998,0
q080,7200,80,0.0038518518518500001,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,0.0038835301793300001,0.99999400001799998,0
q080,7200,80,0.0038888888888899999,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,0.0038830683328700002,0.99999400001799998,0
q080,7200,80,0.0039259259259299996,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,0.0038828107591199999,0.99999400001799998,0
q080,7200,80,0.0039629629629600004,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,0.0038830271251900001,0.99999400001799998,0
q080,7200,80,0.0040000000000000001,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,0.0038837174346399998,0.99999400001799998,0
q080,7200,80,0.0040370370370399998,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,0.0038845594209499998,0.99999400001799998,0
q080,7200,80,0.0040740740740699997,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,0.0038899308528799999,0.99999400001799998,0
q080,7200,80,0.0041111111111100003,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,0.0038998311708899999,0.99999400001799998,0
q080,7200,80,0.00414814814815,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,0.0039113281923000001,0.99999400001799998,0
q080,7200,80,0.0041851851851899997,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,0.0039833621882899998,0.99999400001799998,0
q080,7200,80,0.0042222222222199996,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,0.0041159329474899998,0.99999400001799998,0
q080,7200,80,0.0042592592592600002,0.00055555555555599997,0,5.9999820000200002e-06,0.99999400001799998,0.0042724864176000004,0.99999400001799998,0
