eps_s,geometric_A_over_A0_n_n_1e11,geometric_A_over_A0_n_n_1e13,difference_low_minus_high_density,phi_ppt_both,comparison_semantics
0.00033909568387649404,0.97173630252514342,0.88638051282575925,0.085355789699384177,0.0050000000000000001,exact shared computed node; no interpolation
0.0010172870516294821,0.94432960719790615,0.78486685632016129,0.15946275087774486,0.0050000000000000001,exact shared computed node; no interpolation
0.0016954784193824702,0.93047032210799696,0.71225930528309223,0.21821101682490474,0.0050000000000000001,exact shared computed node; no interpolation
0.0023736697871354581,0.9123743280977169,0.6463212293626307,0.2660530987350862,0.0050000000000000001,exact shared computed node; no interpolation
0.0033909568387649404,0.88983387788919321,0.58043150148741285,0.30940237640178037,0.0050000000000000001,exact shared computed node; no interpolation
