q_mAh_cm2,time_s,V_control_V,V_physical_dense_V,deltaV_physical_minus_control_V,eps_s_control,eps_s_physical_dense,theta_control,theta_physical_dense,theta_dense_shadow_on_control,S_control,S_physical_dense,K_control,K_physical_dense
101.444444444,9130,1.46114069887,1.43371888293,-0.02742181594,0.000151265826658,0.000148126811438,0.58882649308,0.135738479242,0.138091849242,1.33989448796,1.3398951057,0.997453910832,0.997506473459
101.555555556,9140,1.4615616328,1.43375351817,-0.02780811463,0.000153216347203,0.00014999569762,0.593660108969,0.136729251914,0.139116385994,1.34224173665,1.3422463561,0.997421140602,0.997475065607
101.666666667,9150,1.46198642226,1.43378832723,-0.02819809503,0.000155182157043,0.00015187765945,0.598474269488,0.13772109701,0.140142756697,1.34459389698,1.34460174606,0.997388115148,0.997443439333
101.777777778,9160,1.46241570765,1.43382323998,-0.02859246767,0.000157163386143,0.000153767510909,0.603268713847,0.138711275006,0.141170990673,1.34695633555,1.34696148669,0.997354832331,0.997411681812
101.888888889,9170,1.46285438107,1.43385818965,-0.02899619142,0.000159160362578,0.000155678176135,0.608043575357,0.139706541003,0.142201218178,1.34934483317,1.34932465394,0.997321286712,0.997379575885
102,9180,1.46329282976,1.43389317496,-0.0293996548,0.000161172864134,0.000157596888493,0.612798253436,0.140700191455,0.143233284754,1.35171798507,1.351693086,0.997287482016,0.997347336118
102.111111111,9190,1.46373649209,1.43392821762,-0.02980827447,0.000163210127173,0.000159528554694,0.617553072312,0.141694774773,0.144271846885,1.35408641921,1.35406715453,0.997253263213,0.997314880083
102.222222222,9200,1.4641871321,1.43396330677,-0.03022382533,0.000165262855372,0.000161476238109,0.62228358315,0.142691838304,0.145312086694,1.35646649109,1.3564430314,0.997218786477,0.997282156338
102.333333333,9210,1.46464725326,1.43399843057,-0.03064882269,0.000167334635919,0.000163431883327,0.626996305527,0.143687235831,0.146355770369,1.35884923794,1.35882221542,0.997183991672,0.997249300256
102.444444444,9220,1.46511566647,1.43403367814,-0.03108198833,0.000169423607178,0.000165405665171,0.631686394576,0.144686137899,0.147401901553,1.36123835606,1.36120304018,0.997148910117,0.997216140916
102.555555556,9230,1.46558958319,1.43406893889,-0.0315206443,0.000171526620991,0.000167390392846,0.636346703892,0.145684863056,0.148448868275,1.36363215387,1.36358826176,0.997113594683,0.99718279916
102.666666667,9240,1.46606824589,1.43410421191,-0.03196403398,0.00017364370102,0.000169385316083,0.640977051984,0.146683033683,0.1494966612,1.36602976007,1.36597793208,0.997078045007,0.997149287614
102.777777778,9250,1.46655465543,1.43413957949,-0.03241507594,0.000175783299896,0.0001713992512,0.645594927882,0.147685037018,0.150549406243,1.36843016777,1.36837314797,0.997042119285,0.997115458208
102.888888889,9260,1.46704594881,1.43417495396,-0.03287099485,0.000177937457935,0.000173421238301,0.650182443423,0.148685383051,0.151603128189,1.37083277963,1.37077416356,0.997005951158,0.997081495077
