sign,ix,iy,iz,delta_rho_e_A-3,x_display_A,y_display_A,z_display_A,periodic_xy_translation_only
accumulation,47,53,59,0.00221272371709,11.5597070893,14.11125,15.7333333333,True
accumulation,48,46,58,0.00203274586238,11.805658304,12.2475,15.4666666667,True
accumulation,48,46,59,0.0023919690866,11.805658304,12.2475,15.7333333333,True
accumulation,48,46,60,0.00214395555668,11.805658304,12.2475,16,True
accumulation,48,52,57,0.00243826117367,11.805658304,13.845,15.2,True
accumulation,48,52,58,0.00268385885283,11.805658304,13.845,15.4666666667,True
accumulation,48,52,59,0.00218399614096,11.805658304,13.845,15.7333333333,True
accumulation,48,53,57,0.00214043725282,11.805658304,14.11125,15.2,True
accumulation,48,53,58,0.00235869782045,11.805658304,14.11125,15.4666666667,True
accumulation,48,53,59,0.00207111239433,11.805658304,14.11125,15.7333333333,True
accumulation,49,52,57,0.00201401789673,12.0516095187,13.845,15.2,True
accumulation,49,52,58,0.00222780066542,12.0516095187,13.845,15.4666666667,True
accumulation,55,49,59,0.00216837553307,13.5273168067,13.04625,15.7333333333,True
accumulation,55,49,60,0.00206295633689,13.5273168067,13.04625,16,True
accumulation,55,50,59,0.00241798511706,13.5273168067,13.3125,15.7333333333,True
accumulation,55,50,60,0.00235795252956,13.5273168067,13.3125,16,True
accumulation,55,56,57,0.00238272780553,13.5273168067,14.91,15.2,True
accumulation,55,56,58,0.00278513599187,13.5273168067,14.91,15.4666666667,True
accumulation,55,56,59,0.00247928616591,13.5273168067,14.91,15.7333333333,True
accumulation,55,57,58,0.00219182972796,13.5273168067,15.17625,15.4666666667,True
accumulation,55,57,59,0.0020692741964,13.5273168067,15.17625,15.7333333333,True
accumulation,56,49,59,0.0024237066973,13.7732680213,13.04625,15.7333333333,True
accumulation,56,49,60,0.00232895975932,13.7732680213,13.04625,16,True
accumulation,56,50,59,0.00245720846578,13.7732680213,13.3125,15.7333333333,True
accumulation,56,50,60,0.00246095447801,13.7732680213,13.3125,16,True
accumulation,56,55,56,0.00231856503524,13.7732680213,14.64375,14.9333333333,True
accumulation,56,55,57,0.00321441935375,13.7732680213,14.64375,15.2,True
accumulation,56,55,58,0.00318536232226,13.7732680213,14.64375,15.4666666667,True
accumulation,56,55,59,0.00249190558679,13.7732680213,14.64375,15.7333333333,True
accumulation,56,56,56,0.00248983199708,13.7732680213,14.91,14.9333333333,True
accumulation,56,56,57,0.00377884157933,13.7732680213,14.91,15.2,True
accumulation,56,56,58,0.00456001237035,13.7732680213,14.91,15.4666666667,True
accumulation,56,56,59,0.00420804647729,13.7732680213,14.91,15.7333333333,True
accumulation,56,56,60,0.00294995121658,13.7732680213,14.91,16,True
accumulation,56,57,57,0.00258063897491,13.7732680213,15.17625,15.2,True
accumulation,56,57,58,0.00318948086351,13.7732680213,15.17625,15.4666666667,True
accumulation,56,57,59,0.00309475255199,13.7732680213,15.17625,15.7333333333,True
accumulation,56,57,60,0.00227894959971,13.7732680213,15.17625,16,True
accumulation,57,49,59,0.00225684419274,14.019219236,13.04625,15.7333333333,True
accumulation,57,49,60,0.00219796132296,14.019219236,13.04625,16,True
accumulation,57,50,60,0.00204195547849,14.019219236,13.3125,16,True
accumulation,57,55,56,0.00292831705883,14.019219236,14.64375,14.9333333333,True
accumulation,57,55,57,0.00401440728456,14.019219236,14.64375,15.2,True
accumulation,57,55,58,0.00361436512321,14.019219236,14.64375,15.4666666667,True
accumulation,57,55,59,0.00269576977007,14.019219236,14.64375,15.7333333333,True
accumulation,57,55,60,0.00223594997078,14.019219236,14.64375,16,True
accumulation,57,56,56,0.00284741888754,14.019219236,14.91,14.9333333333,True
accumulation,57,56,57,0.00443906942382,14.019219236,14.91,15.2,True
accumulation,57,56,58,0.00536680407822,14.019219236,14.91,15.4666666667,True
accumulation,57,56,59,0.00502902828157,14.019219236,14.91,15.7333333333,True
accumulation,57,56,60,0.00369794946164,14.019219236,14.91,16,True
accumulation,57,57,57,0.00274286349304,14.019219236,15.17625,15.2,True
accumulation,57,57,58,0.00346738961525,14.019219236,15.17625,15.4666666667,True
accumulation,57,57,59,0.0034112422727,14.019219236,15.17625,15.7333333333,True
accumulation,57,57,60,0.00252994801849,14.019219236,15.17625,16,True
accumulation,58,55,56,0.00273630907759,14.2651704507,14.64375,14.9333333333,True
accumulation,58,55,57,0.00386539613828,14.2651704507,14.64375,15.2,True
accumulation,58,55,58,0.00371236610226,14.2651704507,14.64375,15.4666666667,True
accumulation,58,55,59,0.00292587885633,14.2651704507,14.64375,15.7333333333,True
accumulation,58,55,60,0.00240795151331,14.2651704507,14.64375,16,True
accumulation,58,56,56,0.00242250598967,14.2651704507,14.91,14.9333333333,True
accumulation,58,56,57,0.00381584069692,14.2651704507,14.91,15.2,True
accumulation,58,56,58,0.00471999170259,14.2651704507,14.91,15.4666666667,True
accumulation,58,56,59,0.00449702888727,14.2651704507,14.91,15.7333333333,True
accumulation,58,56,60,0.00332295079716,14.2651704507,14.91,16,True
accumulation,58,57,57,0.00205874303356,14.2651704507,15.17625,15.2,True
accumulation,58,57,58,0.00260835606605,14.2651704507,15.17625,15.4666666667,True
accumulation,58,57,59,0.00257278443314,14.2651704507,15.17625,15.7333333333,True
accumulation,59,55,57,0.00272159744054,14.5111216653,14.64375,15.2,True
accumulation,59,55,58,0.00304921972565,14.5111216653,14.64375,15.4666666667,True
accumulation,59,55,59,0.00267825950868,14.5111216653,14.64375,15.7333333333,True
accumulation,59,56,57,0.00221067899838,14.5111216653,14.91,15.2,True
accumulation,59,56,58,0.00279614655301,14.5111216653,14.91,15.4666666667,True
accumulation,59,56,59,0.00270223687403,14.5111216653,14.91,15.7333333333,True
depletion,2,28,44,-0.00200000009499,15.2489753093,7.455,11.7333333333,True
depletion,2,28,46,-0.0020300000906,15.2489753093,7.455,12.2666666667,True
depletion,2,60,44,-0.002576533705,15.2489753093,15.975,11.7333333333,True
depletion,2,60,46,-0.00219511496834,15.2489753093,15.975,12.2666666667,True
depletion,2,60,47,-0.00242334511131,15.2489753093,15.975,12.5333333333,True
depletion,2,61,44,-0.00254704919644,15.2489753093,16.24125,11.7333333333,True
depletion,2,61,46,-0.00234613311477,15.2489753093,16.24125,12.2666666667,True
depletion,2,61,47,-0.00230763410218,15.2489753093,16.24125,12.5333333333,True
depletion,5,62,61,-0.00214896560647,15.9868289533,16.5075,16.2666666667,True
depletion,6,60,61,-0.00204851920716,16.232780168,15.975,16.2666666667,True
depletion,6,61,61,-0.00202886108309,16.232780168,16.24125,16.2666666667,True
depletion,7,59,60,-0.00207005138509,16.4787313827,15.70875,16,True
depletion,7,60,61,-0.00201865960844,16.4787313827,15.975,16.2666666667,True
depletion,31,44,43,-0.0021601752378,7.62448765467,11.715,11.4666666667,True
depletion,31,44,47,-0.00258307810873,7.62448765467,11.715,12.5333333333,True
depletion,31,49,50,-0.00240058195777,7.62448765467,13.04625,13.3333333333,True
depletion,31,49,54,-0.0029447900597,7.62448765467,13.04625,14.4,True
depletion,31,49,55,-0.00215255003422,7.62448765467,13.04625,14.6666666667,True
depletion,31,50,54,-0.00301140011288,7.62448765467,13.3125,14.4,True
depletion,31,50,55,-0.00256344000809,7.62448765467,13.3125,14.6666666667,True
depletion,31,51,50,-0.0036557293497,7.62448765467,13.57875,13.3333333333,True
depletion,31,51,51,-0.00213105604053,7.62448765467,13.57875,13.6,True
depletion,31,52,50,-0.00203281571157,7.62448765467,13.845,13.3333333333,True
depletion,32,43,47,-0.0021126230713,7.87043886933,11.44875,12.5333333333,True
depletion,32,44,43,-0.00273023592308,7.87043886933,11.715,11.4666666667,True
depletion,32,44,44,-0.00367093156092,7.87043886933,11.715,11.7333333333,True
depletion,32,44,46,-0.00415711570531,7.87043886933,11.715,12.2666666667,True
depletion,32,44,47,-0.00348904309794,7.87043886933,11.715,12.5333333333,True
depletion,32,45,43,-0.00219019525684,7.87043886933,11.98125,11.4666666667,True
depletion,32,45,44,-0.00373070384376,7.87043886933,11.98125,11.7333333333,True
depletion,32,45,46,-0.00292556965724,7.87043886933,11.98125,12.2666666667,True
depletion,32,45,47,-0.00246483599767,7.87043886933,11.98125,12.5333333333,True
depletion,32,48,53,-0.00205235998146,7.87043886933,12.78,14.1333333333,True
depletion,32,48,54,-0.00212046992965,7.87043886933,12.78,14.4,True
depletion,32,49,50,-0.00333013804629,7.87043886933,13.04625,13.3333333333,True
depletion,32,49,54,-0.00453301006928,7.87043886933,13.04625,14.4,True
depletion,32,49,55,-0.00302265002392,7.87043886933,13.04625,14.6666666667,True
depletion,32,50,54,-0.00635155010968,7.87043886933,13.3125,14.4,True
depletion,32,50,55,-0.00401462987065,7.87043886933,13.3125,14.6666666667,True
depletion,32,51,50,-0.00955879781395,7.87043886933,13.57875,13.3333333333,True
depletion,32,51,51,-0.00355687900446,7.87043886933,13.57875,13.6,True
depletion,32,52,50,-0.00343456119299,7.87043886933,13.845,13.3333333333,True
depletion,32,52,51,-0.00281870458275,7.87043886933,13.845,13.6,True
depletion,33,44,47,-0.00258597708307,8.116390084,11.715,12.5333333333,True
depletion,33,49,54,-0.00313770002685,8.116390084,13.04625,14.4,True
depletion,33,49,55,-0.00211248989217,8.116390084,13.04625,14.6666666667,True
depletion,33,50,50,-0.00422378396615,8.116390084,13.3125,13.3333333333,True
depletion,33,50,54,-0.00343694002368,8.116390084,13.3125,14.4,True
depletion,33,50,55,-0.00266802008264,8.116390084,13.3125,14.6666666667,True
depletion,33,51,50,-0.00680324621499,8.116390084,13.57875,13.3333333333,True
depletion,33,51,51,-0.00259521300904,8.116390084,13.57875,13.6,True
depletion,33,52,50,-0.00278740050271,8.116390084,13.845,13.3333333333,True
depletion,33,52,51,-0.00232396507636,8.116390084,13.845,13.6,True
depletion,34,51,50,-0.00220999005251,8.36234129867,13.57875,13.3333333333,True
depletion,36,41,62,-0.00202058535069,8.854243728,10.91625,16.5333333333,True
depletion,36,42,62,-0.00240034796298,8.854243728,11.1825,16.5333333333,True
depletion,36,43,61,-0.00202174577862,8.854243728,11.44875,16.2666666667,True
depletion,36,52,46,-0.00217143818736,8.854243728,13.845,12.2666666667,True
depletion,37,40,62,-0.00218130927533,9.10019494267,10.65,16.5333333333,True
depletion,37,41,62,-0.00206964835525,9.10019494267,10.91625,16.5333333333,True
depletion,38,38,59,-0.00208181398921,9.34614615733,10.1175,15.7333333333,True
depletion,38,38,60,-0.00227011693642,9.34614615733,10.1175,16,True
depletion,38,39,61,-0.00249839411117,9.34614615733,10.38375,16.2666666667,True
depletion,38,39,62,-0.00210654968396,9.34614615733,10.38375,16.5333333333,True
depletion,38,40,62,-0.0020213550888,9.34614615733,10.65,16.5333333333,True
depletion,39,38,59,-0.00228280713782,9.592097372,10.1175,15.7333333333,True
depletion,39,38,60,-0.00233908882365,9.592097372,10.1175,16,True
depletion,39,39,59,-0.00206192210317,9.592097372,10.38375,15.7333333333,True
depletion,39,39,60,-0.00219014938921,9.592097372,10.38375,16,True
depletion,39,39,61,-0.0021587042138,9.592097372,10.38375,16.2666666667,True
depletion,47,36,44,-0.00231004483066,11.5597070893,9.585,11.7333333333,True
depletion,47,36,46,-0.00254039349966,11.5597070893,9.585,12.2666666667,True
depletion,47,36,47,-0.00244104722515,11.5597070893,9.585,12.5333333333,True
depletion,47,37,44,-0.00206007249653,11.5597070893,9.85125,11.7333333333,True
depletion,47,37,46,-0.00222061458044,11.5597070893,9.85125,12.2666666667,True
depletion,47,37,47,-0.00211162492633,11.5597070893,9.85125,12.5333333333,True
depletion,47,52,44,-0.0024752994068,11.5597070893,13.845,11.7333333333,True
depletion,47,53,44,-0.00226341770031,11.5597070893,14.11125,11.7333333333,True
