Q_mAh_cm2,R_theta_baseline,R_theta_one_way_island_shadow,R_theta_coupled_island,V_baseline_V,V_coupled_island_V,deltaV_island_minus_baseline_mV,eps_s_baseline,eps_s_coupled_island
4.77777777778,1,1,1,1.40209850894,1.40210963292,0.01112398,2.07500531008e-18,1.10733049684e-17
4.88888888889,1,1,1,1.40214377933,1.4021544624,0.01068307,2.07500531008e-18,1.10733049684e-17
5,1,1,1,1.40218904971,1.40219929188,0.0102421699999,2.07500531008e-18,1.10817657443e-17
5.11111111111,1,1,1,1.4022343201,1.40224412136,0.00980126000005,2.07500531008e-18,1.10817657443e-17
5.22222222222,1,1,1,1.40227959049,1.40228895084,0.00936034999999,2.07500531008e-18,1.10817657443e-17
5.33333333333,1,1,1,1.40232486088,1.40233378032,0.00891943999992,2.06323954348e-18,1.10870537293e-17
5.44444444444,1,1,1,1.40237013126,1.4023786098,0.00847853999986,2.06323954348e-18,1.10870537293e-17
5.55555555556,1,1,1,1.40241540165,1.40242343928,0.00803763000001,2.06323954348e-18,1.10870537293e-17
5.66666666667,1,1,1,1.40246067204,1.40246826876,0.00759672000017,2.06323954348e-18,1.10923417143e-17
5.77777777778,1,1,1,1.40250594242,1.40251309824,0.0071558200001,2.06323954348e-18,1.11060904753e-17
5.88888888889,1,1,1,1.40255121281,1.40255792772,0.00671491000004,2.06323954348e-18,1.11113784603e-17
6,1,1,1,1.4025964832,1.4026027572,0.00627399999997,2.06323954348e-18,1.11113784603e-17
6.11111111111,1,1,1,1.40264175359,1.40264758669,0.00583309999991,2.06323954348e-18,1.11113784603e-17
6.22222222222,1,1,1,1.40268702397,1.40269241617,0.00539220000007,2.06323954348e-18,1.11113784603e-17
6.33333333333,1,1,1,1.40273229436,1.40273724565,0.00495129,2.06323954348e-18,1.11166664453e-17
6.44444444444,1,1,1,1.40277756475,1.40278207513,0.00451037999993,2.06323954348e-18,1.11199714359e-17
6.55555555556,1,1,1,1.40282283514,1.40282690461,0.00406946999987,2.0665445341e-18,1.11252594209e-17
6.66666666667,1,1,1,1.40286810552,1.40287173409,0.00362857000002,2.0665445341e-18,1.11390081819e-17
6.77777777778,1,1,1,1.40291337591,1.40291656357,0.00318765999996,2.06984952472e-18,1.11390081819e-17
6.88888888889,1,1,1,1.4029586463,1.40296139305,0.00274675000012,2.06984952472e-18,1.11495841518e-17
7,1,1,1,1.40300391668,1.40300622253,0.00230585000005,2.07513750971e-18,1.11495841518e-17
7.11111111111,1,1,1,1.40304918707,1.40305105201,0.00186493999998,2.07513750971e-18,1.11548721368e-17
7.22222222222,1,1,1,1.40309445746,1.40309588149,0.00142403000014,2.07513750971e-18,1.11548721368e-17
7.33333333333,1,1,1,1.40313972785,1.40314071097,0.000983120000075,2.07513750971e-18,1.11548721368e-17
7.44444444444,1,1,1,1.40318499823,1.40318554045,0.00054222000001,2.0804254947e-18,1.11548721368e-17
7.55555555556,1,1,1,1.40323026862,1.40323036993,0.000101309999945,2.0804254947e-18,1.11548721368e-17
7.66666666667,1,1,1,1.40327553901,1.40327519941,-0.000339600000121,2.0804254947e-18,1.11548721368e-17
7.77777777778,1,1,1,1.40332274842,1.40332201962,-0.000728799999905,2.0804254947e-18,1.11548721368e-17
7.88888888889,1,1,1,1.40340695619,1.40340682465,-0.000131540000003,2.0804254947e-18,1.11548721368e-17
8,1,1,1,1.40349116395,1.40349162968,0.000465729999899,2.0804254947e-18,1.11548721368e-17
8.11111111111,1,1,1,1.40357537172,1.40357643471,0.00106299000002,2.0804254947e-18,1.11495841518e-17
8.22222222222,1,1,1,1.40365957949,1.40366123974,0.00166024999992,2.0804254947e-18,1.11495841518e-17
8.33333333333,1,1,1,1.40374378725,1.40374604477,0.00225752000005,2.08373048532e-18,1.11495841518e-17
8.44444444444,1,1,1,1.40382799502,1.4038308498,0.00285477999995,2.08373048532e-18,1.11495841518e-17
8.55555555556,1,1,1,1.40391220279,1.40391565483,0.00345204000007,2.08373048532e-18,1.11495841518e-17
8.66666666667,1,1,1,1.40399641055,1.40400045986,0.00404930999998,2.08373048532e-18,1.11495841518e-17
8.77777777778,1,1,1,1.40408061832,1.40408526489,0.00464656999988,2.09761144592e-18,1.11495841518e-17
8.88888888889,1,1,1,1.40416482608,1.40417006992,0.00524384,2.10091643654e-18,1.11495841518e-17
9,1,1,1,1.40424903385,1.40425487495,0.0058410999999,2.10091643654e-18,1.11495841518e-17
9.11111111111,1,1,1,1.40433324162,1.40433967998,0.00643836000003,2.10091643654e-18,1.11495841518e-17
9.22222222222,1,1,1,1.40441744938,1.40442448501,0.00703563000015,2.10091643654e-18,1.11495841518e-17
9.33333333333,1,1,1,1.40450165715,1.40450929004,0.00763289000005,2.10091643654e-18,1.11495841518e-17
9.44444444444,1,1,1,1.40458586491,1.40459409507,0.00823015999996,2.10091643654e-18,1.11495841518e-17
9.55555555556,1,1,1,1.40467007268,1.4046789001,0.00882741999986,2.10091643654e-18,1.11495841518e-17
9.66666666667,1,1,1,1.40475428045,1.40476370513,0.00942467999998,2.10937721252e-18,1.11528891425e-17
9.77777777778,1,1,1,1.40483848821,1.40484851016,0.0100219499999,2.11466519751e-18,1.11528891425e-17
9.88888888889,1,1,1,1.40492269598,1.40493331519,0.01061921,2.10620442153e-18,1.11561941331e-17
10,1,1,1,1.40500690375,1.40501812022,0.0112164700001,2.10620442153e-18,1.11628041143e-17
10.1111111111,1,1,1,1.40509111151,1.40510292526,0.01181375,2.11149240652e-18,1.11628041143e-17
10.2222222222,1,1,1,1.40517531928,1.40518773029,0.0124110099999,2.11149240652e-18,1.11628041143e-17
10.3333333333,1,1,1,1.40525952704,1.40527253532,0.0130082800001,2.11479739713e-18,1.11628041143e-17
10.4444444444,1,1,1,1.40534373481,1.40535734035,0.01360554,2.12325817312e-18,1.11628041143e-17
10.5555555556,1,1,1,1.40542794258,1.40544214538,0.0142027999999,2.12656316374e-18,1.11628041143e-17
10.6666666667,1,1,1,1.40551215034,1.40552695041,0.01480007,2.12656316374e-18,1.11628041143e-17
10.7777777778,1,1,1,1.40559635811,1.40561175544,0.0153973300001,2.12656316374e-18,1.11628041143e-17
10.8888888889,1,1,1,1.40568056587,1.40569656047,0.0159946,2.12325817312e-18,1.11628041143e-17
11,1,1,1,1.40576477364,1.4057813655,0.0165918599999,2.13185114873e-18,1.11628041143e-17
11.1111111111,1,1,1,1.40584898141,1.40586617053,0.01718912,2.13185114873e-18,1.11628041143e-17
11.2222222222,1,1,1,1.40593318917,1.40595097556,0.0177863899999,2.13713913372e-18,1.11628041143e-17
11.3333333333,1,1,1,1.40601739694,1.40603578059,0.0183836499998,2.13713913372e-18,1.11628041143e-17
11.4444444444,1,1,1,1.40610160471,1.40612058562,0.0189809100002,2.13713913372e-18,1.11712648903e-17
11.5555555556,1,1,1,1.40618581247,1.40620539065,0.0195781800001,2.14044412434e-18,1.11712648903e-17
11.6666666667,1,1,1,1.40627002024,1.40629019568,0.02017544,2.14374911495e-18,1.11659769053e-17
11.7777777778,1,1,1,1.406354228,1.40637500071,0.0207727099999,2.15234209056e-18,1.11659769053e-17
11.8888888889,1,1,1,1.40643843577,1.40645980574,0.02136997,2.16080286655e-18,1.11659769053e-17
12,1,1,1,1.40652264354,1.40654461077,0.0219672299999,2.16410785717e-18,1.11659769053e-17
12.1111111111,1,1,1,1.4066068513,1.4066294158,0.0225644999998,2.16410785717e-18,1.11659769053e-17
12.2222222222,1,1,1,1.40669105907,1.40671422083,0.0231617600002,2.16741284779e-18,1.11659769053e-17
12.3333333333,1,1,1,1.40677526683,1.40679902586,0.0237590300001,2.1707178384e-18,1.11659769053e-17
12.4444444444,1,1,1,1.4068594746,1.40688383089,0.02435629,2.18763939037e-18,1.11659769053e-17
12.5555555556,1,1,1,1.40694368237,1.40696863592,0.0249535500001,2.18763939037e-18,1.11659769053e-17
12.6666666667,1,1,1,1.40702789013,1.40705344095,0.02555082,2.18763939037e-18,1.11659769053e-17
12.7777777778,1,1,1,1.4071120979,1.40713824598,0.0261480799999,2.19094438099e-18,1.11659769053e-17
12.8888888889,1,1,1,1.40719630567,1.40722305101,0.0267453399998,2.19094438099e-18,1.11659769053e-17
13,1,1,1,1.40728051343,1.40730785604,0.0273426100001,2.19094438099e-18,1.11659769053e-17
13.1111111111,1,1,1,1.4073647212,1.40739266107,0.02793987,2.1995373566e-18,1.11659769053e-17
13.2222222222,1,1,1,1.40744892896,1.4074774661,0.02853714,2.1995373566e-18,1.11659769053e-17
13.3333333333,1,1,1,1.40753313673,1.40756227113,0.0291344000001,2.1995373566e-18,1.11659769053e-17
13.4444444444,1,1,1,1.4076173445,1.40764707616,0.02973166,2.20482534159e-18,1.11659769053e-17
13.5555555556,1,1,1,1.40770155226,1.40773188119,0.0303289299999,2.20482534159e-18,1.11659769053e-17
13.6666666667,1,1,1,1.40778576003,1.40781668622,0.0309261899998,2.20482534159e-18,1.11659769053e-17
13.7777777778,1,1,1,1.40786996779,1.40790149125,0.0315234600001,2.20482534159e-18,1.11692818959e-17
13.8888888889,1,1,1,1.40795417556,1.40798629628,0.03212072,2.20813033221e-18,1.11745698809e-17
14,1,1,1,1.40803838333,1.40807110131,0.0327179799999,2.20813033221e-18,1.11745698809e-17
14.1111111111,1,1,1,1.40812259109,1.40815590634,0.0333152500001,2.21143532283e-18,1.11745698809e-17
14.2222222222,1,1,1,1.40820679886,1.40824071137,0.03391251,2.21474031345e-18,1.11745698809e-17
14.3333333333,1,1,1,1.40829100663,1.4083255164,0.0345097699999,2.21474031345e-18,1.11745698809e-17
14.4444444444,1,1,1,1.40837521439,1.40841032143,0.03510704,2.21474031345e-18,1.11745698809e-17
14.5555555556,1,1,1,1.40845942216,1.40849512646,0.0357043000001,2.22002829844e-18,1.11745698809e-17
14.6666666667,1,1,1,1.40854362992,1.40857993149,0.03630157,2.22002829844e-18,1.11745698809e-17
14.7777777778,1,1,1,1.40862783769,1.40866473652,0.0368988299999,2.22002829844e-18,1.11798578659e-17
14.8888888889,1,1,1,1.40871204546,1.40874954155,0.03749609,2.22002829844e-18,1.11798578659e-17
15,1,1,1,1.40879625322,1.40883434658,0.0380933599999,2.22002829844e-18,1.11798578659e-17
15.1111111111,1,1,1,1.40888046099,1.40891915161,0.0386906199998,2.22002829844e-18,1.11798578659e-17
15.2222222222,1,1,1,1.40896466875,1.40900395664,0.0392878900002,2.22002829844e-18,1.11798578659e-17
15.3333333333,1,1,1,1.40904887652,1.40908876167,0.0398851500001,2.22002829844e-18,1.11798578659e-17
15.4444444444,1,1,1,1.40913308429,1.4091735667,0.04048241,2.22002829844e-18,1.11798578659e-17
15.5555555556,1,1,1,1.40919683561,1.4092373474,0.04051179,2.22002829844e-18,1.11798578659e-17
15.6666666667,1,1,1,1.4092590751,1.4092995743,0.0404992,2.22002829844e-18,1.11798578659e-17
15.7777777778,1,1,1,1.40932131458,1.40936180119,0.0404866099999,2.22002829844e-18,1.11798578659e-17
15.8888888889,1,1,1,1.40938355407,1.40942402809,0.04047402,2.22002829844e-18,1.11798578659e-17
16,1,1,1,1.40944579356,1.40948625498,0.04046142,2.22002829844e-18,1.11798578659e-17
16.1111111111,1,1,1,1.40950803305,1.40954848187,0.0404488199999,2.22002829844e-18,1.11798578659e-17
16.2222222222,1,1,1,1.40957027253,1.40961070877,0.0404362400002,2.22002829844e-18,1.11798578659e-17
16.3333333333,1,1,1,1.40963251202,1.40967293566,0.04042364,2.22333328905e-18,1.11798578659e-17
16.4444444444,1,1,1,1.40969475151,1.40973516256,0.0404110500001,2.22333328905e-18,1.11798578659e-17
16.5555555556,1,1,1,1.40975699099,1.40979738945,0.0403984599999,2.22333328905e-18,1.11798578659e-17
16.6666666667,1,1,1,1.40981923048,1.40985961634,0.04038586,2.22333328905e-18,1.11798578659e-17
16.7777777778,1,1,1,1.40988146997,1.40992184324,0.0403732700001,2.22333328905e-18,1.11798578659e-17
16.8888888889,1,1,1,1.40994370946,1.40998407013,0.0403606699999,2.22333328905e-18,1.11798578659e-17
17,1,1,1,1.41000594894,1.41004629703,0.04034809,2.22333328905e-18,1.11798578659e-17
17.1111111111,1,1,1,1.41006818843,1.41010852392,0.04033549,2.22333328905e-18,1.11798578659e-17
17.2222222222,1,1,1,1.41013042792,1.41017075081,0.0403228900001,2.22333328905e-18,1.11798578659e-17
17.3333333333,1,1,1,1.41019266741,1.41023297771,0.0403103,2.22333328905e-18,1.11798578659e-17
17.4444444444,1,1,1,1.41025490689,1.4102952046,0.0402977099998,2.22333328905e-18,1.11798578659e-17
17.5555555556,1,1,1,1.41031714638,1.4103574315,0.0402851200001,2.22333328905e-18,1.11798578659e-17
17.6666666667,1,1,1,1.41037938587,1.41041965839,0.0402725199999,2.22333328905e-18,1.11798578659e-17
17.7777777778,1,1,1,1.41044162535,1.41048188528,0.04025993,2.22333328905e-18,1.11798578659e-17
17.8888888889,1,1,1,1.41050386484,1.41054411218,0.0402473400001,2.22333328905e-18,1.11798578659e-17
18,1,1,1,1.41056610433,1.41060633907,0.0402347400001,2.22333328905e-18,1.11798578659e-17
18.1111111111,1,1,1,1.41062834382,1.41066856597,0.04022215,2.22333328905e-18,1.11798578659e-17
18.2222222222,1,1,1,1.4106905833,1.41073079286,0.0402095599998,2.22333328905e-18,1.11798578659e-17
18.3333333333,1,1,1,1.41075282279,1.41079301975,0.0401969600001,2.22333328905e-18,1.11798578659e-17
18.4444444444,1,1,1,1.41081506228,1.41085524665,0.04018437,2.22333328905e-18,1.11798578659e-17
18.5555555556,1,1,1,1.41087730176,1.41091747354,0.04017178,2.22333328905e-18,1.11798578659e-17
18.6666666667,1,1,1,1.41093954125,1.41097970044,0.0401591899999,2.22333328905e-18,1.11798578659e-17
18.7777777778,1,1,1,1.41100178074,1.41104192733,0.04014659,2.22333328905e-18,1.11798578659e-17
18.8888888889,1,1,1,1.41106402023,1.41110415422,0.04013399,2.22333328905e-18,1.11798578659e-17
19,1,1,1,1.41112625971,1.41116638112,0.0401214099999,2.22333328905e-18,1.11798578659e-17
19.1111111111,1,1,1,1.4111884992,1.41122860801,0.0401088100002,2.22333328905e-18,1.11798578659e-17
19.2222222222,1,1,1,1.41125073869,1.41129083491,0.04009622,2.22333328905e-18,1.11798578659e-17
19.3333333333,1,1,1,1.41131297818,1.4113530618,0.0400836200001,2.22333328905e-18,1.11798578659e-17
19.4444444444,1,1,1,1.41137521766,1.4114152887,0.0400710399999,2.22333328905e-18,1.11798578659e-17
19.5555555556,1,1,1,1.41143745715,1.41147751559,0.04005844,2.22333328905e-18,1.11798578659e-17
19.6666666667,1,1,1,1.41149969664,1.41153974248,0.0400458400001,2.22333328905e-18,1.11798578659e-17
19.7777777778,1,1,1,1.41156193612,1.41160196938,0.0400332599999,2.22333328905e-18,1.11798578659e-17
19.8888888889,1,1,1,1.41162417561,1.41166419627,0.04002066,2.22333328905e-18,1.11798578659e-17
20,1,1,1,1.4116864151,1.41172642317,0.04000807,2.22333328905e-18,1.11798578659e-17
20.1111111111,1,1,1,1.41174865459,1.41178865006,0.0399954700001,2.22333328905e-18,1.11798578659e-17
20.2222222222,1,1,1,1.41181089407,1.41185087695,0.03998288,2.22333328905e-18,1.11798578659e-17
20.3333333333,1,1,1,1.41187313356,1.41191310385,0.0399702899998,2.22333328905e-18,1.11798578659e-17
20.4444444444,1,1,1,1.41193537305,1.41197533074,0.0399576900001,2.22333328905e-18,1.11798578659e-17
20.5555555556,1,1,1,1.41199761254,1.41203755764,0.0399450999999,2.22333328905e-18,1.11798578659e-17
20.6666666667,1,1,1,1.41205985202,1.41209978453,0.03993251,2.22333328905e-18,1.11798578659e-17
20.7777777778,1,1,1,1.41212209151,1.41216201142,0.0399199100001,2.22333328905e-18,1.11798578659e-17
20.8888888889,1,1,1,1.412184331,1.41222423832,0.0399073200001,2.22333328905e-18,1.11798578659e-17
21,1,1,1,1.41224657048,1.41228646521,0.03989473,2.22333328905e-18,1.11798578659e-17
21.1111111111,1,1,1,1.41230880997,1.41234869211,0.0398821399998,2.22333328905e-18,1.11798578659e-17
21.2222222222,1,1,1,1.41237104946,1.412410919,0.0398695400001,2.22333328905e-18,1.11798578659e-17
21.3333333333,1,1,1,1.41243328895,1.41247314589,0.03985694,2.22333328905e-18,1.11798578659e-17
21.4444444444,1,1,1,1.41249552843,1.41253537279,0.03984436,2.22663827967e-18,1.11798578659e-17
21.5555555556,1,1,1,1.41255776792,1.41259759968,0.0398317599999,2.22663827967e-18,1.11798578659e-17
21.6666666667,1,1,1,1.41262000741,1.41265982658,0.0398191700002,2.22663827967e-18,1.11798578659e-17
21.7777777778,1,1,1,1.4126822469,1.41272205347,0.03980657,2.22663827967e-18,1.11798578659e-17
21.8888888889,1,1,1,1.41274448638,1.41278428036,0.0397939799999,2.22663827967e-18,1.11798578659e-17
22,1,1,1,1.41280672587,1.41284650726,0.0397813900002,2.22663827967e-18,1.11798578659e-17
22.1111111111,1,1,1,1.41286896536,1.41290873415,0.03976879,2.22663827967e-18,1.11798578659e-17
22.2222222222,1,1,1,1.41293120484,1.41297096105,0.0397562100001,2.22663827967e-18,1.11798578659e-17
22.3333333333,1,1,1,1.41299344433,1.41303318794,0.0397436099999,2.22663827967e-18,1.11798578659e-17
22.4444444444,1,1,1,1.41305568382,1.41309541483,0.03973101,2.22663827967e-18,1.11798578659e-17
22.5555555556,1,1,1,1.41311792331,1.41315764173,0.0397184200001,2.22663827967e-18,1.11798578659e-17
22.6666666667,1,1,1,1.41318016279,1.41321986862,0.0397058299999,2.22663827967e-18,1.11798578659e-17
22.7777777778,1,1,1,1.41324240228,1.41328209552,0.03969324,2.22663827967e-18,1.11798578659e-17
22.8888888889,1,1,1,1.41330464177,1.41334432241,0.03968064,2.22663827967e-18,1.11798578659e-17
23,1,1,1,1.41336688126,1.4134065493,0.0396680400001,2.22663827967e-18,1.11798578659e-17
23.1111111111,1,1,1,1.41342912074,1.4134687762,0.03965546,2.22663827967e-18,1.11798578659e-17
23.2222222222,1,1,1,1.41347807992,1.41351750618,0.0394262600001,2.22663827967e-18,1.11798578659e-17
23.3333333333,1,1,1,1.41352397568,1.41356312279,0.0391471100001,2.22663827967e-18,1.11798578659e-17
23.4444444444,1,1,1,1.41356987144,1.4136087394,0.0388679600001,2.22663827967e-18,1.11798578659e-17
23.5555555556,1,1,1,1.4136157672,1.413654356,0.0385887999999,2.22663827967e-18,1.11798578659e-17
23.6666666667,1,1,1,1.41366166296,1.41369997261,0.0383096499998,2.22663827967e-18,1.11798578659e-17
23.7777777778,1,1,1,1.41370755873,1.41374558922,0.0380304899998,2.22663827967e-18,1.11798578659e-17
23.8888888889,1,1,1,1.41375345449,1.41379120583,0.0377513400001,2.22663827967e-18,1.11798578659e-17
24,1,1,1,1.41379935025,1.41383682243,0.0374721800001,2.22663827967e-18,1.11798578659e-17
24.1111111111,1,1,1,1.41384524601,1.41388243904,0.03719303,2.22663827967e-18,1.11798578659e-17
24.2222222222,1,1,1,1.41389114177,1.41392805565,0.03691388,2.22663827967e-18,1.11798578659e-17
24.3333333333,1,1,1,1.41393703754,1.41397367226,0.03663472,2.23192626466e-18,1.11798578659e-17
24.4444444444,1,1,1,1.4139829333,1.41401928886,0.03635556,2.23192626466e-18,1.11798578659e-17
24.5555555556,1,1,1,1.41402882906,1.41406490547,0.03607641,2.23192626466e-18,1.11798578659e-17
24.6666666667,1,1,1,1.41407472482,1.41411052208,0.03579726,2.23192626466e-18,1.11798578659e-17
24.7777777778,1,1,1,1.41412062058,1.41415613869,0.0355181099998,2.23192626466e-18,1.11798578659e-17
24.8888888889,1,1,1,1.41416651635,1.41420175529,0.03523894,2.23192626466e-18,1.11798578659e-17
25,1,1,1,1.41421241211,1.4142473719,0.03495979,2.23192626466e-18,1.11798578659e-17
25.1111111111,1,1,1,1.41425830787,1.41429298851,0.03468064,2.23192626466e-18,1.11798578659e-17
25.2222222222,1,1,1,1.41430420363,1.41433860512,0.03440149,2.23192626466e-18,1.11798578659e-17
25.3333333333,1,1,1,1.41435009939,1.41438422172,0.03412233,2.24038704065e-18,1.11798578659e-17
25.4444444444,1,1,1,1.41439599516,1.41442983833,0.03384317,2.24038704065e-18,1.11798578659e-17
25.5555555556,1,1,1,1.41444189092,1.41447545494,0.03356402,2.24038704065e-18,1.11798578659e-17
25.6666666667,1,1,1,1.41448778668,1.41452107155,0.03328487,2.24038704065e-18,1.11798578659e-17
25.7777777778,1,1,1,1.41453368244,1.41456668815,0.03300571,2.24038704065e-18,1.11798578659e-17
25.8888888889,1,1,1,1.4145795782,1.41461230476,0.0327265600002,2.24038704065e-18,1.11798578659e-17
26,1,1,1,1.41462547397,1.41465792137,0.0324474,2.24038704065e-18,1.11798578659e-17
26.1111111111,1,1,1,1.41467136973,1.41470353798,0.03216825,2.24038704065e-18,1.11798578659e-17
26.2222222222,1,1,1,1.41471726549,1.41474915459,0.0318891,2.24038704065e-18,1.11798578659e-17
26.3333333333,1,1,1,1.41476316125,1.41479477119,0.03160994,2.24038704065e-18,1.11798578659e-17
26.4444444444,1,1,1,1.41480905701,1.4148403878,0.03133079,2.24038704065e-18,1.11798578659e-17
26.5555555556,1,1,1,1.41485495278,1.41488600441,0.0310516299999,2.24038704065e-18,1.11798578659e-17
26.6666666667,1,1,1,1.41490084854,1.41493162102,0.0307724799999,2.24038704065e-18,1.11798578659e-17
26.7777777778,1,1,1,1.4149467443,1.41497723762,0.0304933200002,2.24038704065e-18,1.11798578659e-17
26.8888888889,1,1,1,1.41499264006,1.41502285423,0.0302141700002,2.24038704065e-18,1.11798578659e-17
27,1,1,1,1.41503853582,1.41506847084,0.0299350200001,2.24038704065e-18,1.11798578659e-17
27.1111111111,1,1,1,1.41508443159,1.41511408745,0.0296558599999,2.24038704065e-18,1.11798578659e-17
27.2222222222,1,1,1,1.41513032735,1.41515970405,0.0293766999999,2.24038704065e-18,1.11798578659e-17
27.3333333333,1,1,1,1.41517622311,1.41520532066,0.0290975499999,2.24038704065e-18,1.11798578659e-17
27.4444444444,1,1,1,1.41522211887,1.41525093727,0.0288183999999,2.24038704065e-18,1.11798578659e-17
27.5555555556,1,1,1,1.41526801463,1.41529655388,0.0285392499999,2.24038704065e-18,1.11798578659e-17
27.6666666667,1,1,1,1.4153139104,1.41534217048,0.0282600799999,2.24038704065e-18,1.11798578659e-17
27.7777777778,1,1,1,1.41535980616,1.41538778709,0.0279809300001,2.24038704065e-18,1.11798578659e-17
27.8888888889,1,1,1,1.41540570192,1.4154334037,0.0277017800001,2.24038704065e-18,1.11798578659e-17
28,1,1,1,1.41545159768,1.41547902031,0.0274226300001,2.24038704065e-18,1.11798578659e-17
28.1111111111,1,1,1,1.41549749344,1.41552463691,0.0271434700001,2.24038704065e-18,1.11798578659e-17
28.2222222222,1,1,1,1.41554338921,1.41557025352,0.0268643100001,2.24038704065e-18,1.11798578659e-17
28.3333333333,1,1,1,1.41558928497,1.41561587013,0.0265851599999,2.24038704065e-18,1.11798578659e-17
