FileName,pair_index,charge_start_index,charge_end_index,charge_capacity_mAh,discharge_capacity_mAh,ce_pct,current_density_mA_cm2,target_areal_capacity_mAh_cm2,clean_for_curve,StandardStrict
pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,7145,7505,480.003911111111,393.917377777778,82.06545168891223,40.17718749999975,120.00097777777776,True,True
pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,21,7806,8166,480.004355555556,346.378822222222,72.16159982992735,40.177144230769,120.001088888889,True,True
pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,22,8431,8791,480.0044,356.065666666667,74.17966724193926,40.17715355805225,120.0011,True,True
pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,23,9063,9423,480.004355555556,354.079577777778,73.76590934637814,40.177152255639,120.001088888889,True,True
