FileName,pair_index,independent_file_id,independent_file_count,repeated_cycle_count_in_file,target_areal_capacity_mAh_cm2,current_density_mA_cm2,discharge_capacity_mAh_cm2,coulombic_efficiency_pct,window_mAh_cm2,window_points,primary_estimator,baseline_dVdQ_median,baseline_dVdQ_MAD,rise_threshold,rise_onset_Q_mAh_cm2,peak_Q_mAh_cm2,peak_dVdQ_V_per_mAh_cm2,peak_right_censored,onset_after_model_Qs_83,peak_after_model_Qf_cal_99p7
pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,1,4,120.00097777777776,40.17718749999975,98.4793444444445,82.06545168891223,5.25,21,False,0.0006858357624907347,8.16362922208061e-05,0.001012380931373959,60.5,105.25,0.010791174331613813,False,False,True
pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,1,4,120.00097777777776,40.17718749999975,98.4793444444445,82.06545168891223,10.25,41,True,0.0006421357960195029,5.137104713615623e-05,0.0008476199845641278,52.0,95.0,0.006066643431480266,False,False,False
pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,20,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,1,4,120.00097777777776,40.17718749999975,98.4793444444445,82.06545168891223,15.25,61,False,0.0006489187487675166,4.4985314111266935e-05,0.0008288600052125843,50.25,92.75,0.006358188264883404,False,False,False
pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,21,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,1,4,120.001088888889,40.177144230769,86.5947055555555,72.16159982992735,5.25,21,False,0.0006736603268644222,7.479416831718787e-05,0.0009728370001331737,57.0,103.5,0.010441649730953243,False,False,True
pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,21,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,1,4,120.001088888889,40.177144230769,86.5947055555555,72.16159982992735,10.25,41,True,0.0006691531276021678,4.483519218143224e-05,0.0008484938963278967,50.75,92.0,0.005816484465899741,False,False,False
pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,21,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,1,4,120.001088888889,40.177144230769,86.5947055555555,72.16159982992735,15.25,61,False,0.0006663151439318127,5.1521432451682656e-05,0.0008724008737385433,58.0,108.0,0.00264181267684866,False,False,True
pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,22,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,1,4,120.0011,40.17715355805225,89.01641666666676,74.17966724193926,5.25,21,False,0.000601761184791624,0.00016155156069526388,0.0012479674275726795,51.5,106.25,0.01264418411641606,False,False,True
pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,22,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,1,4,120.0011,40.17715355805225,89.01641666666676,74.17966724193926,10.25,41,True,0.0006059797603816131,0.00014402082612628405,0.0011820630648867493,51.75,106.75,0.004763800335401485,False,False,True
pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,22,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,1,4,120.0011,40.17715355805225,89.01641666666676,74.17966724193926,15.25,61,False,0.0006080728198932699,9.200786813669335e-05,0.0009761042924400433,52.25,110.25,0.0033811112884047853,False,False,True
pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,23,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,1,4,120.001088888889,40.177152255639,88.5198944444445,73.76590934637814,5.25,21,False,0.000473032412964515,0.0010591840792611058,0.004709768730008938,62.5,115.25,0.01203384537476491,False,False,True
pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,23,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,1,4,120.001088888889,40.177152255639,88.5198944444445,73.76590934637814,10.25,41,True,0.0005153209232447525,0.0007758526798730264,0.003618731642736858,89.25,114.0,0.007470045166668141,False,True,True
pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,23,pristine_1M_ZnI2_4M_NH4Br_cccc_127.0.0.1-BTS82-56-5-4-2818581087(1).ndax,1,4,120.001088888889,40.177152255639,88.5198944444445,73.76590934637814,15.25,61,False,0.0005912497101588983,0.0003047624563196088,0.0018102995354373336,70.25,105.75,0.002606793035752,False,False,True
